R_int	Phi_global	P_surf
1.0724359339e+07	9.9737714093e-01	4.0991490299e+03
1.0724359339e+07	9.9730282215e-01	4.1016905038e+03
1.0724359339e+07	9.9722823505e-01	4.1042539228e+03
1.0724359339e+07	9.9715337614e-01	4.1068437631e+03
1.0724359339e+07	9.9707824173e-01	4.1094657958e+03
1.0724359339e+07	9.9700283483e-01	4.1121268709e+03
1.0724359339e+07	9.9692715207e-01	4.1148354462e+03
1.0724359339e+07	9.9685119095e-01	4.1176011920e+03
1.0724359339e+07	9.9677494831e-01	4.1204350529e+03
1.0724359339e+07	9.9669842626e-01	4.1233487710e+03
1.0724359339e+07	9.9662162179e-01	4.1263550949e+03
1.0724359339e+07	9.9654453150e-01	4.1294674334e+03
1.0724359339e+07	9.9646715455e-01	4.1326993708e+03
1.0724359339e+07	9.9638949176e-01	4.1360645642e+03
1.0724359339e+07	9.9631153688e-01	4.1395767556e+03
1.0724359339e+07	9.9623329284e-01	4.1432487532e+03
1.0724359339e+07	9.9615475643e-01	4.1470928942e+03
1.0724359339e+07	9.9607592426e-01	4.1511202104e+03
1.0724359339e+07	9.9599679623e-01	4.1553401347e+03
1.0724359339e+07	9.9591736756e-01	4.1597602203e+03
1.0724359339e+07	9.9583763948e-01	4.1643854990e+03
1.0724359339e+07	9.9575760849e-01	4.1692184611e+03
1.0724359339e+07	9.9567727552e-01	4.1742586898e+03
1.0724359339e+07	9.9559663666e-01	4.1795031293e+03
1.0724359339e+07	9.9551568938e-01	4.1849458992e+03
1.0724359339e+07	9.9543443123e-01	4.1905786507e+03
1.0724359339e+07	9.9535285742e-01	4.1963910707e+03
1.0724359339e+07	9.9527096852e-01	4.2023706801e+03
1.0724359339e+07	9.9518876383e-01	4.2085042992e+03
1.0724359339e+07	9.9510624560e-01	4.2147775330e+03
1.0724359339e+07	9.9502340935e-01	4.2211760296e+03
1.0724359339e+07	9.9494025640e-01	4.2276849996e+03
1.0724359339e+07	9.9485678213e-01	4.2342904223e+03
1.0724359339e+07	9.9477298647e-01	4.2409784712e+03
1.0724359339e+07	9.9468886844e-01	4.2477360992e+03
1.0724359339e+07	9.9460442518e-01	4.2545512340e+03
1.0724359339e+07	9.9451965489e-01	4.2614125959e+03
1.0724359339e+07	9.9443455480e-01	4.2683098782e+03
1.0724359339e+07	9.9434912492e-01	4.2752334206e+03
1.0724359339e+07	9.9426336242e-01	4.2821746440e+03
1.0724359339e+07	9.9417726544e-01	4.2891257022e+03
1.0724359339e+07	9.9409083206e-01	4.2961047635e+03
1.0724359339e+07	9.9400405964e-01	4.3031371997e+03
1.0724359339e+07	9.9391694781e-01	4.3101608914e+03
1.0724359339e+07	9.9382949368e-01	4.3171815188e+03
1.0724359339e+07	9.9374169360e-01	4.3243132480e+03
1.0724359339e+07	9.9365352709e-01	4.3328301923e+03
1.0724359339e+07	9.9363560254e-01	4.3552755204e+03
1.0724359339e+07	9.9363196642e-01	4.3887062920e+03
1.0724359339e+07	9.9362855247e-01	4.4014545062e+03
1.0724359339e+07	9.9362516221e-01	4.4104024136e+03
1.0724359339e+07	9.9362179019e-01	4.4157774187e+03
1.0724359339e+07	9.9361843103e-01	4.4189162614e+03
1.0724359339e+07	9.9361508141e-01	4.4209073762e+03
1.0724359339e+07	9.9361173516e-01	4.4223195120e+03
1.0724359339e+07	9.9360839095e-01	4.4234679694e+03
1.0724359339e+07	9.9360504846e-01	4.4244753005e+03
1.0724359339e+07	9.9360171284e-01	4.4254544018e+03
1.0724359339e+07	9.9359837835e-01	4.4263634016e+03
1.0724359339e+07	9.9359504493e-01	4.4272207903e+03
1.0724359339e+07	9.9359171279e-01	4.4280376240e+03
1.0724359339e+07	9.9358838809e-01	4.4288703608e+03
1.0724359339e+07	9.9358506524e-01	4.4296542556e+03
1.0724359339e+07	9.9358174509e-01	4.4303738747e+03
1.0724359339e+07	9.9357843144e-01	4.4310087532e+03
1.0724359339e+07	9.9357513125e-01	4.4314910674e+03
1.0724359339e+07	9.9357184675e-01	4.4316304421e+03
1.0724359339e+07	9.9356901300e-01	4.4312457889e+03
1.0724359339e+07	9.9356654637e-01	4.4301506339e+03
1.0724359339e+07	9.9356431204e-01	4.4279848783e+03
1.0724359339e+07	9.9356221892e-01	4.4241421830e+03
1.0724359339e+07	9.9356028652e-01	4.4176452935e+03
1.0724359339e+07	9.9355857516e-01	4.4069347963e+03
1.0702514006e+07	9.9355735036e-01	4.3913444597e+03
1.0702514006e+07	9.9098682357e-01	4.4042535023e+03
1.0702514006e+07	9.9091778095e-01	4.4044658098e+03
1.0702514006e+07	9.9084847235e-01	4.4046735813e+03
1.0702514006e+07	9.9077889664e-01	4.4048821936e+03
1.0702514006e+07	9.9070905100e-01	4.4050916558e+03
1.0702514006e+07	9.9063893111e-01	4.4053019802e+03
1.0702514006e+07	9.9056853577e-01	4.4055131623e+03
1.0702514006e+07	9.9049786104e-01	4.4057251763e+03
1.0702514006e+07	9.9042690763e-01	4.4059378472e+03
1.0702514006e+07	9.9035567236e-01	4.4061494975e+03
1.0702514006e+07	9.9028415631e-01	4.4063437906e+03
1.0702514006e+07	9.9021235680e-01	4.4064572692e+03
1.0702514006e+07	9.9014027330e-01	4.4064217416e+03
1.0702514006e+07	9.9006790696e-01	4.4063008030e+03
1.0702514006e+07	9.8999525713e-01	4.4063162508e+03
1.0702514006e+07	9.8992232218e-01	4.4067374407e+03
1.0702514006e+07	9.8984910086e-01	4.4077736016e+03
1.0702514006e+07	9.8977559311e-01	4.4095357813e+03
1.0702514006e+07	9.8970179745e-01	4.4120486269e+03
1.0702514006e+07	9.8962771274e-01	4.4152779116e+03
1.0702514006e+07	9.8955333778e-01	4.4191561256e+03
1.0702514006e+07	9.8947867130e-01	4.4236010482e+03
1.0702514006e+07	9.8940371129e-01	4.4285281696e+03
1.0702514006e+07	9.8932845658e-01	4.4338641632e+03
1.0702514006e+07	9.8925290410e-01	4.4396274439e+03
1.0702514006e+07	9.8917702251e-01	4.4467943575e+03
1.0702514006e+07	9.8915880329e-01	4.4663092372e+03
1.0702514006e+07	9.8915543412e-01	4.4996871878e+03
1.0702514006e+07	9.8915245589e-01	4.5118419408e+03
1.0702514006e+07	9.8914951419e-01	4.5203917083e+03
1.0702514006e+07	9.8914660058e-01	4.5255699609e+03
1.0702514006e+07	9.8914370455e-01	4.5286344989e+03
1.0702514006e+07	9.8914081930e-01	4.5306155194e+03
1.0702514006e+07	9.8913793947e-01	4.5320405298e+03
1.0702514006e+07	9.8913506299e-01	4.5332087808e+03
1.0702514006e+07	9.8913218900e-01	4.5342360969e+03
1.0702514006e+07	9.8912931961e-01	4.5352397393e+03
1.0702514006e+07	9.8912645214e-01	4.5361733491e+03
1.0702514006e+07	9.8912358649e-01	4.5370550949e+03
1.0702514006e+07	9.8912072273e-01	4.5378942726e+03
1.0702514006e+07	9.8911786421e-01	4.5387519289e+03
1.0702514006e+07	9.8911500886e-01	4.5395610034e+03
1.0702514006e+07	9.8911215808e-01	4.5403056242e+03
1.0702514006e+07	9.8910931564e-01	4.5409636901e+03
1.0702514006e+07	9.8910649036e-01	4.5414745524e+03
1.0702514006e+07	9.8910369112e-01	4.5416458870e+03
1.0702514006e+07	9.8910129136e-01	4.5412934593e+03
1.0702514006e+07	9.8909921665e-01	4.5402364490e+03
1.0702514006e+07	9.8909739123e-01	4.5381163218e+03
1.0702514006e+07	9.8909574796e-01	4.5343355349e+03
1.0702514006e+07	9.8909433992e-01	4.5279270431e+03
1.0702514006e+07	9.8909327547e-01	4.5173345913e+03
1.0702514006e+07	9.8909286874e-01	4.5000973918e+03
1.0702514006e+07	9.8909552949e-01	4.4983190169e+03
1.0702514006e+07	9.8909819954e-01	4.4983030687e+03
1.0702514006e+07	9.8910087221e-01	4.4982854738e+03
1.0702514006e+07	9.8910354855e-01	4.4982676475e+03
1.0702514006e+07	9.8910623412e-01	4.4982501546e+03
1.0702514006e+07	9.8910892252e-01	4.4982323975e+03
1.0702514006e+07	9.8911161395e-01	4.4982143342e+03
1.0702514006e+07	9.8911431232e-01	4.4981964634e+03
1.0702514006e+07	9.8911701606e-01	4.4981785735e+03
1.0702514006e+07	9.8911972297e-01	4.4981604327e+03
1.0702514006e+07	9.8912243324e-01	4.4981420342e+03
1.0702514006e+07	9.8912515126e-01	4.4981239658e+03
1.0702514006e+07	9.8912787328e-01	4.4981057700e+03
1.0702514006e+07	9.8913059874e-01	4.4980873091e+03
1.0702514006e+07	9.8913332781e-01	4.4980685944e+03
1.0702514006e+07	9.8913606382e-01	4.4980502367e+03
1.0702514006e+07	9.8913880410e-01	4.4980317510e+03
1.0702514006e+07	9.8914154805e-01	4.4980130514e+03
1.0702514006e+07	9.8914429586e-01	4.4979940811e+03
1.0702514006e+07	9.8914704901e-01	4.4979752264e+03
1.0702514006e+07	9.8914980754e-01	4.4979565502e+03
1.0702514006e+07	9.8915256991e-01	4.4979376113e+03
1.0702514006e+07	9.8915533626e-01	4.4979184730e+03
1.0702514006e+07	9.8915810674e-01	4.4978990766e+03
1.0702514006e+07	9.8915906378e-01	4.4978413509e+03
1.0702514006e+07	9.8922008896e-01	4.4976011508e+03
1.0702514006e+07	9.8929368556e-01	4.4973214821e+03
1.0702514006e+07	9.8936712962e-01	4.4970407573e+03
1.0702514006e+07	9.8944042227e-01	4.4967589757e+03
1.0702514006e+07	9.8951357316e-01	4.4964763318e+03
1.0702514006e+07	9.8958655953e-01	4.4961934332e+03
1.0702514006e+07	9.8965937858e-01	4.4959112875e+03
1.0702514006e+07	9.8973204106e-01	4.4956341133e+03
1.0702514006e+07	9.8980459166e-01	4.4953638891e+03
1.0702514006e+07	9.8987718448e-01	4.4951031755e+03
1.0702514006e+07	9.8995000049e-01	4.4948585930e+03
1.0702514006e+07	9.9002123436e-01	4.4946539681e+03
1.0702514006e+07	9.9007950859e-01	4.4945474859e+03
1.0702514006e+07	9.9012823376e-01	4.4945593333e+03
1.0702514006e+07	9.9017311730e-01	4.4947537692e+03
1.0702514006e+07	9.9022062643e-01	4.4953692713e+03
1.0702514006e+07	9.9028255435e-01	4.4974952369e+03
1.0702514006e+07	9.9035356930e-01	4.5048438731e+03
1.0702514006e+07	9.9035203243e-01	4.5799845454e+03
1.0702514006e+07	9.9027544077e-01	4.6636993328e+03
1.0702514006e+07	9.9020081696e-01	4.7197063927e+03
1.0702514006e+07	9.9012721720e-01	4.7600905494e+03
1.0702514006e+07	9.9005388296e-01	4.7929183545e+03
1.0702514006e+07	9.8998049030e-01	4.8220759583e+03
1.0702514006e+07	9.8990698215e-01	4.8481320091e+03
1.0702514006e+07	9.8983341216e-01	4.8709381630e+03
1.0702514006e+07	9.8975984891e-01	4.8904245914e+03
1.0702514006e+07	9.8968633808e-01	4.9068467372e+03
1.0702514006e+07	9.8961288518e-01	4.9207060424e+03
1.0702514006e+07	9.8953941284e-01	4.9326583052e+03
1.0702514006e+07	9.8946594104e-01	4.9433906214e+03
1.0702514006e+07	9.8939230823e-01	4.9534665314e+03
1.0702514006e+07	9.8931831944e-01	4.9630290351e+03
1.0702514006e+07	9.8924391982e-01	4.9719913225e+03
1.0702514006e+07	9.8916923717e-01	4.9797598835e+03
1.0702514006e+07	9.8913841349e-01	4.9858259714e+03
1.0702514006e+07	9.8913470874e-01	4.9892210636e+03
1.0702514006e+07	9.8913170422e-01	4.9900538938e+03
1.0702514006e+07	9.8912869232e-01	4.9908279864e+03
1.0702514006e+07	9.8912567879e-01	4.9914769140e+03
1.0702514006e+07	9.8912267609e-01	4.9917947836e+03
1.0702514006e+07	9.8911984872e-01	4.9911946295e+03
1.0702514006e+07	9.8911701804e-01	4.9887413016e+03
1.0702514006e+07	9.8911438317e-01	4.9833399894e+03
1.0702514006e+07	9.8911200868e-01	4.9740550725e+03
1.0702514006e+07	9.8911031739e-01	4.9620846078e+03
1.0702514006e+07	9.8910903498e-01	4.9481098099e+03
1.0702514006e+07	9.8910804710e-01	4.9323935237e+03
1.0702514006e+07	9.8910730155e-01	4.9151396096e+03
1.0702514006e+07	9.8910676671e-01	4.8964992520e+03
1.0702514006e+07	9.8910642550e-01	4.8766184078e+03
1.0702514006e+07	9.8910634639e-01	4.8556112655e+03
1.0702514006e+07	9.8910643015e-01	4.8336347560e+03
1.0702514006e+07	9.8910665238e-01	4.8107650109e+03
1.0702514006e+07	9.8910700394e-01	4.7872258706e+03
1.0702514006e+07	9.8910747620e-01	4.7630954372e+03
1.0702514006e+07	9.8910807471e-01	4.7383291524e+03
1.0702514006e+07	9.8910877929e-01	4.7129737644e+03
1.0702514006e+07	9.8910957785e-01	4.6871332040e+03
1.0702514006e+07	9.8911046699e-01	4.6608194001e+03
1.0702514006e+07	9.8911146506e-01	4.6341062229e+03
1.0702514006e+07	9.8911257412e-01	4.6070168524e+03
1.0702514006e+07	9.8911375325e-01	4.5795990890e+03
1.0702514006e+07	9.8911499677e-01	4.5519013407e+03
1.0702514006e+07	9.8911630019e-01	4.5239576243e+03
1.0698653158e+07	9.8911766001e-01	4.4961202841e+03
1.0698653158e+07	9.8873966573e-01	4.4907058875e+03
1.0698653158e+07	9.8867279257e-01	4.4909014625e+03
1.0698653158e+07	9.8860566961e-01	4.4910107027e+03
1.0698653158e+07	9.8853830681e-01	4.4910737210e+03
1.0698653158e+07	9.8847070748e-01	4.4914229786e+03
1.0698653158e+07	9.8840287220e-01	4.4921433957e+03
1.0698653158e+07	9.8833480040e-01	4.4931836024e+03
1.0698653158e+07	9.8826649272e-01	4.4944763172e+03
1.0698653158e+07	9.8819794696e-01	4.4959671709e+03
1.0698653158e+07	9.8812916214e-01	4.4976161933e+03
1.0698653158e+07	9.8806013809e-01	4.4993944330e+03
1.0698653158e+07	9.8799087356e-01	4.5012807339e+03
1.0698653158e+07	9.8792136804e-01	4.5032592977e+03
1.0698653158e+07	9.8785161885e-01	4.5053181321e+03
1.0698653158e+07	9.8778162504e-01	4.5074478377e+03
1.0698653158e+07	9.8771138653e-01	4.5096408796e+03
1.0698653158e+07	9.8764090158e-01	4.5118911552e+03
1.0698653158e+07	9.8757017000e-01	4.5141935333e+03
1.0698653158e+07	9.8749918958e-01	4.5165437156e+03
1.0698653158e+07	9.8742795785e-01	4.5189379966e+03
1.0698653158e+07	9.8735647601e-01	4.5213729929e+03
1.0698653158e+07	9.8728474158e-01	4.5238457897e+03
1.0698653158e+07	9.8721275326e-01	4.5263536989e+03
1.0698653158e+07	9.8714050723e-01	4.5288943365e+03
1.0698653158e+07	9.8706800556e-01	4.5314652816e+03
1.0698653158e+07	9.8699524783e-01	4.5340643434e+03
1.0698653158e+07	9.8692222949e-01	4.5366896125e+03
1.0698653158e+07	9.8684895228e-01	4.5393390848e+03
1.0698653158e+07	9.8677541330e-01	4.5420110698e+03
1.0698653158e+07	9.8670161119e-01	4.5447039999e+03
1.0698653158e+07	9.8662754459e-01	4.5474165359e+03
1.0698653158e+07	9.8655320840e-01	4.5501477742e+03
1.0698653158e+07	9.8647860856e-01	4.5528967960e+03
1.0698653158e+07	9.8640373800e-01	4.5556636702e+03
1.0698653158e+07	9.8632859909e-01	4.5584487649e+03
1.0698653158e+07	9.8625318627e-01	4.5612535378e+03
1.0698653158e+07	9.8617749999e-01	4.5640802040e+03
1.0698653158e+07	9.8610154074e-01	4.5669321145e+03
1.0698653158e+07	9.8602530117e-01	4.5698142201e+03
1.0698653158e+07	9.8594878655e-01	4.5727324131e+03
1.0698653158e+07	9.8587198922e-01	4.5756945927e+03
1.0698653158e+07	9.8579491006e-01	4.5787098626e+03
1.0698653158e+07	9.8571754701e-01	4.5817889161e+03
1.0698653158e+07	9.8563989686e-01	4.5849438642e+03
1.0698653158e+07	9.8556195852e-01	4.5881879111e+03
1.0698653158e+07	9.8548373065e-01	4.5915352219e+03
1.0698653158e+07	9.8540521016e-01	4.5950007078e+03
1.0698653158e+07	9.8532639807e-01	4.5985994621e+03
1.0698653158e+07	9.8524728803e-01	4.6023469582e+03
1.0698653158e+07	9.8516788065e-01	4.6062580418e+03
1.0698653158e+07	9.8508817645e-01	4.6103468485e+03
1.0698653158e+07	9.8500816954e-01	4.6146267338e+03
1.0698653158e+07	9.8492786084e-01	4.6191091409e+03
1.0698653158e+07	9.8484725051e-01	4.6238035169e+03
1.0698653158e+07	9.8476633525e-01	4.6287170622e+03
1.0698653158e+07	9.8468511368e-01	4.6338540506e+03
1.0698653158e+07	9.8460358442e-01	4.6392157078e+03
1.0698653158e+07	9.8452174464e-01	4.6448001906e+03
1.0698653158e+07	9.8443959216e-01	4.6506025388e+03
1.0698653158e+07	9.8435713133e-01	4.6566144377e+03
1.0698653158e+07	9.8427435536e-01	4.6628258821e+03
1.0698653158e+07	9.8419126622e-01	4.6692241906e+03
1.0698653158e+07	9.8410786065e-01	4.6757955457e+03
1.0698653158e+07	9.8402413468e-01	4.6825251925e+03
1.0698653158e+07	9.8394009153e-01	4.6893972755e+03
1.0698653158e+07	9.8385572715e-01	4.6963964301e+03
1.0698653158e+07	9.8377103990e-01	4.7035073716e+03
1.0698653158e+07	9.8368602664e-01	4.7107154883e+03
1.0698653158e+07	9.8360068712e-01	4.7180066789e+03
1.0698653158e+07	9.8351501900e-01	4.7253679035e+03
1.0698653158e+07	9.8342902171e-01	4.7327869277e+03
1.0698653158e+07	9.8334269414e-01	4.7402525424e+03
1.0698653158e+07	9.8325603325e-01	4.7477546735e+03
1.0698653158e+07	9.8316903724e-01	4.7552840641e+03
1.0698653158e+07	9.8308170431e-01	4.7628323183e+03
1.0698653158e+07	9.8299403269e-01	4.7703918320e+03
1.0698653158e+07	9.8290601875e-01	4.7779558813e+03
1.0698653158e+07	9.8281766418e-01	4.7855180412e+03
1.0698653158e+07	9.8272896416e-01	4.7930743138e+03
1.0698653158e+07	9.8263991698e-01	4.8006350993e+03
1.0698653158e+07	9.8255051561e-01	4.8083649032e+03
1.0698653158e+07	9.8246069455e-01	4.8181335553e+03
1.0698653158e+07	9.8245218459e-01	4.8474608583e+03
1.0698653158e+07	9.8244819986e-01	4.8772546403e+03
1.0698653158e+07	9.8244459940e-01	4.8909156637e+03
1.0698653158e+07	9.8244105599e-01	4.9005689064e+03
1.0698653158e+07	9.8243755776e-01	4.9064372705e+03
1.0698653158e+07	9.8243408724e-01	4.9099030805e+03
1.0698653158e+07	9.8243063247e-01	4.9121133809e+03
1.0698653158e+07	9.8242718663e-01	4.9136861673e+03
1.0698653158e+07	9.8242374641e-01	4.9149692682e+03
1.0698653158e+07	9.8242031058e-01	4.9160993032e+03
1.0698653158e+07	9.8241687986e-01	4.9171985654e+03
1.0698653158e+07	9.8241345374e-01	4.9182208042e+03
1.0698653158e+07	9.8241003323e-01	4.9191860213e+03
1.0698653158e+07	9.8240662064e-01	4.9201078718e+03
1.0698653158e+07	9.8240322345e-01	4.9210457190e+03
1.0698653158e+07	9.8239984920e-01	4.9219274075e+03
1.0698653158e+07	9.8239651517e-01	4.9227340679e+03
1.0698653158e+07	9.8239325883e-01	4.9234409264e+03
1.0698653158e+07	9.8239016229e-01	4.9239608902e+03
1.0698653158e+07	9.8238735329e-01	4.9240688718e+03
1.0698653158e+07	9.8238532573e-01	4.9235539546e+03
1.0698653158e+07	9.8238418191e-01	4.9221940390e+03
1.0698653158e+07	9.8238375828e-01	4.9196105748e+03
1.0698653158e+07	9.8238383004e-01	4.9152016142e+03
1.0698653158e+07	9.8238431289e-01	4.9079893124e+03
1.0698653158e+07	9.8238527341e-01	4.8963960723e+03
1.0698653158e+07	9.8238693492e-01	4.8778624738e+03
1.0698653158e+07	9.8238966427e-01	4.8483281999e+03
1.0698653158e+07	9.8239297133e-01	4.8130508375e+03
1.0698653158e+07	9.8239629054e-01	4.7784570231e+03
1.0698653158e+07	9.8239961791e-01	4.7440981178e+03
1.0698653158e+07	9.8240296412e-01	4.7099749811e+03
1.0698653158e+07	9.8240633098e-01	4.6761000485e+03
1.0698653158e+07	9.8240970804e-01	4.6424422203e+03
1.0698653158e+07	9.8241309456e-01	4.6089936860e+03
1.0698653158e+07	9.8241649172e-01	4.5757314428e+03
1.0698653158e+07	9.8241989295e-01	4.5426960766e+03
1.0698653158e+07	9.8242330168e-01	4.5098471715e+03
1.0698653158e+07	9.8242671596e-01	4.4771891145e+03
1.0692649190e+07	9.8243013625e-01	4.4452229601e+03
1.0692649190e+07	9.8303136611e-01	4.4416253529e+03
1.0692649190e+07	9.8296642523e-01	4.4418242647e+03
1.0692649190e+07	9.8290121835e-01	4.4420173531e+03
1.0692649190e+07	9.8283576460e-01	4.4421013879e+03
1.0692649190e+07	9.8277007250e-01	4.4420989787e+03
1.0692649190e+07	9.8270414663e-01	4.4423254943e+03
1.0692649190e+07	9.8263798808e-01	4.4429405459e+03
1.0692649190e+07	9.8257159717e-01	4.4439385454e+03
1.0692649190e+07	9.8250497429e-01	4.4452597228e+03
1.0692649190e+07	9.8243811824e-01	4.4468408986e+03
1.0692649190e+07	9.8237102824e-01	4.4486294330e+03
1.0692649190e+07	9.8230370198e-01	4.4505845856e+03
1.0692649190e+07	9.8223614043e-01	4.4526753845e+03
1.0692649190e+07	9.8216834158e-01	4.4548784508e+03
1.0692649190e+07	9.8210030619e-01	4.4571758523e+03
1.0692649190e+07	9.8203203070e-01	4.4595538518e+03
1.0692649190e+07	9.8196351616e-01	4.4620015208e+03
1.0692649190e+07	9.8189476032e-01	4.4645102280e+03
1.0692649190e+07	9.8182576203e-01	4.4670729261e+03
1.0692649190e+07	9.8175651873e-01	4.4696838311e+03
1.0692649190e+07	9.8168703052e-01	4.4723379782e+03
1.0692649190e+07	9.8161729762e-01	4.4750310923e+03
1.0692649190e+07	9.8154731588e-01	4.4777596045e+03
1.0692649190e+07	9.8147708460e-01	4.4805202417e+03
1.0692649190e+07	9.8140660604e-01	4.4833099565e+03
1.0692649190e+07	9.8133587641e-01	4.4861262348e+03
1.0692649190e+07	9.8126489139e-01	4.4889668601e+03
1.0692649190e+07	9.8119365400e-01	4.4918295938e+03
1.0692649190e+07	9.8112216025e-01	4.4947127780e+03
1.0692649190e+07	9.8105041336e-01	4.4976148169e+03
1.0692649190e+07	9.8097840880e-01	4.5005348580e+03
1.0692649190e+07	9.8090614513e-01	4.5034724609e+03
1.0692649190e+07	9.8083361817e-01	4.5064279685e+03
1.0692649190e+07	9.8076082970e-01	4.5094022983e+03
1.0692649190e+07	9.8068777972e-01	4.5123974347e+03
1.0692649190e+07	9.8061446440e-01	4.5154166917e+03
1.0692649190e+07	9.8054088203e-01	4.5184646334e+03
1.0692649190e+07	9.8046702842e-01	4.5215474022e+03
1.0692649190e+07	9.8039290399e-01	4.5246725307e+03
1.0692649190e+07	9.8031850553e-01	4.5278493075e+03
1.0692649190e+07	9.8024383598e-01	4.5310883353e+03
1.0692649190e+07	9.8016888964e-01	4.5344020456e+03
1.0692649190e+07	9.8009366440e-01	4.5378039852e+03
1.0692649190e+07	9.8001815828e-01	4.5413087107e+03
1.0692649190e+07	9.7994236930e-01	4.5449314896e+03
1.0692649190e+07	9.7986629560e-01	4.5486879455e+03
1.0692649190e+07	9.7978993535e-01	4.5525936831e+03
1.0692649190e+07	9.7971328406e-01	4.5566640319e+03
1.0692649190e+07	9.7963634588e-01	4.5609129972e+03
1.0692649190e+07	9.7955911424e-01	4.5653538371e+03
1.0692649190e+07	9.7948158844e-01	4.5699976928e+03
1.0692649190e+07	9.7940377042e-01	4.5748532536e+03
1.0692649190e+07	9.7932565960e-01	4.5799266407e+03
1.0692649190e+07	9.7924724941e-01	4.5852213603e+03
1.0692649190e+07	9.7916854483e-01	4.5907369296e+03
1.0692649190e+07	9.7908953915e-01	4.5964704148e+03
1.0692649190e+07	9.7901023404e-01	4.6024152086e+03
1.0692649190e+07	9.7893062725e-01	4.6085621801e+03
1.0692649190e+07	9.7885072036e-01	4.6148995593e+03
1.0692649190e+07	9.7877050784e-01	4.6214142998e+03
1.0692649190e+07	9.7868998985e-01	4.6280916182e+03
