Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
284	 0.0039879304	 4799.6763	 3.4786352e-07	 30.139558	 1186.1017	 Fe hcp (Smith)
287	 0.0042332619	 4799.6659	 4.1609393e-07	 30.139535	 1186.1011	 Fe hcp (Smith)
290	 0.0044936858	 4799.6541	 4.9770713e-07	 30.139508	 1186.1005	 Fe hcp (Smith)
292	 0.0046761426	 4799.6455	 5.6082689e-07	 30.139489	 1186.1	 Fe hcp (Smith)
294	 0.0048660077	 4799.6361	 6.3195155e-07	 30.139468	 1186.0995	 Fe hcp (Smith)
296	 0.0050635819	 4799.626	 7.120963e-07	 30.139446	 1186.099	 Fe hcp (Smith)
298	 0.0052691782	 4799.615	 8.0240505e-07	 30.139421	 1186.0984	 Fe hcp (Smith)
300	 0.0054831223	 4799.6031	 9.0416682e-07	 30.139395	 1186.0978	 Fe hcp (Smith)
302	 0.0057057532	 4799.5903	 1.0188341e-06	 30.139366	 1186.0971	 Fe hcp (Smith)
304	 0.0059374235	 4799.5763	 1.1480435e-06	 30.139335	 1186.0963	 Fe hcp (Smith)
306	 0.0061785004	 4799.5612	 1.2936393e-06	 30.139301	 1186.0955	 Fe hcp (Smith)
308	 0.0064293657	 4799.5449	 1.4576995e-06	 30.139264	 1186.0946	 Fe hcp (Smith)
310	 0.0066904168	 4799.5272	 1.642566e-06	 30.139225	 1186.0937	 Fe hcp (Smith)
312	 0.0069620675	 4799.5081	 1.8508772e-06	 30.139182	 1186.0926	 Fe hcp (Smith)
314	 0.0072447479	 4799.4873	 2.0856064e-06	 30.139136	 1186.0915	 Fe hcp (Smith)
316	 0.007538906	 4799.4649	 2.350104e-06	 30.139086	 1186.0903	 Fe hcp (Smith)
318	 0.0078450079	 4799.4405	 2.648145e-06	 30.139031	 1186.089	 Fe hcp (Smith)
320	 0.0081635383	 4799.4142	 2.9839835e-06	 30.138973	 1186.0876	 Fe hcp (Smith)
322	 0.0084950021	 4799.3857	 3.3624128e-06	 30.138909	 1186.086	 Fe hcp (Smith)
324	 0.0088399243	 4799.3548	 3.7888342e-06	 30.13884	 1186.0844	 Fe hcp (Smith)
326	 0.0091988514	 4799.3214	 4.269334e-06	 30.138765	 1186.0826	 Fe hcp (Smith)
327	 0.0093837436	 4799.3036	 4.5319736e-06	 30.138725	 1186.0816	 Fe hcp (Smith)
328	 0.009572352	 4799.2851	 4.8107701e-06	 30.138684	 1186.0806	 Fe hcp (Smith)
329	 0.0097647514	 4799.2659	 5.1067174e-06	 30.138641	 1186.0796	 Fe hcp (Smith)
330	 0.0099610179	 4799.2459	 5.4208704e-06	 30.138597	 1186.0785	 Fe hcp (Smith)
331	 0.010161229	 4799.2251	 5.7543492e-06	 30.13855	 1186.0774	 Fe hcp (Smith)
332	 0.010365465	 4799.2035	 6.1083426e-06	 30.138502	 1186.0762	 Fe hcp (Smith)
333	 0.010573805	 4799.1809	 6.4841126e-06	 30.138451	 1186.075	 Fe hcp (Smith)
334	 0.010786334	 4799.1575	 6.8829987e-06	 30.138399	 1186.0737	 Fe hcp (Smith)
335	 0.011003133	 4799.1331	 7.306423e-06	 30.138345	 1186.0724	 Fe hcp (Smith)
336	 0.011224291	 4799.1077	 7.755895e-06	 30.138288	 1186.0711	 Fe hcp (Smith)
337	 0.011449893	 4799.0813	 8.233017e-06	 30.138229	 1186.0696	 Fe hcp (Smith)
338	 0.01168003	 4799.0538	 8.7394898e-06	 30.138167	 1186.0681	 Fe hcp (Smith)
339	 0.011914793	 4799.0252	 9.277119e-06	 30.138104	 1186.0666	 Fe hcp (Smith)
340	 0.012154275	 4798.9954	 9.8478213e-06	 30.138037	 1186.065	 Fe hcp (Smith)
341	 0.012398569	 4798.9644	 1.0453631e-05	 30.137968	 1186.0633	 Fe hcp (Smith)
342	 0.012647775	 4798.9322	 1.1096708e-05	 30.137896	 1186.0616	 Fe hcp (Smith)
343	 0.012901989	 4798.8986	 1.1779344e-05	 30.137821	 1186.0598	 Fe hcp (Smith)
344	 0.013161312	 4798.8637	 1.2503974e-05	 30.137743	 1186.0579	 Fe hcp (Smith)
345	 0.013425848	 4798.8274	 1.3273179e-05	 30.137662	 1186.0559	 Fe hcp (Smith)
346	 0.013695701	 4798.7896	 1.4089703e-05	 30.137577	 1186.0539	 Fe hcp (Smith)
347	 0.013970978	 4798.7503	 1.4956456e-05	 30.13749	 1186.0518	 Fe hcp (Smith)
348	 0.014251788	 4798.7093	 1.5876528e-05	 30.137398	 1186.0496	 Fe hcp (Smith)
349	 0.014538242	 4798.6668	 1.6853198e-05	 30.137303	 1186.0473	 Fe hcp (Smith)
350	 0.014830453	 4798.6224	 1.7889949e-05	 30.137204	 1186.0449	 Fe hcp (Smith)
351	 0.015128538	 4798.5763	 1.8990475e-05	 30.137101	 1186.0424	 Fe hcp (Smith)
352	 0.015432615	 4798.5283	 2.01587e-05	 30.136994	 1186.0398	 Fe hcp (Smith)
353	 0.015742803	 4798.4784	 2.1398789e-05	 30.136882	 1186.0371	 Fe hcp (Smith)
354	 0.016059226	 4798.4264	 2.2715162e-05	 30.136766	 1186.0343	 Fe hcp (Smith)
355	 0.016382008	 4798.3723	 2.411251e-05	 30.136645	 1186.0314	 Fe hcp (Smith)
356	 0.016711279	 4798.3161	 2.5595816e-05	 30.13652	 1186.0284	 Fe hcp (Smith)
357	 0.017047168	 4798.2575	 2.7170366e-05	 30.136389	 1186.0252	 Fe hcp (Smith)
358	 0.017389808	 4798.1966	 2.8841773e-05	 30.136253	 1186.0219	 Fe hcp (Smith)
359	 0.017739335	 4798.1331	 3.0615995e-05	 30.136111	 1186.0185	 Fe hcp (Smith)
360	 0.018095888	 4798.0672	 3.2499357e-05	 30.135964	 1186.0149	 Fe hcp (Smith)
361	 0.018459607	 4797.9985	 3.449857e-05	 30.13581	 1186.0112	 Fe hcp (Smith)
362	 0.018830636	 4797.927	 3.6620762e-05	 30.135651	 1186.0074	 Fe hcp (Smith)
363	 0.019209124	 4797.8527	 3.8873496e-05	 30.135485	 1186.0034	 Fe hcp (Smith)
364	 0.019595218	 4797.7753	 4.1264803e-05	 30.135312	 1185.9992	 Fe hcp (Smith)
365	 0.019989073	 4797.6948	 4.3803206e-05	 30.135132	 1185.9949	 Fe hcp (Smith)
366	 0.020390845	 4797.611	 4.6497752e-05	 30.134945	 1185.9903	 Fe hcp (Smith)
367	 0.020800692	 4797.5239	 4.9358046e-05	 30.13475	 1185.9856	 Fe hcp (Smith)
368	 0.021218777	 4797.4331	 5.2394282e-05	 30.134547	 1185.9807	 Fe hcp (Smith)
369	 0.021645265	 4797.3387	 5.5617282e-05	 30.134336	 1185.9757	 Fe hcp (Smith)
370	 0.022080326	 4797.2405	 5.9038534e-05	 30.134117	 1185.9704	 Fe hcp (Smith)
371	 0.022524131	 4797.1383	 6.2670231e-05	 30.133889	 1185.9648	 Fe hcp (Smith)
372	 0.022976857	 4797.0319	 6.6525316e-05	 30.133651	 1185.9591	 Fe hcp (Smith)
373	 0.023438682	 4796.9212	 7.061753e-05	 30.133404	 1185.9531	 Fe hcp (Smith)
374	 0.02390979	 4796.8061	 7.4961457e-05	 30.133146	 1185.9469	 Fe hcp (Smith)
375	 0.024390367	 4796.6862	 7.9572579e-05	 30.132878	 1185.9405	 Fe hcp (Smith)
376	 0.024880604	 4796.5615	 8.4467328e-05	 30.1326	 1185.9337	 Fe hcp (Smith)
377	 0.025380694	 4796.4317	 8.966315e-05	 30.13231	 1185.9267	 Fe hcp (Smith)
378	 0.025890836	 4796.2966	 9.517856e-05	 30.132008	 1185.9194	 Fe hcp (Smith)
379	 0.026411232	 4796.1561	 0.00010103321	 30.131694	 1185.9119	 Fe hcp (Smith)
380	 0.026942088	 4796.0099	 0.00010724798	 30.131367	 1185.904	 Fe hcp (Smith)
381	 0.027483614	 4795.8577	 0.00011384499	 30.131027	 1185.8958	 Fe hcp (Smith)
382	 0.028036025	 4795.6994	 0.00012084778	 30.130674	 1185.8872	 Fe hcp (Smith)
383	 0.028599539	 4795.5346	 0.00012828128	 30.130305	 1185.8783	 Fe hcp (Smith)
384	 0.02917438	 4795.3632	 0.00013617198	 30.129922	 1185.8691	 Fe hcp (Smith)
385	 0.029760775	 4795.1847	 0.00014454801	 30.129524	 1185.8594	 Fe hcp (Smith)
386	 0.030358956	 4794.9991	 0.00015343921	 30.129109	 1185.8494	 Fe hcp (Smith)
387	 0.030969162	 4794.8059	 0.00016287725	 30.128677	 1185.839	 Fe hcp (Smith)
388	 0.031591632	 4794.6049	 0.00017289578	 30.128228	 1185.8282	 Fe hcp (Smith)
389	 0.032226614	 4794.3957	 0.00018353048	 30.12776	 1185.8169	 Fe hcp (Smith)
390	 0.032874359	 4794.178	 0.00019481924	 30.127274	 1185.8051	 Fe hcp (Smith)
391	 0.033535124	 4793.9515	 0.00020680229	 30.126768	 1185.7929	 Fe hcp (Smith)
392	 0.034209171	 4793.7158	 0.00021952231	 30.126241	 1185.7802	 Fe hcp (Smith)
393	 0.034896766	 4793.4705	 0.00023302463	 30.125693	 1185.7669	 Fe hcp (Smith)
394	 0.035598182	 4793.2153	 0.00024735734	 30.125122	 1185.7532	 Fe hcp (Smith)
395	 0.036313697	 4792.9498	 0.00026257151	 30.124529	 1185.7388	 Fe hcp (Smith)
396	 0.037043593	 4792.6734	 0.00027872132	 30.123911	 1185.7239	 Fe hcp (Smith)
397	 0.037788161	 4792.3859	 0.00029586431	 30.123269	 1185.7084	 Fe hcp (Smith)
398	 0.038547695	 4792.0867	 0.00031406155	 30.1226	 1185.6922	 Fe hcp (Smith)
399	 0.039322496	 4791.7753	 0.00033337785	 30.121904	 1185.6754	 Fe hcp (Smith)
400	 0.04011287	 4791.4513	 0.000353882	 30.121179	 1185.6579	 Fe hcp (Smith)
401	 0.040919132	 4791.1142	 0.00037564704	 30.120426	 1185.6397	 Fe hcp (Smith)
402	 0.0417416	 4790.7634	 0.00039875048	 30.119642	 1185.6208	 Fe hcp (Smith)
403	 0.0425806	 4790.3984	 0.00042327461	 30.118826	 1185.601	 Fe hcp (Smith)
404	 0.043436464	 4790.0185	 0.00044930675	 30.117976	 1185.5805	 Fe hcp (Smith)
405	 0.044309532	 4789.6233	 0.00047693962	 30.117093	 1185.5592	 Fe hcp (Smith)
406	 0.045200149	 4789.212	 0.00050627159	 30.116173	 1185.537	 Fe hcp (Smith)
407	 0.046108669	 4788.7841	 0.00053740712	 30.115216	 1185.5138	 Fe hcp (Smith)
408	 0.04703545	 4788.3388	 0.00057045706	 30.11422	 1185.4898	 Fe hcp (Smith)
409	 0.04798086	 4787.8754	 0.00060553908	 30.113184	 1185.4647	 Fe hcp (Smith)
410	 0.048945274	 4787.3933	 0.00064277807	 30.112106	 1185.4387	 Fe hcp (Smith)
411	 0.049929073	 4786.8916	 0.0006823066	 30.110984	 1185.4116	 Fe hcp (Smith)
412	 0.050932648	 4786.3696	 0.00072426538	 30.109817	 1185.3833	 Fe hcp (Smith)
413	 0.051956396	 4785.8264	 0.00076880376	 30.108602	 1185.354	 Fe hcp (Smith)
414	 0.053000722	 4785.2612	 0.00081608025	 30.107337	 1185.3234	 Fe hcp (Smith)
415	 0.05406604	 4784.673	 0.00086626311	 30.106022	 1185.2916	 Fe hcp (Smith)
416	 0.055152773	 4784.0611	 0.00091953092	 30.104653	 1185.2585	 Fe hcp (Smith)
417	 0.05626135	 4783.4243	 0.00097607325	 30.103228	 1185.2241	 Fe hcp (Smith)
418	 0.057392212	 4782.7618	 0.0010360913	 30.101746	 1185.1882	 Fe hcp (Smith)
419	 0.058545805	 4782.0723	 0.0010997985	 30.100203	 1185.1509	 Fe hcp (Smith)
420	 0.059722587	 4781.355	 0.0011674216	 30.098598	 1185.1121	 Fe hcp (Smith)
421	 0.060923024	 4780.6086	 0.0012392011	 30.096927	 1185.0717	 Fe hcp (Smith)
422	 0.062147592	 4779.8319	 0.0013153924	 30.095189	 1185.0297	 Fe hcp (Smith)
423	 0.063396776	 4779.0238	 0.0013962663	 30.09338	 1184.9859	 Fe hcp (Smith)
424	 0.064671071	 4778.183	 0.0014821106	 30.091498	 1184.9404	 Fe hcp (Smith)
425	 0.065970981	 4777.3081	 0.0015732304	 30.08954	 1184.893	 Fe hcp (Smith)
426	 0.067297023	 4776.3978	 0.0016699498	 30.087502	 1184.8437	 Fe hcp (Smith)
427	 0.06864972	 4775.4506	 0.0017726125	 30.085381	 1184.7924	 Fe hcp (Smith)
428	 0.070029609	 4774.465	 0.0018815836	 30.083174	 1184.739	 Fe hcp (Smith)
429	 0.071437238	 4773.4396	 0.0019972502	 30.080877	 1184.6835	 Fe hcp (Smith)
430	 0.072873162	 4772.3727	 0.0021200235	 30.078488	 1184.6256	 Fe hcp (Smith)
431	 0.074337953	 4771.2625	 0.0022503397	 30.076001	 1184.5654	 Fe hcp (Smith)
432	 0.075832189	 4770.1075	 0.0023886618	 30.073413	 1184.5028	 Fe hcp (Smith)
433	 0.077356463	 4768.9057	 0.0025354812	 30.07072	 1184.4376	 Fe hcp (Smith)
434	 0.078911379	 4767.6553	 0.0026913192	 30.067918	 1184.3698	 Fe hcp (Smith)
435	 0.080497553	 4766.3543	 0.0028567294	 30.065003	 1184.2992	 Fe hcp (Smith)
436	 0.082115613	 4765.0008	 0.003032299	 30.061968	 1184.2257	 Fe hcp (Smith)
437	 0.083766202	 4763.5924	 0.0032186513	 30.058811	 1184.1492	 Fe hcp (Smith)
438	 0.085449972	 4762.1272	 0.0034164476	 30.055526	 1184.0696	 Fe hcp (Smith)
439	 0.087167591	 4760.6027	 0.0036263901	 30.052107	 1183.9868	 Fe hcp (Smith)
440	 0.088919739	 4759.0166	 0.0038492234	 30.04855	 1183.9006	 Fe hcp (Smith)
441	 0.090707112	 4757.3664	 0.0040857381	 30.044848	 1183.8109	 Fe hcp (Smith)
442	 0.092530417	 4755.6495	 0.0043367729	 30.040996	 1183.7175	 Fe hcp (Smith)
443	 0.094390376	 4753.8633	 0.0046032181	 30.036987	 1183.6203	 Fe hcp (Smith)
444	 0.096287728	 4752.005	 0.0048860181	 30.032816	 1183.5192	 Fe hcp (Smith)
445	 0.098223223	 4750.0716	 0.0051861751	 30.028476	 1183.4139	 Fe hcp (Smith)
446	 0.10019763	 4748.0602	 0.0055047528	 30.023959	 1183.3043	 Fe hcp (Smith)
447	 0.10221173	 4745.9677	 0.0058428796	 30.019259	 1183.1903	 Fe hcp (Smith)
448	 0.10426632	 4743.7907	 0.0062017529	 30.014369	 1183.0716	 Fe hcp (Smith)
449	 0.10636221	 4741.5259	 0.0065826432	 30.00928	 1182.9481	 Fe hcp (Smith)
450	 0.10850024	 4739.1698	 0.0069868988	 30.003984	 1182.8195	 Fe hcp (Smith)
451	 0.11068126	 4736.7187	 0.0074159498	 29.998474	 1182.6857	 Fe hcp (Smith)
452	 0.11290612	 4734.1688	 0.0078713138	 29.99274	 1182.5464	 Fe hcp (Smith)
453	 0.11517571	 4731.5163	 0.0083546011	 29.986773	 1182.4015	 Fe hcp (Smith)
454	 0.11749092	 4728.7568	 0.0088675197	 29.980565	 1182.2506	 Fe hcp (Smith)
455	 0.11985269	 4725.8864	 0.0094118821	 29.974104	 1182.0935	 Fe hcp (Smith)
456	 0.12226193	 4722.9003	 0.0099896109	 29.967381	 1181.93	 Fe hcp (Smith)
457	 0.12471961	 4719.7942	 0.010602746	 29.960386	 1181.7599	 Fe hcp (Smith)
458	 0.1272267	 4716.5631	 0.011253451	 29.953107	 1181.5828	 Fe hcp (Smith)
459	 0.12978419	 4713.2022	 0.011944021	 29.945532	 1181.3984	 Fe hcp (Smith)
460	 0.1323931	 4709.7062	 0.012676891	 29.937651	 1181.2065	 Fe hcp (Smith)
461	 0.13505445	 4706.0699	 0.013454645	 29.929449	 1181.0068	 Fe hcp (Smith)
462	 0.13776931	 4702.2875	 0.014280021	 29.920915	 1180.7988	 Fe hcp (Smith)
463	 0.14053875	 4698.3534	 0.015155926	 29.912035	 1180.5824	 Fe hcp (Smith)
464	 0.14336386	 4694.2614	 0.016085442	 29.902795	 1180.3571	 Fe hcp (Smith)
465	 0.14624576	 4690.0055	 0.017071837	 29.89318	 1180.1225	 Fe hcp (Smith)
466	 0.1491856	 4685.5791	 0.018118579	 29.883175	 1179.8783	 Fe hcp (Smith)
467	 0.15218453	 4680.9754	 0.019229344	 29.872764	 1179.6242	 Fe hcp (Smith)
468	 0.15524375	 4676.1875	 0.02040803	 29.861932	 1179.3595	 Fe hcp (Smith)
469	 0.15836447	 4671.2081	 0.021658774	 29.85066	 1179.0841	 Fe hcp (Smith)
470	 0.16154791	 4666.0297	 0.022985958	 29.838931	 1178.7973	 Fe hcp (Smith)
471	 0.16479534	 4660.6445	 0.024394232	 29.826727	 1178.4987	 Fe hcp (Smith)
472	 0.16810804	 4655.0443	 0.025888524	 29.814028	 1178.1879	 Fe hcp (Smith)
473	 0.17148733	 4649.2208	 0.02747406	 29.800815	 1177.8643	 Fe hcp (Smith)
474	 0.17493453	 4643.1652	 0.029156379	 29.787066	 1177.5274	 Fe hcp (Smith)
475	 0.178451	 4636.8685	 0.030941355	 29.77276	 1177.1766	 Fe hcp (Smith)
476	 0.18203815	 4630.3213	 0.032835213	 29.757875	 1176.8113	 Fe hcp (Smith)
477	 0.18569738	 4623.5138	 0.03484455	 29.742386	 1176.431	 Fe hcp (Smith)
478	 0.18943013	 4616.4359	 0.036976361	 29.72627	 1176.035	 Fe hcp (Smith)
479	 0.19323788	 4609.0772	 0.039238057	 29.709501	 1175.6227	 Fe hcp (Smith)
480	 0.19712213	 4601.4268	 0.041637491	 29.692054	 1175.1934	 Fe hcp (Smith)
481	 0.2010844	 4593.4735	 0.044182987	 29.673899	 1174.7463	 Fe hcp (Smith)
482	 0.20512627	 4585.2056	 0.046883361	 29.65501	 1174.2808	 Fe hcp (Smith)
483	 0.20924931	 4576.6111	 0.049747957	 29.635357	 1173.796	 Fe hcp (Smith)
484	 0.21345514	 4567.6773	 0.052786669	 29.614908	 1173.2912	 Fe hcp (Smith)
485	 0.21774543	 4558.3915	 0.056009981	 29.593631	 1172.7654	 Fe hcp (Smith)
486	 0.22212184	 4548.7402	 0.059428994	 29.571494	 1172.2178	 Fe hcp (Smith)
487	 0.2265861	 4538.7096	 0.063055465	 29.548462	 1171.6475	 Fe hcp (Smith)
488	 0.23113995	 4528.2852	 0.066901842	 29.524498	 1171.0536	 Fe hcp (Smith)
489	 0.23578517	 4517.4523	 0.070981306	 29.499565	 1170.435	 Fe hcp (Smith)
490	 0.24052357	 4506.1955	 0.075307808	 29.473625	 1169.7906	 Fe hcp (Smith)
491	 0.245357	 4494.4989	 0.079896117	 29.446636	 1169.1194	 Fe hcp (Smith)
492	 0.25028735	 4482.3463	 0.084761859	 29.418557	 1168.4203	 Fe hcp (Smith)
493	 0.25531651	 4469.7205	 0.089921572	 29.389345	 1167.692	 Fe hcp (Smith)
494	 0.26044645	 4456.6043	 0.09539275	 29.358953	 1166.9333	 Fe hcp (Smith)
495	 0.26567915	 4442.9794	 0.1011939	 29.327334	 1166.1429	 Fe hcp (Smith)
496	 0.27101661	 4428.8274	 0.10734458	 29.294441	 1165.3194	 Fe hcp (Smith)
497	 0.27646091	 4414.129	 0.1138655	 29.26022	 1164.4614	 Fe hcp (Smith)
498	 0.28201412	 4398.8645	 0.12077852	 29.22462	 1163.5675	 Fe hcp (Smith)
499	 0.28767836	 4383.0134	 0.12810676	 29.187586	 1162.6361	 Fe hcp (Smith)
500	 0.29345581	 4366.5548	 0.13587464	 29.149061	 1161.6655	 Fe hcp (Smith)
501	 0.29934864	 4349.4671	 0.14410798	 29.108985	 1160.6541	 Fe hcp (Smith)
502	 0.30535909	 4331.7281	 0.15283401	 29.067296	 1159.6001	 Fe hcp (Smith)
503	 0.31148942	 4313.315	 0.1620815	 29.023932	 1158.5016	 Fe hcp (Smith)
504	 0.31774192	 4294.2043	 0.17188083	 28.978825	 1157.3567	 Fe hcp (Smith)
505	 0.32411894	 4274.3721	 0.18226402	 28.931907	 1156.1634	 Fe hcp (Smith)
506	 0.33062282	 4253.7936	 0.19326486	 28.883106	 1154.9196	 Fe hcp (Smith)
507	 0.33725596	 4232.4436	 0.20491897	 28.832349	 1153.623	 Fe hcp (Smith)
508	 0.34402079	 4210.2964	 0.21726391	 28.779559	 1152.2714	 Fe hcp (Smith)
509	 0.35091977	 4187.3254	 0.23033922	 28.724655	 1150.8622	 Fe hcp (Smith)
510	 0.35795537	 4163.5037	 0.24418655	 28.667555	 1149.393	 Fe hcp (Smith)
511	 0.36513011	 4138.8038	 0.25884974	 28.608175	 1147.8611	 Fe hcp (Smith)
512	 0.37244653	 4113.1976	 0.27437489	 28.546425	 1146.2637	 Fe hcp (Smith)
513	 0.37990717	 4086.6567	 0.29081048	 28.482213	 1144.5979	 Fe hcp (Smith)
514	 0.38751462	 4059.1522	 0.30820746	 28.415445	 1142.8607	 Fe hcp (Smith)
515	 0.39527147	 4030.6546	 0.32661931	 28.346023	 1141.0488	 Fe hcp (Smith)
516	 0.40318034	 4001.1342	 0.34610217	 28.273844	 1139.1589	 Fe hcp (Smith)
517	 0.41124385	 3970.561	 0.36671488	 28.198803	 1137.1876	 Fe hcp (Smith)
518	 0.41946462	 3938.9049	 0.38851913	 28.120792	 1135.1311	 Fe hcp (Smith)
519	 0.42784529	 3906.1353	 0.41157948	 28.039699	 1132.9856	 Fe hcp (Smith)
520	 0.43638849	 3872.2218	 0.43596346	 27.955407	 1130.747	 Fe hcp (Smith)
521	 0.44509685	 3837.1338	 0.46174165	 27.867797	 1128.4112	 Fe hcp (Smith)
522	 0.45397297	 3800.841	 0.48898772	 27.776746	 1125.9737	 Fe hcp (Smith)
523	 0.46301946	 3763.3133	 0.51777851	 27.682127	 1123.4299	 Fe hcp (Smith)
524	 0.47223887	 3724.5206	 0.54819401	 27.583808	 1120.7749	 Fe hcp (Smith)
525	 0.48163375	 3684.4337	 0.58031746	 27.481654	 1118.0036	 Fe hcp (Smith)
526	 0.4912066	 3643.0238	 0.61423533	 27.375528	 1115.1107	 Fe hcp (Smith)
527	 0.50095986	 3600.2629	 0.65003728	 27.265285	 1112.0905	 Fe hcp (Smith)
528	 0.51089593	 3556.124	 0.68781618	 27.150781	 1108.9373	 Fe hcp (Smith)
529	 0.52101713	 3510.5811	 0.72766805	 27.031865	 1105.6447	 Fe hcp (Smith)
530	 0.5313257	 3463.6096	 0.76969194	 26.908382	 1102.2064	 Fe hcp (Smith)
531	 0.54182382	 3415.1865	 0.81398988	 26.780174	 1098.6156	 Fe hcp (Smith)
532	 0.55251354	 3365.2905	 0.8606667	 26.647081	 1094.865	 Fe hcp (Smith)
533	 0.56339681	 3313.9024	 0.9098299	 26.508936	 1090.9473	 Fe hcp (Smith)
534	 0.57447547	 3261.0051	 0.96158938	 26.365572	 1086.8546	 Fe hcp (Smith)
535	 0.58575121	 3206.5843	 1.0160572	 26.216815	 1082.5786	 Fe hcp (Smith)
536	 0.59722558	 3150.6283	 1.0733474	 26.062489	 1078.1107	 Fe hcp (Smith)
537	 0.60889998	 3093.1285	 1.1335754	 25.902416	 1073.4417	 Fe hcp (Smith)
538	 0.62077564	 3034.0798	 1.1968579	 25.736412	 1068.562	 Fe hcp (Smith)
539	 0.63285359	 2973.4807	 1.2633122	 25.564291	 1063.4615	 Fe hcp (Smith)
540	 0.64513469	 2911.3338	 1.3330559	 25.385865	 1058.1295	 Fe hcp (Smith)
541	 0.65761961	 2847.6459	 1.4062061	 25.200939	 1052.555	 Fe hcp (Smith)
542	 0.67030878	 2782.4284	 1.4828791	 25.009319	 1046.7259	 Fe hcp (Smith)
543	 0.68320244	 2715.6976	 1.5631896	 24.810803	 1040.6297	 Fe hcp (Smith)
544	 0.69630062	 2647.4749	 1.6472498	 24.605188	 1034.2532	 Fe hcp (Smith)
545	 0.7096031	 2577.7873	 1.7351691	 24.392266	 1027.5824	 Fe hcp (Smith)
546	 0.72310947	 2506.6672	 1.8270528	 24.171824	 1020.6023	 Fe hcp (Smith)
547	 0.73681911	 2434.1531	 1.9230016	 23.943644	 1013.2969	 Fe hcp (Smith)
548	 0.74755317	 2377.1843	 2	 23.761855	 1007.4176	 Fe hcp (Smith)
549	 0.75259782	 2350.4287	 2.0367648	 23.675683	 1004.6094	 Fe hcp (Smith)
550	 0.76876465	 2264.2844	 2.1569649	 23.394658	 995.37628	 Fe hcp (Smith)
551	 0.78446176	 2180.4467	 2.277165	 23.115669	 986.08105	 Fe hcp (Smith)
552	 0.79973384	 2098.7726	 2.3973651	 22.838353	 976.71177	 Fe hcp (Smith)
553	 0.81461991	 2019.136	 2.5175651	 22.562375	 967.25679	 Fe hcp (Smith)
554	 0.82915427	 1941.4242	 2.6377652	 22.287422	 957.7046	 Fe hcp (Smith)
555	 0.84336735	 1865.5369	 2.7579653	 22.013196	 948.04367	 Fe hcp (Smith)
556	 0.85728629	 1791.3838	 2.8781654	 21.739415	 938.26239	 Fe hcp (Smith)
557	 0.87093548	 1718.8833	 2.9983655	 21.465802	 928.34885	 Fe hcp (Smith)
558	 0.88397455	 1649.876	 3.1152869	 21.199559	 918.56718	 Fe hcp (Smith)
559	 0.89500761	 1591.7156	 3.2157727	 20.97048	 910.04236	 Fe hcp (Smith)
560	 0.89799264	 1576.0207	 3.2431984	 20.907893	 907.69561	 Fe hcp (Smith)
561	 0.89858833	 1572.8908	 3.2486836	 20.895372	 907.2252	 Fe hcp (Smith)
562	 0.89870742	 1572.2652	 3.2497806	 20.892867	 907.13108	 Fe hcp (Smith)
