Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
394	 0.03187078	 11537.297	 0.00024737547	 41.98449	 1570.3063	 Fe hcp (Smith)
395	 0.032511372	 11536.883	 0.00026259153	 41.983887	 1570.2961	 Fe hcp (Smith)
396	 0.03316484	 11536.453	 0.00027874344	 41.983259	 1570.2855	 Fe hcp (Smith)
397	 0.033831443	 11536.005	 0.00029588875	 41.982606	 1570.2744	 Fe hcp (Smith)
398	 0.034511445	 11535.539	 0.00031408855	 41.981927	 1570.2629	 Fe hcp (Smith)
399	 0.035205115	 11535.055	 0.00033340767	 41.98122	 1570.2509	 Fe hcp (Smith)
400	 0.035912728	 11534.55	 0.00035391495	 41.980484	 1570.2385	 Fe hcp (Smith)
401	 0.036634564	 11534.025	 0.00037568344	 41.979718	 1570.2255	 Fe hcp (Smith)
402	 0.03737091	 11533.479	 0.0003987907	 41.978921	 1570.212	 Fe hcp (Smith)
403	 0.038122056	 11532.911	 0.00042331904	 41.978092	 1570.1979	 Fe hcp (Smith)
404	 0.0388883	 11532.32	 0.00044935584	 41.97723	 1570.1833	 Fe hcp (Smith)
405	 0.039669946	 11531.704	 0.00047699384	 41.976332	 1570.1681	 Fe hcp (Smith)
406	 0.040467304	 11531.064	 0.00050633149	 41.975398	 1570.1522	 Fe hcp (Smith)
407	 0.041280688	 11530.398	 0.0005374733	 41.974425	 1570.1358	 Fe hcp (Smith)
408	 0.042110422	 11529.704	 0.00057053017	 41.973414	 1570.1186	 Fe hcp (Smith)
409	 0.042956834	 11528.983	 0.00060561985	 41.972361	 1570.1008	 Fe hcp (Smith)
410	 0.04382026	 11528.232	 0.00064286731	 41.971266	 1570.0822	 Fe hcp (Smith)
411	 0.044701041	 11527.451	 0.00068240519	 41.970126	 1570.0629	 Fe hcp (Smith)
412	 0.045599526	 11526.638	 0.00072437431	 41.96894	 1570.0428	 Fe hcp (Smith)
413	 0.046516071	 11525.792	 0.0007689241	 41.967705	 1570.0218	 Fe hcp (Smith)
414	 0.04745104	 11524.912	 0.0008162132	 41.966421	 1570	 Fe hcp (Smith)
415	 0.048404802	 11523.996	 0.00086641	 41.965084	 1569.9774	 Fe hcp (Smith)
416	 0.049377735	 11523.043	 0.00091969322	 41.963694	 1569.9538	 Fe hcp (Smith)
417	 0.050370225	 11522.052	 0.00097625256	 41.962246	 1569.9293	 Fe hcp (Smith)
418	 0.051382666	 11521.02	 0.0010362894	 41.96074	 1569.9037	 Fe hcp (Smith)
419	 0.052415457	 11519.946	 0.0011000174	 41.959173	 1569.8771	 Fe hcp (Smith)
420	 0.053469008	 11518.829	 0.0011676634	 41.957543	 1569.8495	 Fe hcp (Smith)
421	 0.054543737	 11517.667	 0.0012394683	 41.955846	 1569.8207	 Fe hcp (Smith)
422	 0.055640069	 11516.457	 0.0013156876	 41.95408	 1569.7907	 Fe hcp (Smith)
423	 0.056758439	 11515.199	 0.0013965925	 41.952243	 1569.7596	 Fe hcp (Smith)
424	 0.057899289	 11513.889	 0.001482471	 41.950331	 1569.7271	 Fe hcp (Smith)
425	 0.059063072	 11512.526	 0.0015736287	 41.948341	 1569.6934	 Fe hcp (Smith)
426	 0.060250249	 11511.108	 0.0016703899	 41.946271	 1569.6582	 Fe hcp (Smith)
427	 0.061461289	 11509.633	 0.0017730988	 41.944116	 1569.6217	 Fe hcp (Smith)
428	 0.062696674	 11508.098	 0.0018821209	 41.941875	 1569.5836	 Fe hcp (Smith)
429	 0.063956891	 11506.501	 0.0019978439	 41.939542	 1569.544	 Fe hcp (Smith)
430	 0.065242442	 11504.839	 0.0021206796	 41.937114	 1569.5028	 Fe hcp (Smith)
431	 0.066553833	 11503.109	 0.0022510647	 41.934588	 1569.46	 Fe hcp (Smith)
432	 0.067891587	 11501.31	 0.002389463	 41.93196	 1569.4153	 Fe hcp (Smith)
433	 0.069256231	 11499.438	 0.0025363665	 41.929225	 1569.3689	 Fe hcp (Smith)
434	 0.070648308	 11497.489	 0.0026922975	 41.926379	 1569.3206	 Fe hcp (Smith)
435	 0.072068368	 11495.462	 0.0028578105	 41.923417	 1569.2703	 Fe hcp (Smith)
436	 0.073516975	 11493.353	 0.0030334937	 41.920336	 1569.218	 Fe hcp (Smith)
437	 0.074994702	 11491.159	 0.0032199716	 41.917129	 1569.1635	 Fe hcp (Smith)
438	 0.076502135	 11488.876	 0.0034179068	 41.913792	 1569.1068	 Fe hcp (Smith)
439	 0.07803987	 11486.5	 0.0036280027	 41.91032	 1569.0478	 Fe hcp (Smith)
440	 0.079608519	 11484.028	 0.0038510057	 41.906707	 1568.9864	 Fe hcp (Smith)
441	 0.081208701	 11481.456	 0.0040877079	 41.902947	 1568.9226	 Fe hcp (Smith)
442	 0.082841051	 11478.781	 0.0043389501	 41.899035	 1568.8561	 Fe hcp (Smith)
443	 0.084506216	 11475.997	 0.0046056244	 41.894964	 1568.7869	 Fe hcp (Smith)
444	 0.086204855	 11473.1	 0.0048886777	 41.890728	 1568.7149	 Fe hcp (Smith)
445	 0.087937643	 11470.086	 0.0051891149	 41.88632	 1568.6399	 Fe hcp (Smith)
446	 0.089705265	 11466.95	 0.0055080022	 41.881734	 1568.5619	 Fe hcp (Smith)
447	 0.091508421	 11463.688	 0.0058464714	 41.876961	 1568.4807	 Fe hcp (Smith)
448	 0.093347828	 11460.294	 0.0062057233	 41.871995	 1568.3963	 Fe hcp (Smith)
449	 0.095224212	 11456.762	 0.0065870323	 41.866827	 1568.3084	 Fe hcp (Smith)
450	 0.097138319	 11453.088	 0.0069917507	 41.86145	 1568.2169	 Fe hcp (Smith)
451	 0.099090906	 11449.266	 0.0074213136	 41.855855	 1568.1216	 Fe hcp (Smith)
452	 0.10108275	 11445.289	 0.0078772438	 41.850033	 1568.0225	 Fe hcp (Smith)
453	 0.10311463	 11441.151	 0.008361157	 41.843975	 1567.9194	 Fe hcp (Smith)
454	 0.10518737	 11436.847	 0.0088747681	 41.837671	 1567.812	 Fe hcp (Smith)
455	 0.10730177	 11432.369	 0.0094198962	 41.831112	 1567.7003	 Fe hcp (Smith)
456	 0.10945868	 11427.71	 0.0099984721	 41.824287	 1567.584	 Fe hcp (Smith)
457	 0.11165896	 11422.864	 0.010612544	 41.817185	 1567.463	 Fe hcp (Smith)
458	 0.11390347	 11417.822	 0.011264285	 41.809796	 1567.337	 Fe hcp (Smith)
459	 0.1161931	 11412.576	 0.011956002	 41.802107	 1567.2059	 Fe hcp (Smith)
460	 0.11852877	 11407.12	 0.012690141	 41.794106	 1567.0694	 Fe hcp (Smith)
461	 0.12091139	 11401.443	 0.013469298	 41.785781	 1566.9274	 Fe hcp (Smith)
462	 0.12334192	 11395.538	 0.014296227	 41.777119	 1566.7796	 Fe hcp (Smith)
463	 0.12582131	 11389.395	 0.01517385	 41.768106	 1566.6257	 Fe hcp (Smith)
464	 0.12835054	 11383.005	 0.016105266	 41.758727	 1566.4656	 Fe hcp (Smith)
465	 0.13093063	 11376.358	 0.017093766	 41.748969	 1566.2989	 Fe hcp (Smith)
466	 0.13356259	 11369.443	 0.018142836	 41.738816	 1566.1254	 Fe hcp (Smith)
467	 0.13624746	 11362.251	 0.019256178	 41.728251	 1565.9448	 Fe hcp (Smith)
468	 0.13898631	 11354.77	 0.020437718	 41.717259	 1565.7568	 Fe hcp (Smith)
469	 0.14178022	 11346.988	 0.021691619	 41.705821	 1565.5612	 Fe hcp (Smith)
470	 0.14463031	 11338.893	 0.0230223	 41.693921	 1565.3575	 Fe hcp (Smith)
471	 0.14753769	 11330.474	 0.024434445	 41.681538	 1565.1455	 Fe hcp (Smith)
472	 0.15050352	 11321.718	 0.025933023	 41.668655	 1564.9248	 Fe hcp (Smith)
473	 0.15352898	 11312.61	 0.027523305	 41.65525	 1564.6951	 Fe hcp (Smith)
474	 0.15661526	 11303.137	 0.029210881	 41.641303	 1564.456	 Fe hcp (Smith)
475	 0.15976358	 11293.285	 0.031001679	 41.626791	 1564.2071	 Fe hcp (Smith)
476	 0.1629752	 11283.039	 0.032901986	 41.611693	 1563.948	 Fe hcp (Smith)
477	 0.16625138	 11272.383	 0.034918467	 41.595983	 1563.6783	 Fe hcp (Smith)
478	 0.16959341	 11261.301	 0.037058193	 41.579639	 1563.3975	 Fe hcp (Smith)
479	 0.17300263	 11249.777	 0.039328659	 41.562634	 1563.1051	 Fe hcp (Smith)
480	 0.17648038	 11237.792	 0.041737812	 41.544941	 1562.8008	 Fe hcp (Smith)
481	 0.18002803	 11225.33	 0.04429408	 41.526534	 1562.484	 Fe hcp (Smith)
482	 0.183647	 11212.371	 0.047006394	 41.507382	 1562.1542	 Fe hcp (Smith)
483	 0.1873387	 11198.895	 0.049884225	 41.487457	 1561.8108	 Fe hcp (Smith)
484	 0.19110459	 11184.884	 0.052937612	 41.466728	 1561.4533	 Fe hcp (Smith)
485	 0.19494617	 11170.316	 0.056177195	 41.445161	 1561.081	 Fe hcp (Smith)
486	 0.19886496	 11155.168	 0.059614253	 41.422724	 1560.6935	 Fe hcp (Smith)
487	 0.20286249	 11139.42	 0.063260738	 41.399381	 1560.29	 Fe hcp (Smith)
488	 0.20694034	 11123.048	 0.067129317	 41.375097	 1559.8699	 Fe hcp (Smith)
489	 0.21110013	 11106.027	 0.071233414	 41.349833	 1559.4324	 Fe hcp (Smith)
490	 0.21534349	 11088.333	 0.075587249	 41.32355	 1558.9769	 Fe hcp (Smith)
491	 0.21967209	 11069.939	 0.080205892	 41.296208	 1558.5026	 Fe hcp (Smith)
492	 0.22408763	 11050.82	 0.085105304	 41.267764	 1558.0087	 Fe hcp (Smith)
493	 0.22859186	 11030.947	 0.090302397	 41.238175	 1557.4944	 Fe hcp (Smith)
494	 0.23318654	 11010.291	 0.095815078	 41.207394	 1556.9588	 Fe hcp (Smith)
495	 0.23787347	 10988.824	 0.10166231	 41.175375	 1556.4011	 Fe hcp (Smith)
496	 0.24265449	 10966.513	 0.10786419	 41.142067	 1555.8202	 Fe hcp (Smith)
497	 0.24753148	 10943.328	 0.11444198	 41.10742	 1555.2153	 Fe hcp (Smith)
498	 0.25250634	 10919.236	 0.12141819	 41.07138	 1554.5853	 Fe hcp (Smith)
499	 0.25758101	 10894.202	 0.12881665	 41.033892	 1553.9291	 Fe hcp (Smith)
500	 0.26275748	 10868.191	 0.13666259	 40.994899	 1553.2457	 Fe hcp (Smith)
501	 0.26803776	 10841.167	 0.1449827	 40.954341	 1552.5338	 Fe hcp (Smith)
502	 0.2734239	 10813.093	 0.15380521	 40.912157	 1551.7923	 Fe hcp (Smith)
503	 0.278918	 10783.93	 0.16316002	 40.868281	 1551.0199	 Fe hcp (Smith)
504	 0.28452217	 10753.638	 0.1730787	 40.822648	 1550.2154	 Fe hcp (Smith)
505	 0.29023859	 10722.175	 0.18359469	 40.775188	 1549.3772	 Fe hcp (Smith)
506	 0.29606947	 10689.5	 0.19474332	 40.725829	 1548.504	 Fe hcp (Smith)
507	 0.30201703	 10655.568	 0.20656192	 40.674497	 1547.5943	 Fe hcp (Smith)
508	 0.30808356	 10620.335	 0.21908997	 40.621115	 1546.6465	 Fe hcp (Smith)
509	 0.31427138	 10583.753	 0.23236917	 40.565602	 1545.659	 Fe hcp (Smith)
510	 0.32058285	 10545.776	 0.24644357	 40.507875	 1544.63	 Fe hcp (Smith)
511	 0.32702036	 10506.354	 0.26135968	 40.447849	 1543.5579	 Fe hcp (Smith)
512	 0.33358633	 10465.437	 0.27716663	 40.385434	 1542.4406	 Fe hcp (Smith)
513	 0.34028325	 10422.973	 0.29391625	 40.320537	 1541.2763	 Fe hcp (Smith)
514	 0.34711361	 10378.908	 0.31166322	 40.253063	 1540.0629	 Fe hcp (Smith)
515	 0.35407996	 10333.189	 0.33046522	 40.182913	 1538.7982	 Fe hcp (Smith)
516	 0.36118488	 10285.759	 0.35038308	 40.109983	 1537.4802	 Fe hcp (Smith)
517	 0.36843099	 10236.562	 0.37148088	 40.034168	 1536.1063	 Fe hcp (Smith)
518	 0.37582092	 10185.539	 0.39382617	 39.955357	 1534.6742	 Fe hcp (Smith)
519	 0.38335737	 10132.63	 0.41749006	 39.873437	 1533.1812	 Fe hcp (Smith)
520	 0.39104304	 10077.775	 0.44254739	 39.788289	 1531.6249	 Fe hcp (Smith)
521	 0.39888068	 10020.912	 0.46907691	 39.699793	 1530.0022	 Fe hcp (Smith)
522	 0.40687305	 9961.9773	 0.49716145	 39.607822	 1528.3104	 Fe hcp (Smith)
523	 0.41502295	 9900.9075	 0.52688801	 39.512248	 1526.5464	 Fe hcp (Smith)
524	 0.4233332	 9837.6376	 0.55834801	 39.412935	 1524.7068	 Fe hcp (Smith)
525	 0.43180664	 9772.1018	 0.59163739	 39.309746	 1522.7885	 Fe hcp (Smith)
526	 0.44044613	 9704.2337	 0.6268568	 39.202538	 1520.7879	 Fe hcp (Smith)
527	 0.44925454	 9633.9663	 0.66411171	 39.091166	 1518.7013	 Fe hcp (Smith)
528	 0.45823475	 9561.2322	 0.70351263	 38.975476	 1516.5248	 Fe hcp (Smith)
529	 0.46738965	 9485.9636	 0.74517519	 38.855315	 1514.2544	 Fe hcp (Smith)
530	 0.47672213	 9408.093	 0.78922029	 38.730521	 1511.886	 Fe hcp (Smith)
531	 0.48623508	 9327.5526	 0.83577424	 38.600931	 1509.415	 Fe hcp (Smith)
532	 0.49593139	 9244.2752	 0.88496887	 38.466376	 1506.8369	 Fe hcp (Smith)
533	 0.50581391	 9158.194	 0.93694158	 38.326682	 1504.1467	 Fe hcp (Smith)
534	 0.5158855	 9069.2434	 0.99183547	 38.181672	 1501.3395	 Fe hcp (Smith)
535	 0.52614899	 8977.3585	 1.0497994	 38.031164	 1498.4098	 Fe hcp (Smith)
536	 0.53660715	 8882.4762	 1.1109879	 37.874972	 1495.3522	 Fe hcp (Smith)
537	 0.54726274	 8784.5351	 1.1755614	 37.712904	 1492.1606	 Fe hcp (Smith)
538	 0.55811846	 8683.4761	 1.2436859	 37.544768	 1488.8291	 Fe hcp (Smith)
539	 0.56917694	 8579.2425	 1.3155332	 37.370365	 1485.351	 Fe hcp (Smith)
540	 0.58044077	 8471.7806	 1.3912806	 37.189492	 1481.7198	 Fe hcp (Smith)
541	 0.59191245	 8361.0403	 1.4711108	 37.001944	 1477.9283	 Fe hcp (Smith)
542	 0.6035944	 8246.9754	 1.5552117	 36.807512	 1473.969	 Fe hcp (Smith)
543	 0.61548894	 8129.5439	 1.6437761	 36.605983	 1469.8342	 Fe hcp (Smith)
544	 0.6275983	 8008.709	 1.7370017	 36.397142	 1465.5157	 Fe hcp (Smith)
545	 0.63992461	 7884.4392	 1.8350901	 36.180771	 1461.0048	 Fe hcp (Smith)
546	 0.65246985	 7756.7089	 1.938247	 35.956649	 1456.2925	 Fe hcp (Smith)
547	 0.66523591	 7625.4993	 2.0466813	 35.724552	 1451.3692	 Fe hcp (Smith)
548	 0.6782245	 7490.7986	 2.1606049	 35.484256	 1446.2249	 Fe hcp (Smith)
549	 0.69143725	 7352.6028	 2.2802316	 35.235531	 1440.8491	 Fe hcp (Smith)
550	 0.70487558	 7210.916	 2.4057768	 34.97815	 1435.2306	 Fe hcp (Smith)
551	 0.71854082	 7065.7513	 2.5374564	 34.71188	 1429.3577	 Fe hcp (Smith)
552	 0.73243411	 6917.1311	 2.6754864	 34.436489	 1423.218	 Fe hcp (Smith)
553	 0.74655645	 6765.0876	 2.8200815	 34.151741	 1416.7983	 Fe hcp (Smith)
554	 0.7609087	 6609.6637	 2.9714543	 33.8574	 1410.0847	 Fe hcp (Smith)
555	 0.77549159	 6450.9127	 3.1298146	 33.553225	 1403.0624	 Fe hcp (Smith)
556	 0.7903057	 6288.8993	 3.2953679	 33.238975	 1395.7158	 Fe hcp (Smith)
557	 0.80535151	 6123.6998	 3.4683144	 32.914404	 1388.0281	 Fe hcp (Smith)
558	 0.82062941	 5955.4021	 3.6488481	 32.579262	 1379.9814	 Fe hcp (Smith)
559	 0.83613972	 5784.1062	 3.8371557	 32.233292	 1371.5567	 Fe hcp (Smith)
560	 0.84923114	 5639.2779	 4	 31.936788	 1364.239	 Fe hcp (Smith)
561	 0.85354356	 5591.6177	 4.0544336	 31.838387	 1361.7885	 Fe hcp (Smith)
562	 0.87247533	 5381.9141	 4.2978391	 31.400372	 1350.7644	 Fe hcp (Smith)
563	 0.89086773	 5178.1833	 4.5412446	 30.966587	 1339.6426	 Fe hcp (Smith)
564	 0.90877375	 4980.0512	 4.7846501	 30.536436	 1328.4079	 Fe hcp (Smith)
565	 0.92623957	 4787.1878	 5.0280555	 30.109377	 1317.0453	 Fe hcp (Smith)
566	 0.94330579	 4599.2997	 5.271461	 29.684907	 1305.5397	 Fe hcp (Smith)
567	 0.96000836	 4416.1251	 5.5148665	 29.262553	 1293.8762	 Fe hcp (Smith)
568	 0.97637939	 4237.4288	 5.758272	 28.84187	 1282.0392	 Fe hcp (Smith)
569	 0.99244774	 4062.9989	 6.0016775	 28.422429	 1270.0131	 Fe hcp (Smith)
570	 1.0077261	 3898.1643	 6.2371055	 28.017527	 1258.1856	 Fe hcp (Smith)
571	 1.0201713	 3764.7195	 6.4316482	 27.683265	 1248.2558	 Fe hcp (Smith)
572	 1.0236473	 3727.5898	 6.4864173	 27.589183	 1245.4335	 Fe hcp (Smith)
573	 1.0243411	 3720.1867	 6.4973711	 27.570367	 1244.8675	 Fe hcp (Smith)
574	 1.0244798	 3718.7069	 6.4995618	 27.566604	 1244.7543	 Fe hcp (Smith)
576	 1.0245075	 3718.411	 6.5	 27.565851	 1244.7316	 Fe hcp (Smith)
576	 1.0245075	 3718.411	 6.5	 15.609321	 1244.7316	 Si PPv (Sakai)
577	 1.0426669	 3609.9241	 6.6643382	 15.424272	 1230.7903	 Si PPv (Sakai)
578	 1.0617777	 3498.2828	 6.8413935	 15.230865	 1216.2018	 Si PPv (Sakai)
579	 1.0804525	 3391.5861	 7.0184489	 15.043071	 1202.0194	 Si PPv (Sakai)
580	 1.098723	 3289.3972	 7.1955043	 14.86038	 1188.2055	 Si PPv (Sakai)
