Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
565	 0.95388004	 489.57899	 2.2219447	 7.6166782	 618.98185	 Si PPv (Sakai)
566	 0.96886105	 472.30616	 2.2792215	 7.5377343	 612.37406	 Si PPv (Sakai)
567	 0.98571254	 453.20422	 2.3450633	 7.4488771	 604.91705	 Si PPv (Sakai)
568	 1.002197	 434.84328	 2.410905	 7.3618423	 597.59238	 Si PPv (Sakai)
569	 1.0183414	 417.16355	 2.4767468	 7.2764431	 590.38485	 Si PPv (Sakai)
570	 1.0341698	 400.11257	 2.5425886	 7.1925126	 583.28083	 Si PPv (Sakai)
571	 1.0519652	 381.26866	 2.6181136	 7.097854	 575.24357	 Si PPv (Sakai)
572	 1.0694035	 363.12993	 2.6936387	 7.0047269	 567.30933	 Si PPv (Sakai)
573	 1.0865117	 345.64258	 2.7691637	 6.9129474	 559.46267	 Si PPv (Sakai)
574	 1.1033144	 328.75921	 2.8446888	 6.822348	 551.68938	 Si PPv (Sakai)
575	 1.1198338	 312.43783	 2.9202138	 6.7327747	 543.97619	 Si PPv (Sakai)
576	 1.1360905	 296.64114	 2.9957388	 6.6440846	 536.31064	 Si PPv (Sakai)
577	 1.1521033	 281.33576	 3.0712639	 6.5561435	 528.68081	 Si PPv (Sakai)
578	 1.1678897	 266.49179	 3.1467889	 6.468824	 521.07521	 Si PPv (Sakai)
579	 1.1834661	 252.08232	 3.222314	 6.382004	 513.48263	 Si PPv (Sakai)
580	 1.1988476	 238.08301	 3.297839	 6.2955651	 505.89197	 Si PPv (Sakai)
581	 1.2138485	 224.64965	 3.3723639	 6.2105309	 498.39288	 Si PPv (Sakai)
582	 1.2286868	 211.57499	 3.4468888	 6.1256434	 490.874	 Si PPv (Sakai)
583	 1.2432103	 198.98288	 3.5205754	 6.0417455	 483.40937	 Si PPv (Sakai)
584	 1.2574002	 186.8766	 3.5932419	 5.9589349	 476.00762	 Si PPv (Sakai)
585	 1.2712375	 175.25877	 3.6647078	 5.8773147	 468.678	 Si PPv (Sakai)
586	 1.2847081	 164.12776	 3.7348175	 5.7969668	 461.42808	 Si PPv (Sakai)
587	 1.2977934	 153.48503	 3.8033958	 5.7180045	 454.26846	 Si PPv (Sakai)
588	 1.3104728	 143.33324	 3.870259	 5.6405617	 447.21184	 Si PPv (Sakai)
589	 1.3226811	 133.70951	 3.9349882	 5.5650596	 440.29762	 Si PPv (Sakai)
590	 1.3341024	 124.84112	 3.9958283	 5.4935221	 433.71387	 Si PPv (Sakai)
591	 1.3430813	 117.96173	 4.0438308	 5.4366236	 428.45396	 Si PPv (Sakai)
592	 1.3456881	 115.97983	 4.0577934	 5.4199898	 426.91226	 Si PPv (Sakai)
593	 1.3462092	 115.58447	 4.0605859	 5.4166582	 426.60325	 Si PPv (Sakai)
594	 1.3463134	 115.50544	 4.0611444	 5.4159918	 426.54142	 Si PPv (Sakai)
604	 1.3463394	 115.48568	 4.061284	 5.4158251	 426.52597	 Si PPv (Sakai)
604	 1.3463394	 115.48568	 4.061284	 5.3807352	 426.52597	 Brg (Oganov)
619	 1.3465748	 115.30841	 4.0625372	 5.3792988	 426.3903	 Brg (Oganov)
620	 1.3473402	 114.73221	 4.0666139	 5.3746245	 425.94882	 Brg (Oganov)
621	 1.3503999	 112.43472	 4.0829204	 5.355903	 424.18035	 Brg (Oganov)
622	 1.35651	 107.87446	 4.1155335	 5.3183378	 420.63053	 Brg (Oganov)
623	 1.3683082	 99.174014	 4.1786806	 5.2450949	 413.70316	 Brg (Oganov)
624	 1.3796683	 90.928399	 4.2396743	 5.1736319	 406.93454	 Brg (Oganov)
625	 1.3905931	 83.121991	 4.2984783	 5.1039694	 400.32502	 Brg (Oganov)
626	 1.4010849	 75.739877	 4.3550611	 5.036133	 393.87553	 Brg (Oganov)
627	 1.4111505	 68.764639	 4.4094206	 4.9701238	 387.58471	 Brg (Oganov)
628	 1.4207974	 62.178965	 4.4615647	 4.9059395	 381.45099	 Brg (Oganov)
629	 1.4300369	 55.963798	 4.5115261	 4.8435554	 375.47073	 Brg (Oganov)
630	 1.43888	 50.100881	 4.5593421	 4.7829476	 369.64047	 Brg (Oganov)
631	 1.4473373	 44.573101	 4.6050509	 4.7240967	 363.95728	 Brg (Oganov)
632	 1.4554197	 39.363833	 4.6486962	 4.6669818	 358.41819	 Brg (Oganov)
633	 1.4631231	 34.466504	 4.6902454	 4.6116897	 353.03088	 Brg (Oganov)
634	 1.4703497	 29.933135	 4.7291644	 4.5590031	 347.87172	 Brg (Oganov)
635	 1.4764428	 26.157144	 4.7619249	 4.5139214	 343.43508	 Brg (Oganov)
636	 1.479008	 24.580307	 4.7756996	 4.4947522	 341.54186	 Brg (Oganov)
637	 1.4795213	 24.265707	 4.7784546	 4.4909026	 341.16115	 Brg (Oganov)
638	 1.4796239	 24.202817	 4.7790056	 4.490132	 341.08492	 Brg (Oganov)
649	 1.4796496	 24.187096	 4.7791433	 4.4899394	 341.06586	 Brg (Oganov)
649	 1.4796496	 24.187096	 4.7791433	 3.9533387	 341.06586	 Rwd (Dorogokupets)
661	 1.4798384	 24.085291	 4.7800355	 3.9518988	 340.93526	 Rwd (Dorogokupets)
662	 1.4830906	 22.338755	 4.7953867	 3.9269787	 338.66514	 Rwd (Dorogokupets)
663	 1.489302	 19.039685	 4.82462	 3.8787303	 334.21679	 Rwd (Dorogokupets)
664	 1.4952076	 15.948114	 4.8523002	 3.8320118	 329.84192	 Rwd (Dorogokupets)
665	 1.5006303	 13.148514	 4.8776105	 3.7883328	 325.69074	 Rwd (Dorogokupets)
666	 1.5045718	 11.137514	 4.8959375	 3.7560849	 322.58775	 Rwd (Dorogokupets)
667	 1.5053617	 10.73694	 4.8996029	 3.7495694	 321.95683	 Rwd (Dorogokupets)
668	 1.5055197	 10.65689	 4.900336	 3.7482636	 321.83022	 Rwd (Dorogokupets)
678	 1.5055592	 10.636881	 4.9005193	 3.747937	 321.79855	 Rwd (Dorogokupets)
678	 1.5055592	 10.636881	 4.9005193	 3.6693153	 321.79855	 Wds (Dorogokupets)
686	 1.5060476	 10.394931	 4.9027364	 3.6651315	 321.41132	 Wds (Dorogokupets)
688	 1.5061603	 10.339161	 4.9032477	 3.6641652	 321.32175	 Wds (Dorogokupets)
697	 1.506165	 10.336838	 4.903269	 3.6641249	 321.31801	 Wds (Dorogokupets)
697	 1.506165	 10.336838	 4.903269	 3.4535919	 321.31801	 Fo/Ol (Dorogokupets)
711	 1.5063733	 10.239708	 4.9041598	 3.4516262	 321.15088	 Fo/Ol (Dorogokupets)
712	 1.507376	 9.7730337	 4.9084443	 3.4421344	 320.34075	 Fo/Ol (Dorogokupets)
713	 1.5093857	 8.8421879	 4.9170133	 3.4229621	 318.68858	 Fo/Ol (Dorogokupets)
714	 1.5132184	 7.0838955	 4.9332839	 3.3858295	 315.4277	 Fo/Ol (Dorogokupets)
715	 1.5168786	 5.4257158	 4.9487311	 3.3496277	 312.16941	 Fo/Ol (Dorogokupets)
716	 1.5203715	 3.8627245	 4.9633849	 3.3143553	 308.91773	 Fo/Ol (Dorogokupets)
717	 1.5236821	 2.3991088	 4.9771907	 3.2802219	 305.69693	 Fo/Ol (Dorogokupets)
718	 1.526676	 1.0906612	 4.9896028	 3.2487228	 302.65854	 Fo/Ol (Dorogokupets)
719	 1.5286336	 0.24298399	 4.9976796	 3.2277813	 300.60272	 Fo/Ol (Dorogokupets)
720	 1.5290846	 0.048585147	 4.9995359	 3.2229164	 300.12099	 Fo/Ol (Dorogokupets)
733	 1.5291975	 1e-05	 5	 3.2216971	 300	 Fo/Ol (Dorogokupets)

