Phi_global	fO2_shift_IW_derived
1.0000000000e+00	4.7913584618e+00
1.0000000000e+00	4.7913584618e+00
1.0000000000e+00	4.7913584618e+00
1.0000000000e+00	4.7913584618e+00
1.0000000000e+00	4.7854512329e+00
1.0000000000e+00	4.7854551859e+00
1.0000000000e+00	4.7857415296e+00
1.0000000000e+00	4.7885659958e+00
1.0000000000e+00	4.7930838486e+00
1.0000000000e+00	4.8003134003e+00
1.0000000000e+00	4.8118836367e+00
1.0000000000e+00	4.8304025394e+00
1.0000000000e+00	4.8597554085e+00
1.0000000000e+00	4.9063244155e+00
1.0000000000e+00	4.9887892462e+00
1.0000000000e+00	5.0451904639e+00
1.0000000000e+00	5.0786396514e+00
1.0000000000e+00	5.1177095505e+00
1.0000000000e+00	5.1687368842e+00
1.0000000000e+00	5.2409877959e+00
9.9988707973e-01	5.2752240815e+00
9.9983100878e-01	5.2751804734e+00
9.9977470880e-01	5.2751149430e+00
9.9971800888e-01	5.2750215207e+00
9.9966115177e-01	5.2749004487e+00
9.9960369398e-01	5.2747550007e+00
9.9954614387e-01	5.2745888539e+00
9.9948767792e-01	5.2744051687e+00
9.9942900641e-01	5.2742064685e+00
9.9936902098e-01	5.2739947415e+00
9.9930806600e-01	5.2737715674e+00
9.9924691701e-01	5.2735382213e+00
9.9918545464e-01	5.2732957503e+00
9.9912211224e-01	5.2730450290e+00
9.9905829672e-01	5.2727867996e+00
9.9899240995e-01	5.2725217007e+00
9.9892623096e-01	5.2722502892e+00
9.9885982169e-01	5.2719730571e+00
9.9879318096e-01	5.2716904438e+00
9.9872630761e-01	5.2714028466e+00
9.9865920040e-01	5.2711106279e+00
9.9859185805e-01	5.2708141223e+00
9.9852427946e-01	5.2705136421e+00
9.9845646336e-01	5.2702094808e+00
9.9838840856e-01	5.2699019169e+00
9.9832011373e-01	5.2695912155e+00
9.9825157766e-01	5.2692776314e+00
9.9818279911e-01	5.2689614088e+00
9.9811377681e-01	5.2686427808e+00
9.9804450946e-01	5.2683219680e+00
9.9797499578e-01	5.2679991748e+00
9.9790523448e-01	5.2676745851e+00
9.9783522426e-01	5.2673483537e+00
9.9776496337e-01	5.2670205976e+00
9.9769444940e-01	5.2666913830e+00
9.9762368075e-01	5.2663607103e+00
9.9755265585e-01	5.2660284956e+00
9.9748137406e-01	5.2656945524e+00
9.9740983410e-01	5.2653585696e+00
9.9733803485e-01	5.2650200910e+00
9.9726597490e-01	5.2646784971e+00
9.9719365274e-01	5.2643329911e+00
9.9712106698e-01	5.2639825890e+00
9.9704821612e-01	5.2636261201e+00
9.9697509849e-01	5.2632622359e+00
9.9690171309e-01	5.2628894252e+00
9.9682805710e-01	5.2625060396e+00
9.9675413031e-01	5.2621103257e+00
9.9667993024e-01	5.2617004578e+00
9.9660545547e-01	5.2612745775e+00
9.9653070476e-01	5.2608308331e+00
9.9645567536e-01	5.2603674208e+00
9.9638036703e-01	5.2598826299e+00
9.9630477656e-01	5.2593748901e+00
9.9622890370e-01	5.2588428236e+00
9.9615274549e-01	5.2582852987e+00
9.9607630134e-01	5.2577014804e+00
9.9599956821e-01	5.2570908767e+00
9.9592254564e-01	5.2564533714e+00
9.9584523092e-01	5.2557892409e+00
9.9576762218e-01	5.2550991467e+00
9.9568971753e-01	5.2543841158e+00
9.9561151469e-01	5.2536454983e+00
9.9553301120e-01	5.2528849107e+00
9.9545420852e-01	5.2521041754e+00
9.9537510558e-01	5.2513052537e+00
9.9529570087e-01	5.2504901848e+00
9.9521599262e-01	5.2496610242e+00
9.9513597931e-01	5.2488198017e+00
9.9505565930e-01	5.2479684774e+00
9.9497503082e-01	5.2471089141e+00
9.9489409226e-01	5.2462428610e+00
9.9481284183e-01	5.2453719379e+00
9.9473127791e-01	5.2444976353e+00
9.9464939869e-01	5.2436213109e+00
9.9456720243e-01	5.2427441966e+00
9.9448468736e-01	5.2418674044e+00
9.9440185168e-01	5.2409870014e+00
9.9431869363e-01	5.2401000186e+00
9.9423521134e-01	5.2392161165e+00
9.9415140298e-01	5.2383359336e+00
9.9406726659e-01	5.2374590348e+00
9.9398279901e-01	5.2365741541e+00
9.9389798439e-01	5.2355546597e+00
9.9387156232e-01	5.2331151826e+00
9.9386802894e-01	5.2283617199e+00
9.9386476881e-01	5.2268042355e+00
9.9386153203e-01	5.2257240384e+00
9.9385831341e-01	5.2250817510e+00
