Phi_global	P_surf	H2O_kg_total	H2O_vmr	CO2_kg_total	CO2_vmr	O2_kg_total	O2_vmr	H2_vmr	CH4_vmr	CO_kg_total	CO_vmr	N2_vmr	S2_vmr	SO2_vmr	H2S_vmr
9.9863741824e-01	3.4828958891e+02	1.8016476764e+22	5.4851155121e-03	6.9687756637e+20	1.1266266564e-01	1.9743012213e+18	6.4480596633e-04	4.8373265644e-03	2.8770549991e-10	2.7821795994e+21	8.6862451591e-01	7.7307219635e-03	5.2661427639e-06	2.8711739652e-33	9.5365624380e-06
9.9857107913e-01	3.4829270803e+02	1.8016446000e+22	5.4857751466e-03	6.9683152193e+20	1.1265792625e-01	1.9759659635e+18	6.4534389104e-04	4.8379899817e-03	2.8770586693e-10	2.7822053859e+21	8.6862742421e-01	7.7306878998e-03	5.2683939546e-06	2.8711482525e-33	9.5384808273e-06
9.9850450611e-01	3.4829584252e+02	1.8016414869e+22	5.4864370090e-03	6.9678501354e+20	1.1265311896e-01	1.9776564322e+18	6.4589017973e-04	4.8386566059e-03	2.8770541617e-10	2.7822314382e+21	8.6863038695e-01	7.7306534637e-03	5.2706717260e-06	2.8711224135e-33	9.5404076630e-06
9.9843769796e-01	3.4829899204e+02	1.8016383393e+22	5.4871011331e-03	6.9673806914e+20	1.1264824854e-01	1.9793709527e+18	6.4644428580e-04	4.8393263836e-03	2.8770422752e-10	2.7822577399e+21	8.6863339990e-01	7.7306186783e-03	5.2729744569e-06	2.8710964512e-33	9.5423428724e-06
9.9837065346e-01	3.4830215627e+02	1.8016351594e+22	5.4877675522e-03	6.9669071524e+20	1.1264331954e-01	1.9811079314e+18	6.4700568909e-04	4.8399992649e-03	2.8770237703e-10	2.7822842758e+21	8.6863645904e-01	7.7305835652e-03	5.2753006067e-06	2.8710703681e-33	9.5442863892e-06
9.9830337134e-01	3.4830533490e+02	1.8016319493e+22	5.4884362992e-03	6.9664297719e+20	1.1263833628e-01	1.9828658433e+18	6.4757389187e-04	4.8406752030e-03	2.8769993743e-10	2.7823110311e+21	8.6863956052e-01	7.7305481453e-03	5.2776487034e-06	2.8710441667e-33	9.5462381528e-06
9.9823585038e-01	3.4830852766e+02	1.8016287110e+22	5.4891074056e-03	6.9659487924e+20	1.1263330293e-01	1.9846432237e+18	6.4814841606e-04	4.8413541529e-03	2.8769697850e-10	2.7823379915e+21	8.6864270067e-01	7.7305124385e-03	5.2800173345e-06	2.8710178494e-33	9.5481981054e-06
9.9816808936e-01	3.4831173425e+02	1.8016254464e+22	5.4897809022e-03	6.9654644464e+20	1.1262822345e-01	1.9864386688e+18	6.4872880346e-04	4.8420360723e-03	2.8769356701e-10	2.7823651437e+21	8.6864587596e-01	7.7304764638e-03	5.2824051483e-06	2.8709914185e-33	9.5501661935e-06
9.9810008695e-01	3.4831495443e+02	1.8016221574e+22	5.4904568200e-03	6.9649769535e+20	1.1262310162e-01	1.9882508445e+18	6.4931461868e-04	4.8427209222e-03	2.8768976651e-10	2.7823924748e+21	8.6864908304e-01	7.7304402394e-03	5.2848108631e-06	2.8709648761e-33	9.5521423709e-06
9.9803184193e-01	3.4831818796e+02	1.8016188457e+22	5.4911351884e-03	6.9644865200e+20	1.1261794097e-01	1.9900784977e+18	6.4990545273e-04	4.8434086665e-03	2.8768563660e-10	2.7824199727e+21	8.6865231878e-01	7.7304037822e-03	5.2872332762e-06	2.8709382242e-33	9.5541265949e-06
9.9796335301e-01	3.4832143462e+02	1.8016155129e+22	5.4918160357e-03	6.9639933338e+20	1.1261274475e-01	1.9919204847e+18	6.5050093220e-04	4.8440992735e-03	2.8768123186e-10	2.7824476266e+21	8.6865558031e-01	7.7303671077e-03	5.2896712916e-06	2.8709114645e-33	9.5561188313e-06
