R_int	Phi_global	P_surf
1.0966851923e+07	1.0000000000e+00	9.5603584079e+03
1.0966851923e+07	1.0000000000e+00	9.5603635298e+03
1.0966851923e+07	1.0000000000e+00	9.5603635298e+03
1.0966851923e+07	1.0000000000e+00	9.5603635298e+03
1.0966851923e+07	1.0000000000e+00	9.8326895807e+03
1.0966851923e+07	1.0000000000e+00	9.8105926292e+03
1.0966851923e+07	1.0000000000e+00	9.7882937281e+03
1.0966851923e+07	1.0000000000e+00	9.5693114311e+03
1.0966851923e+07	1.0000000000e+00	9.2315598695e+03
1.0966851923e+07	1.0000000000e+00	8.7227930112e+03
1.0966851923e+07	1.0000000000e+00	8.3701841489e+03
1.0966851923e+07	1.0000000000e+00	8.1167656857e+03
1.0966851923e+07	1.0000000000e+00	7.9260434928e+03
1.0966851923e+07	1.0000000000e+00	7.7784732610e+03
1.0966851923e+07	1.0000000000e+00	7.5497845798e+03
1.0966851923e+07	1.0000000000e+00	7.2094154003e+03
1.0966851923e+07	1.0000000000e+00	6.7187864439e+03
1.0966851923e+07	1.0000000000e+00	6.3597490180e+03
1.0966851923e+07	1.0000000000e+00	6.0913660922e+03
1.0966851923e+07	1.0000000000e+00	5.6862869413e+03
1.0966851923e+07	1.0000000000e+00	5.0939734530e+03
1.0848438896e+07	1.0000000000e+00	4.2520774672e+03
1.0848438896e+07	1.0000000000e+00	3.0735601119e+03
1.0848438896e+07	1.0000000000e+00	2.4857173916e+03
1.0848438896e+07	9.9983819624e-01	2.3650069191e+03
1.0848438896e+07	9.9978393459e-01	2.3652714492e+03
1.0848438896e+07	9.9972993467e-01	2.3656612655e+03
1.0848438896e+07	9.9967613783e-01	2.3662193365e+03
1.0848438896e+07	9.9962175523e-01	2.3669513812e+03
1.0848438896e+07	9.9956727545e-01	2.3678423958e+03
1.0848438896e+07	9.9951236063e-01	2.3688722616e+03
1.0848438896e+07	9.9945685556e-01	2.3700223097e+03
1.0848438896e+07	9.9940014819e-01	2.3712769350e+03
1.0848438896e+07	9.9934284403e-01	2.3726234325e+03
1.0848438896e+07	9.9928495446e-01	2.3740514987e+03
1.0848438896e+07	9.9922688421e-01	2.3755526846e+03
1.0848438896e+07	9.9916844937e-01	2.3771199875e+03
1.0848438896e+07	9.9910910001e-01	2.3787475228e+03
1.0848438896e+07	9.9904900679e-01	2.3804302579e+03
1.0848438896e+07	9.9898814386e-01	2.3821638489e+03
1.0848438896e+07	9.9892649393e-01	2.3839444964e+03
1.0848438896e+07	9.9886425864e-01	2.3857688345e+03
1.0848438896e+07	9.9880126558e-01	2.3876338579e+03
1.0848438896e+07	9.9873680650e-01	2.3895368606e+03
1.0848438896e+07	9.9867082194e-01	2.3914753556e+03
1.0848438896e+07	9.9860459042e-01	2.3934470188e+03
1.0848438896e+07	9.9853812575e-01	2.3954497059e+03
1.0848438896e+07	9.9847142674e-01	2.3974813979e+03
1.0848438896e+07	9.9840449211e-01	2.3995401801e+03
1.0848438896e+07	9.9833732067e-01	2.4016242217e+03
1.0848438896e+07	9.9826991118e-01	2.4037317674e+03
1.0848438896e+07	9.9820226240e-01	2.4058611327e+03
1.0848438896e+07	9.9813437306e-01	2.4080107076e+03
1.0848438896e+07	9.9806624190e-01	2.4101789689e+03
1.0848438896e+07	9.9799786767e-01	2.4123645047e+03
1.0848438896e+07	9.9792924907e-01	2.4145660521e+03
