Phi_global	P_surf	H2O_kg_total	H2O_vmr	CO2_kg_total	CO2_vmr	O2_kg_total	O2_vmr	H2_vmr	CH4_vmr	CO_kg_total	CO_vmr	N2_vmr	S2_vmr	SO2_vmr	H2S_vmr
1.0000000000e+00	1.1694686645e+03	2.0443906512e+22	2.0970013442e-03	3.7613577285e+21	1.8159637509e-01	8.2295595342e+21	7.6563720765e-01	6.0671471374e-05	5.6089191132e-16	5.4809928214e+20	4.8023578907e-02	2.5851202900e-03	3.1928764570e-08	8.5508917886e-34	1.3216134899e-08
1.0000000000e+00	1.1694688254e+03	2.0443906551e+22	2.0969915479e-03	3.7613641561e+21	1.8159646286e-01	8.2295595342e+21	7.6563710227e-01	6.0671187942e-05	5.6088709632e-16	5.4809969109e+20	4.8023602119e-02	2.5851247643e-03	3.1928846952e-08	8.5508906117e-34	1.3216091118e-08
1.0000000000e+00	1.1694688254e+03	2.0443906551e+22	2.0969915472e-03	3.7613641565e+21	1.8159646286e-01	8.2295595342e+21	7.6563710226e-01	6.0671187921e-05	5.6088709597e-16	5.4809969112e+20	4.8023602121e-02	2.5851247646e-03	3.1928846958e-08	8.5508906116e-34	1.3216091115e-08
1.0000000000e+00	1.1694688254e+03	2.0443906551e+22	2.0969915472e-03	3.7613641565e+21	1.8159646286e-01	8.2295595342e+21	7.6563710226e-01	6.0671187921e-05	5.6088709597e-16	5.4809969112e+20	4.8023602121e-02	2.5851247646e-03	3.1928846958e-08	8.5508906116e-34	1.3216091115e-08
1.0000000000e+00	1.1954131339e+03	2.0443602419e+22	2.0514191189e-03	3.7558533772e+21	1.7752464679e-01	8.4689139921e+21	7.7080536376e-01	5.9411042236e-05	5.4535130458e-16	5.4870473642e+20	4.7033809373e-02	2.5253062613e-03	3.0768645605e-08	8.3653087929e-34	1.2775688643e-08
1.0000000000e+00	1.1945319482e+03	2.0443612794e+22	2.0529021965e-03	3.7560598373e+21	1.7766029199e-01	8.4607808228e+21	7.7063318026e-01	5.9452024814e-05	5.4584940478e-16	5.4868557773e+20	4.7066820738e-02	2.5273090806e-03	3.0807155565e-08	8.3714797372e-34	1.2790084445e-08
1.0000000000e+00	1.1936163194e+03	2.0443623429e+22	2.0544802191e-03	3.7562505533e+21	1.7780104539e-01	8.4523351901e+21	7.7045449314e-01	5.9495677169e-05	5.4638502252e-16	5.4866415547e+20	4.7101065969e-02	2.5293758452e-03	3.0846935317e-08	8.3779015395e-34	1.2805221115e-08
1.0000000000e+00	1.1845772317e+03	2.0443728851e+22	2.0701797040e-03	3.7581525580e+21	1.7920291572e-01	8.3689520707e+21	7.6867495043e-01	5.9929885902e-05	5.5172275726e-16	5.4845318050e+20	4.7442013571e-02	2.5499663817e-03	3.1244529492e-08	8.4418303276e-34	1.2956314542e-08
1.0000000000e+00	1.1703698622e+03	2.0443895969e+22	2.0953557628e-03	3.7611824853e+21	1.8145210285e-01	8.2378709173e+21	7.6582031282e-01	6.0625948435e-05	5.6032371547e-16	5.4812148734e+20	4.7988547805e-02	2.5830096243e-03	3.1887477611e-08	8.5443075077e-34	1.3200267784e-08
1.0000000000e+00	1.1490406054e+03	2.0444150305e+22	2.1343225856e-03	3.7658425964e+21	1.8493833310e-01	8.0410251464e+21	7.6139684488e-01	6.1702677297e-05	5.7373309913e-16	5.4762432097e+20	4.8834498098e-02	2.6342520684e-03	3.2896506744e-08	8.7029126324e-34	1.3582014888e-08
1.0000000000e+00	1.1334562522e+03	2.0444338783e+22	2.1637360936e-03	3.7693267368e+21	1.8757249408e-01	7.8971560724e+21	7.5805547291e-01	6.2514956466e-05	5.8393550562e-16	5.4726118716e+20	4.9472747979e-02	2.6729863275e-03	3.3668936788e-08	8.8225725347e-34	1.3873463157e-08
