Phi_global	fO2_shift_IW_derived
1.0000000000e+00	4.0006371479e+00
1.0000000000e+00	4.0006371479e+00
1.0000000000e+00	4.0006371479e+00
1.0000000000e+00	4.0006371479e+00
1.0000000000e+00	3.9882330237e+00
1.0000000000e+00	3.9885443956e+00
1.0000000000e+00	3.9888436165e+00
1.0000000000e+00	3.9918198688e+00
1.0000000000e+00	3.9965584757e+00
1.0000000000e+00	4.0041292225e+00
1.0000000000e+00	4.0162399977e+00
1.0000000000e+00	4.0356100889e+00
1.0000000000e+00	4.0664755514e+00
1.0000000000e+00	4.1154173188e+00
1.0000000000e+00	4.1927549910e+00
1.0000000000e+00	4.2526296934e+00
1.0000000000e+00	4.2993944071e+00
1.0000000000e+00	4.3362568483e+00
1.0000000000e+00	4.4172673589e+00
1.0000000000e+00	4.4679279900e+00
1.0000000000e+00	4.5072935071e+00
1.0000000000e+00	4.5404588476e+00
1.0000000000e+00	4.5916818457e+00
9.9981863523e-01	4.6408626253e+00
9.9975591179e-01	4.6432840703e+00
9.9969833723e-01	4.6432029754e+00
9.9964123466e-01	4.6431147608e+00
9.9958374823e-01	4.6429975238e+00
9.9952608426e-01	4.6428479073e+00
9.9946810614e-01	4.6426690711e+00
9.9940946760e-01	4.6424651572e+00
9.9935069467e-01	4.6422398167e+00
9.9929145156e-01	4.6419960027e+00
9.9923096577e-01	4.6417360655e+00
9.9916969925e-01	4.6414618860e+00
9.9910817199e-01	4.6411749928e+00
9.9904562348e-01	4.6408766492e+00
9.9898286564e-01	4.6405679143e+00
9.9891989429e-01	4.6402496917e+00
9.9885625817e-01	4.6399227631e+00
9.9879135394e-01	4.6395878137e+00
9.9872570330e-01	4.6392454504e+00
9.9865982038e-01	4.6388962182e+00
9.9859294476e-01	4.6385406130e+00
9.9852534084e-01	4.6381790890e+00
9.9845655521e-01	4.6378120692e+00
9.9838604173e-01	4.6374399486e+00
9.9831487048e-01	4.6370630994e+00
9.9824344884e-01	4.6366818759e+00
9.9817177551e-01	4.6362966168e+00
9.9809984917e-01	4.6359076466e+00
9.9802766852e-01	4.6355152747e+00
9.9795523220e-01	4.6351197935e+00
9.9788253889e-01	4.6347214749e+00
9.9780958732e-01	4.6343205647e+00
9.9773637593e-01	4.6339172709e+00
9.9766290320e-01	4.6335117560e+00
9.9758916678e-01	4.6331041186e+00
9.9751516490e-01	4.6326943737e+00
9.9744089629e-01	4.6322824338e+00
9.9736636008e-01	4.6318680819e+00
9.9729155502e-01	4.6314509464e+00
9.9721647940e-01	4.6310304741e+00
9.9714113242e-01	4.6306059074e+00
9.9706551163e-01	4.6301762647e+00
9.9698961632e-01	4.6297403305e+00
9.9691344451e-01	4.6292966533e+00
9.9683699488e-01	4.6288435550e+00
9.9676026589e-01	4.6283791474e+00
9.9668325527e-01	4.6279013686e+00
9.9660596230e-01	4.6274080121e+00
9.9652838473e-01	4.6268967735e+00
9.9645052077e-01	4.6263652945e+00
9.9637236949e-01	4.6258112105e+00
9.9629392779e-01	4.6252321994e+00
9.9621519524e-01	4.6246260353e+00
9.9613616950e-01	4.6239906470e+00
9.9605684881e-01	4.6233241817e+00
9.9597723186e-01	4.6226250736e+00
9.9589731601e-01	4.6218921118e+00
9.9581710038e-01	4.6211245045e+00
9.9573658267e-01	4.6203219292e+00
9.9565576096e-01	4.6194845602e+00
9.9557463359e-01	4.6186130756e+00
9.9549319797e-01	4.6177086366e+00
9.9541145170e-01	4.6167728436e+00
9.9532939211e-01	4.6158076669e+00
9.9524701541e-01	4.6148153761e+00
9.9516432414e-01	4.6137984527e+00
9.9508131831e-01	4.6127595099e+00
9.9499799614e-01	4.6117012123e+00
9.9491435593e-01	4.6106262122e+00
9.9483039596e-01	4.6095370935e+00
9.9474611442e-01	4.6084363290e+00
9.9466150970e-01	4.6073262538e+00
9.9457657998e-01	4.6062090416e+00
9.9449132351e-01	4.6050866979e+00
9.9440573847e-01	4.6039610578e+00
9.9431982292e-01	4.6028337889e+00
9.9423357509e-01	4.6017064000e+00
9.9414699308e-01	4.6005802447e+00
9.9406007501e-01	4.5994537282e+00
9.9397281901e-01	4.5983193223e+00
9.9388522316e-01	4.5971893942e+00
9.9379728542e-01	4.5960634515e+00
9.9370900256e-01	4.5949272885e+00
9.9362035856e-01	4.5936206698e+00
9.9359218547e-01	4.5905141845e+00
9.9358851318e-01	4.5843069409e+00
9.9358512806e-01	4.5822475626e+00
9.9358176663e-01	4.5808012220e+00
9.9357842370e-01	4.5799315019e+00
9.9357509370e-01	4.5794270012e+00
9.9357177359e-01	4.5791105941e+00
9.9356845709e-01	4.5788904207e+00
9.9356514295e-01	4.5787143519e+00
9.9356183073e-01	4.5785630785e+00
9.9355852631e-01	4.5784193822e+00
9.9355522470e-01	4.5782915627e+00
9.9355192685e-01	4.5781808408e+00
9.9354863482e-01	4.5780927390e+00
9.9354535999e-01	4.5780371400e+00
9.9354210512e-01	4.5780495551e+00
9.9353888526e-01	4.5781836444e+00
9.9353573253e-01	4.5785446136e+00
9.9353272731e-01	4.5793901385e+00
9.9352998281e-01	4.5811408875e+00
9.9352798511e-01	4.5840481132e+00
9.9352680699e-01	4.5888050073e+00
9.9352668075e-01	4.5965630479e+00
9.9352763073e-01	4.6091353185e+00
9.9352542786e-01	4.6298270395e+00
9.9333008885e-01	4.6433365063e+00
9.9327147000e-01	4.6432789233e+00
9.9321303950e-01	4.6431884260e+00
9.9315460438e-01	4.6430589897e+00
9.9309571312e-01	4.6428923962e+00
9.9303670225e-01	4.6426935781e+00
9.9297679894e-01	4.6424675425e+00
9.9291675822e-01	4.6422184603e+00
9.9285626584e-01	4.6419496303e+00
9.9279439804e-01	4.6416636473e+00
9.9273172082e-01	4.6413625740e+00
9.9266863152e-01	4.6410480796e+00
9.9260460335e-01	4.6407215400e+00
9.9254035809e-01	4.6403841056e+00
9.9247589144e-01	4.6400367557e+00
9.9241038327e-01	4.6396803360e+00
9.9234339272e-01	4.6393155856e+00
9.9227610512e-01	4.6389431561e+00
9.9220822459e-01	4.6385636329e+00
9.9213942258e-01	4.6381775460e+00
9.9206933837e-01	4.6377853802e+00
9.9199763462e-01	4.6373875840e+00
9.9192480605e-01	4.6369845753e+00
9.9185172158e-01	4.6365767461e+00
9.9177838003e-01	4.6361644711e+00
9.9170478002e-01	4.6357481066e+00
9.9163092025e-01	4.6353279946e+00
9.9155679935e-01	4.6349044617e+00
9.9148241592e-01	4.6344778184e+00
9.9140776876e-01	4.6340483574e+00
9.9133285628e-01	4.6336163449e+00
9.9125767467e-01	4.6331820164e+00
9.9118221950e-01	4.6327455629e+00
9.9110648890e-01	4.6323071178e+00
9.9103048319e-01	4.6318667381e+00
9.9095420219e-01	4.6314243818e+00
9.9087764548e-01	4.6309798839e+00
9.9080081144e-01	4.6305329293e+00
9.9072369839e-01	4.6300830222e+00
9.9064630535e-01	4.6296294646e+00
9.9056863082e-01	4.6291713267e+00
9.9049067197e-01	4.6287074347e+00
9.9041242935e-01	4.6282363664e+00
9.9033389826e-01	4.6277564544e+00
9.9025507953e-01	4.6272658003e+00
9.9017597064e-01	4.6267623082e+00
9.9009656812e-01	4.6262437202e+00
9.9001687307e-01	4.6257076659e+00
9.8993688028e-01	4.6251517097e+00
9.8985659006e-01	4.6245734094e+00
9.8977600018e-01	4.6239703732e+00
9.8969510716e-01	4.6233403215e+00
9.8961391191e-01	4.6226811566e+00
9.8953240880e-01	4.6219910276e+00
9.8945059950e-01	4.6212684067e+00
9.8936847882e-01	4.6205121570e+00
9.8928604668e-01	4.6197215966e+00
9.8920330054e-01	4.6188965357e+00
9.8912023698e-01	4.6180373085e+00
9.8903685225e-01	4.6171447578e+00
9.8895314326e-01	4.6162202151e+00
9.8886910401e-01	4.6152654354e+00
9.8878474065e-01	4.6142825284e+00
9.8870005724e-01	4.6132738722e+00
9.8861505219e-01	4.6122420255e+00
9.8852972383e-01	4.6111896421e+00
9.8844407054e-01	4.6101193943e+00
9.8835809065e-01	4.6090339091e+00
9.8827178246e-01	4.6079357161e+00
9.8818514430e-01	4.6068272107e+00
9.8809817444e-01	4.6057106286e+00
9.8801087111e-01	4.6045880324e+00
9.8792323247e-01	4.6034613055e+00
9.8783525643e-01	4.6023321538e+00
9.8774694128e-01	4.6012021131e+00
9.8765828510e-01	4.6000725609e+00
9.8756928599e-01	4.5989352958e+00
9.8747994206e-01	4.5977959806e+00
9.8739025138e-01	4.5966605371e+00
9.8730021203e-01	4.5955298372e+00
9.8720982199e-01	4.5944044519e+00
9.8711907883e-01	4.5932826316e+00
9.8702797592e-01	4.5921384506e+00
9.8693646209e-01	4.5906890724e+00
9.8692909068e-01	4.5862363533e+00
9.8692522943e-01	4.5820030598e+00
9.8692164813e-01	4.5800768704e+00
9.8691811017e-01	4.5787439443e+00
9.8691460519e-01	4.5779449869e+00
9.8691112076e-01	4.5774751514e+00
9.8690764910e-01	4.5771725275e+00
9.8690418407e-01	4.5769555970e+00
9.8690072355e-01	4.5767790452e+00
9.8689726693e-01	4.5766257304e+00
9.8689381783e-01	4.5764792904e+00
9.8689037435e-01	4.5763489355e+00
9.8688693889e-01	4.5762361363e+00
9.8688351598e-01	4.5761470691e+00
9.8688012174e-01	4.5760927716e+00
9.8687677004e-01	4.5761118769e+00
9.8687349502e-01	4.5762622982e+00
9.8687036827e-01	4.5766619168e+00
9.8686755720e-01	4.5775889854e+00
9.8686532398e-01	4.5795069204e+00
9.8686425633e-01	4.5826867869e+00
9.8686467423e-01	4.5878875368e+00
9.8686713722e-01	4.5963726309e+00
9.8687185519e-01	4.6101397425e+00
9.8685719090e-01	4.6328572516e+00
9.8673979928e-01	4.6432715338e+00
9.8674245614e-01	4.6433045361e+00
9.8674511398e-01	4.6433380635e+00
9.8674735839e-01	4.6433703803e+00
9.8668711816e-01	4.6433280798e+00
9.8662739437e-01	4.6432509283e+00
9.8656786710e-01	4.6431334695e+00
9.8650792022e-01	4.6429718859e+00
9.8644774004e-01	4.6427705845e+00
9.8638694210e-01	4.6425360252e+00
9.8632563692e-01	4.6422739201e+00
9.8626417415e-01	4.6419887445e+00
9.8620133077e-01	4.6416839254e+00
9.8613726646e-01	4.6413621096e+00
