config,Phi_global,H2O_vmr,CO2_vmr,O2_vmr,H2_vmr,CH4_vmr,CO_vmr,N2_vmr,S2_vmr,SO2_vmr,H2S_vmr,P_surf,fO2_shift_IW_derived,O_kg_total,O_res
S2_m5_IWp1_fixed,3.2292208345e-01,3.6408455606e-02,3.2986956120e-01,7.4439458907e-06,9.9355485202e-03,7.5756448701e-09,6.1453850175e-01,7.9854673906e-03,2.6597803637e-05,1.0584583661e-03,1.6955676047e-04,5.4287807932e+02,1.0000000000e+00,1.9595182896e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2222087631e-01,3.6549932909e-02,3.3026265095e-01,7.0234565316e-06,9.9783598362e-03,7.8238708389e-09,6.1398998502e-01,7.9839093358e-03,2.6117416508e-05,1.0311136707e-03,1.7049336406e-04,5.4308268798e+02,1.0000000000e+00,1.9595250234e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2153148705e-01,3.6646759893e-02,3.3066447263e-01,6.6275947823e-06,1.0008985092e-02,8.0757477596e-09,6.1348849480e-01,7.9834963242e-03,2.5627195258e-05,1.0038941903e-03,1.7122309702e-04,5.4392952737e+02,1.0000000000e+00,1.9595451696e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2671651090e-01,3.6510733186e-02,3.3070448821e-01,6.7065181493e-06,9.9716429206e-03,7.8615480414e-09,6.1361914281e-01,7.9839626583e-03,2.5554222054e-05,1.0078802053e-03,1.6947647518e-04,5.3890351267e+02,1.0000000000e+00,1.9595699065e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2672920205e-01,3.6508527378e-02,3.3063092695e-01,6.7703525176e-06,9.9703362479e-03,7.8296650293e-09,6.1369161906e-01,7.9838106368e-03,2.5645357052e-05,1.0124779216e-03,1.6947381098e-04,5.3889807108e+02,1.0000000000e+00,1.9595627168e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2673829984e-01,3.6507132021e-02,3.3053943838e-01,6.8500206362e-06,9.9690880492e-03,7.7910746645e-09,6.1378004217e-01,7.9835965778e-03,2.5759279216e-05,1.0182018695e-03,1.6947996473e-04,5.3889315454e+02,1.0000000000e+00,1.9595534314e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2674554756e-01,3.6506137365e-02,3.3044157304e-01,6.9360441486e-06,9.9678946557e-03,7.7503479049e-09,6.1387396858e-01,7.9833581491e-03,2.5881692405e-05,1.0243494540e-03,1.6948999319e-04,5.3888860867e+02,1.0000000000e+00,1.9595433606e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2675154319e-01,3.6505402885e-02,3.3034136469e-01,7.0250948479e-06,9.9667553915e-03,7.7090743516e-09,6.1396974877e-01,7.9831084659e-03,2.6007593623e-05,1.0306745510e-03,1.6950218978e-04,5.3888438050e+02,1.0000000000e+00,1.9595329619e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2675647320e-01,3.6504884470e-02,3.3024013004e-01,7.1160892751e-06,9.9656704949e-03,7.6677706058e-09,6.1406618929e-01,7.9828517791e-03,2.6135349497e-05,1.0370967501e-03,1.6951601016e-04,5.3888045499e+02,1.0000000000e+00,1.9595223841e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2676038020e-01,3.6504571574e-02,3.3013825910e-01,7.2087202975e-06,9.9646407431e-03,7.6265901911e-09,6.1416293319e-01,7.9825893003e-03,2.6264481461e-05,1.0435925072e-03,1.6953131038e-04,5.3887683140e+02,1.0000000000e+00,1.9595116709e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2676325528e-01,3.6504465630e-02,3.3003581130e-01,7.3029648110e-06,9.9636671325e-03,7.5855585875e-09,6.1425992158e-01,7.9823211548e-03,2.6394926321e-05,1.0501587882e-03,1.6954808891e-04,5.3887351430e+02,1.0000000000e+00,1.9595008280e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2676506841e-01,3.6504572904e-02,3.2993272713e-01,7.3989069490e-06,9.9627508986e-03,7.5446565119e-09,6.1435720205e-01,7.9820470661e-03,2.6526772880e-05,1.0568000924e-03,1.6956639877e-04,5.3887051112e+02,1.0000000000e+00,1.9594898473e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2676577900e-01,3.6504902049e-02,3.2982888799e-01,7.4966892401e-06,9.9618934091e-03,7.5038433590e-09,6.1445487484e-01,7.9817665569e-03,2.6660187804e-05,1.0635248167e-03,1.6958631969e-04,5.3886783084e+02,1.0000000000e+00,1.9594787138e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2676533905e-01,3.6505463323e-02,3.2972414886e-01,7.5964852383e-06,9.9610962541e-03,7.4630701773e-09,6.1455306297e-01,7.9814790492e-03,2.6795374971e-05,1.0703432449e-03,1.6960794677e-04,5.3886548404e+02,1.0000000000e+00,1.9594674094e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2676369444e-01,3.6506268291e-02,3.2961834461e-01,7.6984954041e-06,9.9603612269e-03,7.4222822321e-09,6.1465190650e-01,7.9811838856e-03,2.6932568065e-05,1.0772671927e-03,1.6963138729e-04,5.3886348273e+02,1.0000000000e+00,1.9594559132e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2676078497e-01,3.6507329808e-02,3.2951129140e-01,7.8029473753e-06,9.9596903364e-03,7.3814197538e-09,6.1475156122e-01,7.9808803334e-03,2.7072029449e-05,1.0843099616e-03,1.6965676020e-04,5.3886184044e+02,1.0000000000e+00,1.9594442019e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2675655409e-01,3.6508660029e-02,3.2940279397e-01,7.9100912667e-06,9.9590853242e-03,7.3404197548e-09,6.1485219423e-01,7.9805676398e-03,2.7214040979e-05,1.0914859312e-03,1.6968418069e-04,5.3886056977e+02,1.0000000000e+00,1.9594322512e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2675119325e-01,3.6510220961e-02,3.2929266597e-01,8.0202037601e-06,9.9585341681e-03,7.2991944761e-09,6.1495402648e-01,7.9802459891e-03,2.7358870156e-05,1.0988100406e-03,1.6971340675e-04,5.3885961629e+02,1.0000000000e+00,1.9594200496e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2674478597e-01,3.6512001179e-02,3.2917959815e-01,8.1347157296e-06,9.9580222870e-03,7.2572485857e-09,6.1505830272e-01,7.9799120815e-03,2.7508277856e-05,1.1063727732e-03,1.6974456732e-04,5.3885893150e+02,1.0000000000e+00,1.9594074583e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2673691818e-01,3.6514092285e-02,3.2906162406e-01,8.2557719075e-06,9.9575580450e-03,7.2139133161e-09,6.1516675500e-01,7.9795589581e-03,2.7664947681e-05,1.1143097442e-03,1.6977862271e-04,5.3885859111e+02,1.0000000000e+00,1.9593942415e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2672738044e-01,3.6516525760e-02,3.2894118776e-01,8.3810076187e-06,9.9571722148e-03,7.1701531967e-09,6.1527703751e-01,7.9791925271e-03,2.7825719688e-05,1.1224602359e-03,1.6981538663e-04,5.3885870853e+02,1.0000000000e+00,1.9593806530e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2671604941e-01,3.6519327620e-02,3.2881796251e-01,8.5108920313e-06,9.9568694403e-03,7.1258751564e-09,6.1538942103e-01,7.9788114115e-03,2.7991088997e-05,1.1308497397e-03,1.6985508877e-04,5.3885931431e+02,1.0000000000e+00,1.9593666497e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2670262404e-01,3.6522560057e-02,3.2869154678e-01,8.6459836072e-06,9.9566637834e-03,7.0809825717e-09,6.1550420065e-01,7.9784133678e-03,2.8161667948e-05,1.1395090137e-03,1.6989822562e-04,5.3886048659e+02,1.0000000000e+00,1.9593521717e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2667265669e-01,3.6529149487e-02,3.2856017406e-01,8.7869148466e-06,9.9573493182e-03,7.0365239347e-09,6.1561937736e-01,7.9779402423e-03,2.8340402174e-05,1.1485165918e-03,1.6996581017e-04,5.3886612739e+02,1.0000000000e+00,1.9593363169e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2663981607e-01,3.6536332227e-02,3.2842448922e-01,8.9346106688e-06,9.9581680139e-03,6.9911585087e-09,6.1573778777e-01,7.9774441600e-03,2.8526082819e-05,1.1578806485e-03,1.7003814530e-04,5.3887253555e+02,1.0000000000e+00,1.9593198231e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2660370487e-01,3.6544191563e-02,3.2828370506e-01,9.0901826528e-06,9.9591367512e-03,6.9446749244e-09,6.1586005852e-01,7.9769214324e-03,2.8719907583e-05,1.1676622180e-03,1.7011593160e-04,5.3887981202e+02,1.0000000000e+00,1.9593025819e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2656381761e-01,3.6552833538e-02,3.2813680647e-01,9.2550693418e-06,9.9602769387e-03,6.8968009318e-09,6.1598699929e-01,7.9763673267e-03,2.8923422774e-05,1.1779401665e-03,1.7020006252e-04,5.3888808508e+02,1.0000000000e+00,1.9592844540e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2651950144e-01,3.6562395178e-02,3.2798246684e-01,9.4311627634e-06,9.9616161556e-03,6.8471816673e-09,6.1611966976e-01,7.9757756832e-03,2.9138653635e-05,1.1888178993e-03,1.7029169401e-04,5.3889752065e+02,1.0000000000e+00,1.9592652574e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2646990209e-01,3.6573055809e-02,3.2781894001e-01,9.6209803219e-06,9.9631904829e-03,6.7953527220e-09,6.1625946524e-01,7.9751384083e-03,2.9368276390e-05,1.2004322472e-03,1.7039233884e-04,5.3890833647e+02,1.0000000000e+00,1.9592447529e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2640813001e-01,3.6586221622e-02,3.2764336395e-01,9.8279193444e-06,9.9653658901e-03,6.7411524770e-09,6.1640728848e-01,7.9744220378e-03,2.9616833240e-05,1.2129854645e-03,1.7051237928e-04,5.3892237872e+02,1.0000000000e+00,1.9592222812e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2633677393e-01,3.6601380386e-02,3.2745275131e-01,1.0056953436e-05,9.9679783501e-03,6.6833493168e-09,6.1656654172e-01,7.9736276019e-03,2.9888857241e-05,1.2267316657e-03,1.7064858311e-04,5.3893892470e+02,1.0000000000e+00,1.9591976286e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2625465770e-01,3.6618801691e-02,3.2723848066e-01,1.0320354449e-05,9.9710349030e-03,6.6192665821e-09,6.1674489719e-01,7.9727264251e-03,3.0197249038e-05,1.2423437964e-03,1.7080407268e-04,5.3895820973e+02,1.0000000000e+00,1.9591697656e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2615815462e-01,3.6639229904e-02,3.2699800216e-01,1.0623384963e-05,9.9747254483e-03,6.5486648221e-09,6.1694373633e-01,7.9716975971e-03,3.0546738202e-05,1.2600614202e-03,1.7098439313e-04,5.3898124704e+02,1.0000000000e+00,1.9591382112e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2604237789e-01,3.6663690685e-02,3.2672177223e-01,1.0981460665e-05,9.9792631894e-03,6.4691748397e-09,6.1717058084e-01,7.9704957855e-03,3.0952601545e-05,1.2806736583e-03,1.7119805880e-04,5.3900932894e+02,1.0000000000e+00,1.9591016334e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2590051848e-01,3.6693615277e-02,3.2639594446e-01,1.1418138963e-05,9.9849440084e-03,6.3774179392e-09,6.1743638348e-01,7.9690560631e-03,3.1437407144e-05,1.3053540379e-03,1.7145696492e-04,5.3904428214e+02,1.0000000000e+00,1.9590581054e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2572365294e-01,3.6730880565e-02,3.2600212207e-01,1.1967623080e-05,9.9921596846e-03,6.2691069764e-09,6.1775565037e-01,7.9672921516e-03,3.2032150788e-05,1.3357301773e-03,1.7177660617e-04,5.3908856959e+02,1.0000000000e+00,1.9590050538e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2550936998e-01,3.6776055917e-02,3.2551402117e-01,1.2684907069e-05,1.0000896687e-02,6.1373730959e-09,6.1815161967e-01,7.9651181259e-03,3.2782204442e-05,1.3742708093e-03,1.7216384259e-04,5.3914301073e+02,1.0000000000e+00,1.9589392743e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2527978934e-01,3.6824552550e-02,3.2494942554e-01,1.3569329526e-05,1.0010070153e-02,5.9872620827e-09,6.1861292969e-01,7.9626622541e-03,3.3667349967e-05,1.4201563056e-03,1.7258244551e-04,5.3920227887e+02,1.0000000000e+00,1.9588637071e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2506856997e-01,3.6869212714e-02,3.2439945431e-01,1.4489991295e-05,1.0018403326e-02,5.8440074410e-09,6.1906402822e-01,7.9603067512e-03,3.4548086030e-05,1.4662054173e-03,1.7296903936e-04,5.3925797515e+02,1.0000000000e+00,1.9587903279e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2489183724e-01,3.6906581147e-02,3.2392303538e-01,1.5337087930e-05,1.0025346204e-02,5.7225955066e-09,6.1945523571e-01,7.9582819184e-03,3.5326099503e-05,1.5071840494e-03,1.7329221074e-04,5.3930562058e+02,1.0000000000e+00,1.9587267744e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2474751633e-01,3.6937097182e-02,3.2351842351e-01,1.6094893481e-05,1.0030971479e-02,5.6212924272e-09,6.1978810166e-01,7.9565780708e-03,3.5997863751e-05,1.5428005972e-03,1.7355620403e-04,5.3934533312e+02,1.0000000000e+00,1.9586728710e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2462587064e-01,3.6962792219e-02,3.2317758992e-01,1.6761106417e-05,1.0035753083e-02,5.5376110276e-09,6.2006786413e-01,7.9551385761e-03,3.6571839822e-05,1.5733747345e-03,1.7377723219e-04,5.3937939585e+02,1.0000000000e+00,1.9586273165e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2452062638e-01,3.6984997428e-02,3.2288608036e-01,1.7351661595e-05,1.0039938961e-02,5.4673193912e-09,6.2030638038e-01,7.9539000703e-03,3.7068725206e-05,1.5999394577e-03,1.7396696882e-04,5.3940928916e+02,1.0000000000e+00,1.9585881943e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2442724764e-01,3.7004678515e-02,3.2263111364e-01,1.7884285235e-05,1.0043696661e-02,5.4068261777e-09,6.2051431087e-01,7.9528097164e-03,3.7507885258e-05,1.6234893891e-03,1.7413405619e-04,5.3943612679e+02,1.0000000000e+00,1.9585538366e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2434256898e-01,3.7022508963e-02,3.2240358640e-01,1.8372553347e-05,1.0047143319e-02,5.3536345374e-09,6.2069924261e-01,7.9518299770e-03,3.7903412819e-05,1.6447541851e-03,1.7428450167e-04,5.3946070580e+02,1.0000000000e+00,1.9585230530e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2426430352e-01,3.7038974637e-02,3.2219704971e-01,1.8826552228e-05,1.0050365176e-02,5.3060122724e-09,6.2086652754e-01,7.9509340245e-03,3.8265444969e-05,1.6642610313e-03,1.7442260105e-04,5.3948361363e+02,1.0000000000e+00,1.9584949951e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2419115417e-01,3.7054352958e-02,3.2200677260e-01,1.9254108408e-05,1.0053404435e-02,5.2626773488e-09,6.2102018170e-01,7.9501035265e-03,3.8601502410e-05,1.6824057009e-03,1.7455092232e-04,5.3950518581e+02,1.0000000000e+00,1.9584690568e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2412195405e-01,3.7068895764e-02,3.2182583523e-01,1.9669406421e-05,1.0056284700e-02,5.2218320530e-09,6.2116621264e-01,7.9493140019e-03,3.8923252894e-05,1.6998211450e-03,1.7467199992e-04,5.3952576823e+02,1.0000000000e+00,1.9584443740e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2405529351e-01,3.7082895032e-02,3.2165498814e-01,2.0069129947e-05,1.0059088625e-02,5.1837252937e-09,6.2130360516e-01,7.9485626580e-03,3.9229111606e-05,1.7164030144e-03,1.7478791724e-04,5.3954570901e+02,1.0000000000e+00,1.9584209744e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2399046049e-01,3.7096501537e-02,3.2149249280e-01,2.0456207723e-05,1.0061845259e-02,5.1479117777e-09,6.2143377201e-01,7.9478418782e-03,3.9521887580e-05,1.7322978428e-03,1.7489996455e-04,5.3956519737e+02,1.0000000000e+00,1.9583986233e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2392689251e-01,3.7109834648e-02,3.2133675915e-01,2.0833555776e-05,1.0064576424e-02,5.1139877977e-09,6.2155802354e-01,7.9471449929e-03,3.9804204116e-05,1.7476442736e-03,1.7500917927e-04,5.3958438674e+02,1.0000000000e+00,1.9583771096e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2386413932e-01,3.7122989909e-02,3.2118652706e-01,2.1203550663e-05,1.0067299764e-02,5.0816366154e-09,6.2167739563e-01,7.9464666913e-03,4.0078157565e-05,1.7625533739e-03,1.7511638771e-04,5.3960340116e+02,1.0000000000e+00,1.9583562654e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2380183245e-01,3.7136045502e-02,3.2104077686e-01,2.1568175378e-05,1.0070029872e-02,5.0506046677e-09,6.2179272418e-01,7.9458026533e-03,4.0345459634e-05,1.7771160762e-03,1.7522226238e-04,5.3962234328e+02,1.0000000000e+00,1.9583359547e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2373966713e-01,3.7149066104e-02,3.2089867460e-01,2.1929103895e-05,1.0072778950e-02,5.0206867344e-09,6.2190469094e-01,7.9451493266e-03,4.0607523218e-05,1.7914076438e-03,1.7532735663e-04,5.3964129890e+02,1.0000000000e+00,1.9583160655e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2367738697e-01,3.7162106137e-02,3.2075952726e-01,2.2287776410e-05,1.0075557380e-02,4.9917141857e-09,6.2201386063e-01,7.9445037417e-03,4.0865534290e-05,1.8054914414e-03,1.7543213332e-04,5.3966034107e+02,1.0000000000e+00,1.9582965049e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2361477280e-01,3.7175212147e-02,3.2062274995e-01,2.2645455764e-05,1.0078374151e-02,4.9635464463e-09,6.2212070821e-01,7.9438633765e-03,4.1120504911e-05,1.8194217222e-03,1.7553698580e-04,5.3967953302e+02,1.0000000000e+00,1.9582771939e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2355163392e-01,3.7188424643e-02,3.2048784076e-01,2.3003272565e-05,1.0081237184e-02,4.9360645325e-09,6.2222563969e-01,7.9432260516e-03,4.1373314396e-05,1.8332458003e-03,1.7564225399e-04,5.3969893054e+02,1.0000000000e+00,1.9582580645e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2348780126e-01,3.7201779564e-02,3.2035436090e-01,2.3362262550e-05,1.0084153600e-02,4.9091660462e-09,6.2232900846e-01,7.9425898473e-03,4.1624742197e-05,1.8470057948e-03,1.7574823714e-04,5.3971858384e+02,1.0000000000e+00,1.9582390572e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2342312949e-01,3.7215307850e-02,3.2022191935e-01,2.3723398967e-05,1.0087129504e-02,4.8827607426e-09,6.2243112995e-01,7.9419530670e-03,4.1875493280e-05,1.8607400431e-03,1.7585519236e-04,5.3973853707e+02,1.0000000000e+00,1.9582201190e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2335802551e-01,3.7228925480e-02,3.2008944005e-01,2.4089872239e-05,1.0090135963e-02,4.8565550907e-09,6.2253307466e-01,7.9413139650e-03,4.2127540504e-05,1.8745641633e-03,1.7596259251e-04,5.3975870009e+02,1.0000000000e+00,1.9582011404e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2329211860e-01,3.7242710439e-02,3.1995484726e-01,2.4467809964e-05,1.0093183235e-02,4.8300897043e-09,6.2263660451e-01,7.9406648941e-03,4.2384826648e-05,1.8887006142e-03,1.7607113775e-04,5.3977921637e+02,1.0000000000e+00,1.9581818546e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2322496011e-01,3.7256755845e-02,3.1982028277e-01,2.4850980507e-05,1.0096308398e-02,4.8039064518e-09,6.2273968251e-01,7.9400106647e-03,4.2643378518e-05,1.9029192676e-03,1.7618134830e-04,5.3980016613e+02,1.0000000000e+00,1.9581624976e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2315642010e-01,3.7271089319e-02,3.1968541289e-01,2.5240426081e-05,1.0099517232e-02,4.7779351931e-09,6.2284257250e-01,7.9393497834e-03,4.2903843271e-05,1.9172561559e-03,1.7629344457e-04,5.3982159222e+02,1.0000000000e+00,1.9581430233e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2308635459e-01,3.7285741421e-02,3.1954984159e-01,2.5637437550e-05,1.0102816065e-02,4.7520943541e-09,6.2294558930e-01,7.9386805089e-03,4.3167000621e-05,1.9317550191e-03,1.7640766986e-04,5.3984354363e+02,1.0000000000e+00,1.9581233774e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2301449098e-01,3.7300769568e-02,3.1941253080e-01,2.6045363043e-05,1.0106215355e-02,4.7261676545e-09,6.2304958619e-01,7.9379986641e-03,4.3434887955e-05,1.9465311221e-03,1.7652449707e-04,5.3986612040e+02,1.0000000000e+00,1.9581034216e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2293937174e-01,3.7316478422e-02,3.1926612842e-01,2.6487595551e-05,1.0109761364e-02,4.6986020916e-09,6.2316073597e-01,7.9372764345e-03,4.3721861059e-05,1.9624002991e-03,1.7664654242e-04,5.3988989957e+02,1.0000000000e+00,1.9580821984e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2294383835e-01,3.7315518338e-02,3.1909524706e-01,2.7041486548e-05,1.0108641196e-02,4.6596614525e-09,6.2331416274e-01,7.9367708535e-03,4.4052871953e-05,1.9815539536e-03,1.7664926985e-04,5.3989295502e+02,1.0000000000e+00,1.9580617420e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2297353951e-01,3.7309291594e-02,3.1904234312e-01,2.7224055096e-05,1.0106677949e-02,4.6455346159e-09,6.2336895525e-01,7.9367180260e-03,4.4153935685e-05,1.9876670207e-03,1.7660719967e-04,5.3988630066e+02,1.0000000000e+00,1.9580567350e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2300315413e-01,3.7303083667e-02,3.1899464635e-01,2.7390553242e-05,1.0104746969e-02,4.6326258056e-09,6.2341907320e-01,7.9366806811e-03,4.4245014239e-05,1.9932071019e-03,1.7656494726e-04,5.3987955510e+02,1.0000000000e+00,1.9580523513e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2302818577e-01,3.7297834988e-02,3.1894871445e-01,2.7550705694e-05,1.0103087729e-02,4.6204963899e-09,6.2346642082e-01,7.9366317972e-03,4.4333073325e-05,1.9985357452e-03,1.7652949814e-04,5.3987401403e+02,1.0000000000e+00,1.9580479631e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2304944227e-01,3.7293376244e-02,3.1890472018e-01,2.7704075504e-05,1.0101654693e-02,4.6091173029e-09,6.2351105545e-01,7.9365748900e-03,4.4417710993e-05,2.0036362300e-03,1.7649962295e-04,5.3986945290e+02,1.0000000000e+00,1.9580436296e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2306995744e-01,3.7289073208e-02,3.1886390038e-01,2.7847359819e-05,1.0100280603e-02,4.5985287221e-09,6.2355266324e-01,7.9365249012e-03,4.4496295280e-05,2.0083827051e-03,1.7647068035e-04,5.3986501916e+02,1.0000000000e+00,1.9580396439e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2309469728e-01,3.7283887314e-02,3.1882480834e-01,2.7986874210e-05,1.0098674747e-02,4.5880335656e-09,6.2359381573e-01,7.9364956164e-03,4.4571318246e-05,2.0129644630e-03,1.7643525045e-04,5.3985941220e+02,1.0000000000e+00,1.9580360643e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2312127707e-01,3.7278317475e-02,3.1878700307e-01,2.8123283908e-05,1.0096971114e-02,4.5777119453e-09,6.2363428934e-01,7.9364769384e-03,4.4643785317e-05,2.0174179718e-03,1.7639696219e-04,5.3985328554e+02,1.0000000000e+00,1.9580327254e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2314673823e-01,3.7272982224e-02,3.1875035984e-01,2.8256007010e-05,1.0095337870e-02,4.5677554315e-09,6.2367343141e-01,7.9364576431e-03,4.4714124062e-05,2.0217407945e-03,1.7636029046e-04,5.3984743833e+02,1.0000000000e+00,1.9580294730e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2317690809e-01,3.7266663761e-02,3.1871416977e-01,2.8389304650e-05,1.0093439165e-02,4.5575733625e-09,6.2371337697e-01,7.9364569105e-03,4.4783342002e-05,2.0260447838e-03,1.7631647967e-04,5.3984032076e+02,1.0000000000e+00,1.9580264949e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2320693378e-01,3.7260376740e-02,3.1867913045e-01,2.8519198761e-05,1.0091555269e-02,4.5476794017e-09,6.2375225328e-01,7.9364591005e-03,4.4850376646e-05,2.0302235397e-03,1.7627282276e-04,5.3983321929e+02,1.0000000000e+00,1.9580236477e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2323467822e-01,3.7254567835e-02,3.1864595227e-01,2.8642489078e-05,1.0089811410e-02,4.5383843403e-09,6.2378887878e-01,7.9364585788e-03,4.4913959839e-05,2.0341832013e-03,1.7623251128e-04,5.3982668730e+02,1.0000000000e+00,1.9580209173e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2326002101e-01,3.7249262183e-02,3.1861480079e-01,2.8758476751e-05,1.0088215126e-02,4.5297290034e-09,6.2382307681e-01,7.9364554258e-03,4.4973762559e-05,2.0379029837e-03,1.7619572038e-04,5.3982074889e+02,1.0000000000e+00,1.9580183175e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2327520557e-01,3.7246082698e-02,3.1859316557e-01,2.8838498713e-05,1.0087244704e-02,4.5239068630e-09,6.2384619965e-01,7.9364443341e-03,4.5015488636e-05,2.0404766920e-03,1.7617380747e-04,5.3981726955e+02,1.0000000000e+00,1.9580163932e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2327219832e-01,3.7246710822e-02,3.1859073727e-01,2.8845940883e-05,1.0087404590e-02,4.5236010219e-09,6.2384757780e-01,7.9364258020e-03,4.5020484646e-05,2.0407402686e-03,1.7617845362e-04,5.3981812563e+02,1.0000000000e+00,1.9580159459e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2324964269e-01,3.7251430750e-02,3.1860820614e-01,2.8777910856e-05,1.0088775563e-02,4.5290603380e-09,6.2382624864e-01,7.9363969850e-03,4.4987467510e-05,2.0386061354e-03,1.7621167912e-04,5.3982365776e+02,1.0000000000e+00,1.9580169940e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2319990927e-01,3.7261841098e-02,3.1865175161e-01,2.8611112556e-05,1.0091824017e-02,4.5422211988e-09,6.2377474548e-01,7.9363488608e-03,4.4904806483e-05,2.0333291906e-03,1.7628471149e-04,5.3983574518e+02,1.0000000000e+00,1.9580199247e+22,0.0000000000e+00
S2_m5_IWp1_fixed,3.2310855072e-01,3.7280972507e-02,3.1873337157e-01,2.8301537473e-05,1.0097436880e-02,4.5668685144e-09,6.2367864542e-01,7.9362650659e-03,4.4750021372e-05,2.0234783531e-03,1.7641879693e-04,5.3985796075e+02,1.0000000000e+00,1.9580255050e+22,0.0000000000e+00
