config,Phi_global,H2O_vmr,CO2_vmr,O2_vmr,H2_vmr,CH4_vmr,CO_vmr,N2_vmr,S2_vmr,SO2_vmr,H2S_vmr,P_surf,fO2_shift_IW_derived,O_kg_total,O_res
S2_m5_IWp3_fixed,4.0792558514e-01,2.4579266346e-02,7.3898014498e-01,6.0920026819e-03,6.6421508646e-04,3.7576060418e-13,1.4920967284e-01,9.4027301188e-03,3.6400070134e-06,7.1065385266e-02,2.9363745878e-06,5.6661973539e+02,3.0000000000e+00,2.1776349113e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0795186698e-01,2.4576083190e-02,7.3894577854e-01,6.1135057887e-03,6.6412546589e-04,3.7516874065e-13,1.4922336837e-01,9.4026025481e-03,3.6330172339e-06,7.1067965448e-02,2.9313320843e-06,5.6662055198e+02,3.0000000000e+00,2.1776399142e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0797987203e-01,2.4572719995e-02,7.3891101122e-01,6.1353550344e-03,6.6403096399e-04,3.7456557237e-13,1.4923723917e-01,9.4024817450e-03,3.6259551213e-06,7.1070603403e-02,2.9262182495e-06,5.6662077255e+02,3.0000000000e+00,2.1776450115e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0800716968e-01,2.4569451131e-02,7.3887772446e-01,6.1563321964e-03,6.6393919424e-04,3.7398767700e-13,1.4925050740e-01,9.4023687358e-03,3.6192115152e-06,7.1073130053e-02,2.9213276661e-06,5.6662078464e+02,3.0000000000e+00,2.1776499106e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0803361104e-01,2.4566288458e-02,7.3884571302e-01,6.1765499009e-03,6.6385045383e-04,3.7343267140e-13,1.4926324829e-01,9.4022609422e-03,3.6127453781e-06,7.1075553263e-02,2.9166347206e-06,5.6662072536e+02,3.0000000000e+00,2.1776546350e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0806100816e-01,2.4563020550e-02,7.3881312449e-01,6.1971873989e-03,6.6375883729e-04,3.7286716194e-13,1.4927620859e-01,9.4021538347e-03,3.6061788139e-06,7.1078021975e-02,2.9118617062e-06,5.6662046762e+02,3.0000000000e+00,2.1776594627e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0808732288e-01,2.4559880091e-02,7.3878171053e-01,6.2171132637e-03,6.6367081240e-04,3.7232396014e-13,1.4928867490e-01,9.4020497650e-03,3.5998701145e-06,7.1080387214e-02,2.9072761250e-06,5.6662027196e+02,3.0000000000e+00,2.1776641237e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0811133660e-01,2.4557005916e-02,7.3875250156e-01,6.2356549354e-03,6.6359023180e-04,3.7182217844e-13,1.4930023116e-01,9.4019500406e-03,3.5940266877e-06,7.1082562815e-02,2.9030333190e-06,5.6662029787e+02,3.0000000000e+00,2.1776684573e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0813291211e-01,2.4554413560e-02,7.3872560709e-01,6.2527340133e-03,6.6351752093e-04,3.7136359297e-13,1.4931083739e-01,9.4018547949e-03,3.5886668745e-06,7.1084541549e-02,2.8991474061e-06,5.6662056257e+02,3.0000000000e+00,2.1776724438e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0814526402e-01,2.4552883317e-02,7.3870723247e-01,6.2643276751e-03,6.6347437665e-04,3.7106120633e-13,1.4931800066e-01,9.4017751936e-03,3.5850380316e-06,7.1085818452e-02,2.8965455321e-06,5.6662178713e+02,3.0000000000e+00,2.1776751261e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0813677919e-01,2.4553752312e-02,7.3870809501e-01,6.2634865142e-03,6.6349798272e-04,3.7110952055e-13,1.4931742236e-01,9.4017311869e-03,3.5852903508e-06,7.1085526247e-02,2.8968249175e-06,5.6662516742e+02,3.0000000000e+00,2.1776748502e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0810051918e-01,2.4557849768e-02,7.3873652354e-01,6.2449126295e-03,6.6361157265e-04,3.7165183094e-13,1.4930580894e-01,9.4017506986e-03,3.5910870746e-06,7.1083044289e-02,2.9011950121e-06,5.6663073326e+02,3.0000000000e+00,2.1776703764e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0802737493e-01,2.4566203914e-02,7.3879949086e-01,6.2041468811e-03,6.6384371823e-04,3.7282685543e-13,1.4928023384e-01,9.4018364594e-03,3.6039116730e-06,7.1077723356e-02,2.9107729538e-06,5.6663997977e+02,3.0000000000e+00,2.1776606310e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0789861736e-01,2.4580968640e-02,7.3891380520e-01,6.1306596956e-03,6.6425458073e-04,3.7495944533e-13,1.4923367525e-01,9.4020138526e-03,3.6273632270e-06,7.1068060893e-02,2.9282258601e-06,5.6665513762e+02,3.0000000000e+00,2.1776431111e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0768338624e-01,2.4605716289e-02,7.3910832968e-01,6.0068545830e-03,6.6494440078e-04,3.7862183546e-13,1.4915382137e-01,9.4023312153e-03,3.6678628142e-06,7.1051370001e-02,2.9582813395e-06,5.6667961361e+02,3.0000000000e+00,2.1776136537e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0733423279e-01,2.4646034342e-02,7.3943274941e-01,5.8038438108e-03,6.6607149990e-04,3.8482967597e-13,1.4901886084e-01,9.4028976350e-03,3.7371160071e-06,7.1022789541e-02,3.0094460181e-06,5.6671717771e+02,3.0000000000e+00,2.1775654953e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0678559287e-01,2.4710098159e-02,7.3998393341e-01,5.4695185191e-03,6.6787369392e-04,3.9559352080e-13,1.4878502964e-01,9.4040667565e-03,3.8596600572e-06,7.0972514650e-02,3.0990860034e-06,5.6676437894e+02,3.0000000000e+00,2.1774867219e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0599426571e-01,2.4806176409e-02,7.4101888208e-01,4.8808122476e-03,6.7062784687e-04,4.1611950346e-13,1.4833407907e-01,9.4075033984e-03,4.1061511289e-06,7.0874531325e-02,3.2749364479e-06,5.6675756409e+02,3.0000000000e+00,2.1773504840e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0512044207e-01,2.4929591722e-02,7.4340433105e-01,3.7067138273e-03,6.7445727657e-04,4.6588420739e-13,1.4723618024e-01,9.4202588837e-03,4.7672711636e-06,7.0619968187e-02,3.7247547837e-06,5.6636408633e+02,3.0000000000e+00,2.1770872780e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0424610015e-01,2.5037728222e-02,7.4472680345e-01,3.1369502165e-03,6.7775599426e-04,5.0073416526e-13,1.4656026089e-01,9.4243724445e-03,5.2158900622e-06,7.0426873878e-02,4.0320554136e-06,5.6633912360e+02,3.0000000000e+00,2.1769542119e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0339148168e-01,2.5135246995e-02,7.4538692553e-01,2.8674426343e-03,6.8061887950e-04,5.2251961959e-13,1.4619198762e-01,9.4236822486e-03,5.4730173595e-06,7.0304401672e-02,4.2143378377e-06,5.6651728617e+02,3.0000000000e+00,2.1768860490e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0269573689e-01,2.5213386627e-02,7.4580383807e-01,2.7026564219e-03,6.8289027071e-04,5.3809430395e-13,1.4594791157e-01,9.4222195195e-03,5.6487300786e-06,7.0217100399e-02,4.3412487902e-06,5.6670103566e+02,3.0000000000e+00,2.1768421791e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0157668401e-01,2.5338646633e-02,7.4638966862e-01,2.4801352332e-03,6.8652114245e-04,5.6216419535e-13,1.4559235779e-01,9.4192040497e-03,5.9131989563e-06,7.0083011775e-02,4.5342921647e-06,5.6702480358e+02,3.0000000000e+00,2.1767803297e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0019287296e-01,2.5474800246e-02,7.4708856950e-01,2.2335566400e-03,6.9051806922e-04,5.9299397412e-13,1.4516367523e-01,9.4176036592e-03,6.2550267014e-06,6.9920233894e-02,4.7803116830e-06,5.6787628498e+02,3.0000000000e+00,2.1767099605e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0294337473e-01,2.5490251179e-02,7.4709359622e-01,2.2412049046e-03,6.9093911722e-04,5.8897796535e-13,1.4516069697e-01,9.4108719849e-03,6.2284117764e-06,6.9901440045e-02,4.7637689731e-06,5.6552799022e+02,3.0000000000e+00,2.1767128588e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0295239197e-01,2.5488853921e-02,7.4705908456e-01,2.2517662986e-03,6.9088673536e-04,5.8785665987e-13,1.4517968578e-01,9.4107014511e-03,6.2127888546e-06,6.9908047561e-02,4.7535092051e-06,5.6553413788e+02,3.0000000000e+00,2.1767154789e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0295692199e-01,2.5487515075e-02,7.4699213469e-01,2.2720986907e-03,6.9082279021e-04,5.8578957390e-13,1.4521588205e-01,9.4102895937e-03,6.1829951313e-06,6.9920332525e-02,4.7342056924e-06,5.6555181461e+02,3.0000000000e+00,2.1767203904e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0295962118e-01,2.5486222557e-02,7.4691376197e-01,2.2960339547e-03,6.9075570274e-04,5.8340387236e-13,1.4525806054e-01,9.4097904193e-03,6.1484267944e-06,6.9934507201e-02,4.7118487287e-06,5.6557367482e+02,3.0000000000e+00,2.1767261257e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0296126521e-01,2.5484971721e-02,7.4683001900e-01,2.3218076330e-03,6.9068788058e-04,5.8088080927e-13,1.4530298335e-01,9.4092482864e-03,6.1118021095e-06,6.9949474788e-02,4.6881702671e-06,5.6559759963e+02,3.0000000000e+00,2.1767322640e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0296204379e-01,2.5483796547e-02,7.4674512278e-01,2.3481545497e-03,6.9062197991e-04,5.7834714389e-13,1.4534838918e-01,9.4086920550e-03,6.0749882016e-06,6.9964476186e-02,4.6643695639e-06,5.6562226646e+02,3.0000000000e+00,2.1767385041e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0296201327e-01,2.5482700821e-02,7.4665983655e-01,2.3748460938e-03,6.9055841496e-04,5.7582546436e-13,1.4539386899e-01,9.4081270811e-03,6.0383198545e-06,6.9979375722e-02,4.6406612593e-06,5.6564742688e+02,3.0000000000e+00,2.1767447921e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0296115252e-01,2.5481688989e-02,7.4657433628e-01,2.4018297132e-03,6.9049737849e-04,5.7332113248e-13,1.4543932577e-01,9.4075543799e-03,6.0018740571e-06,6.9994141182e-02,4.6170954222e-06,5.6567303949e+02,3.0000000000e+00,2.1767511156e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0295941350e-01,2.5480765699e-02,7.4648859269e-01,2.4291159461e-03,6.9043898711e-04,5.7083359670e-13,1.4548477101e-01,9.4069734434e-03,5.9656395760e-06,7.0008775596e-02,4.5936656739e-06,5.6569913524e+02,3.0000000000e+00,2.1767574770e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0295673801e-01,2.5479935706e-02,7.4640250136e-01,2.4567396725e-03,6.9038333200e-04,5.6836022797e-13,1.4553025534e-01,9.4063831981e-03,5.9295743622e-06,7.0023294158e-02,4.5703458262e-06,5.6572577189e+02,3.0000000000e+00,2.1767638841e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0295306280e-01,2.5479203895e-02,7.4631592729e-01,2.4847467875e-03,6.9033049785e-04,5.6589763301e-13,1.4557584482e-01,9.4057823295e-03,5.8936251530e-06,7.0037716337e-02,4.5471024088e-06,5.6575301856e+02,3.0000000000e+00,2.1767703470e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0294832064e-01,2.5478575324e-02,7.4622871679e-01,2.5131907859e-03,6.9028056893e-04,5.6344201390e-13,1.4562161454e-01,9.4051693655e-03,5.8577328281e-06,7.0052063696e-02,4.5238980919e-06,5.6578095189e+02,3.0000000000e+00,2.1767768777e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0294244005e-01,2.5478055315e-02,7.4614070257e-01,2.5421313666e-03,6.9023363395e-04,5.6098933239e-13,1.4566764570e-01,9.4045427079e-03,5.8218348098e-06,7.0066358887e-02,4.5006932312e-06,5.6580965460e+02,3.0000000000e+00,2.1767834891e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0293534398e-01,2.5477649513e-02,7.4605169782e-01,2.5716366400e-03,6.9018978570e-04,5.5853516553e-13,1.4571402862e-01,9.4039005829e-03,5.7858629201e-06,7.0080626453e-02,4.4774444828e-06,5.6583921797e+02,3.0000000000e+00,2.1767901961e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0292694843e-01,2.5477364018e-02,7.4596149475e-01,2.6017839260e-03,6.9014912449e-04,5.5607469577e-13,1.4576086321e-01,9.4032410209e-03,5.7497431869e-06,7.0094892829e-02,4.4541046810e-06,5.6586974284e+02,3.0000000000e+00,2.1767970153e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0291716072e-01,2.5477205477e-02,7.4586985859e-01,2.6326621731e-03,6.9011175910e-04,5.5360257758e-13,1.4580826187e-01,9.4025618029e-03,5.7133938598e-06,7.0109187052e-02,4.4306215514e-06,5.6590134235e+02,3.0000000000e+00,2.1768039657e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0290587760e-01,2.5477181240e-02,7.4577652410e-01,2.6643736298e-03,6.9007781027e-04,5.5111288413e-13,1.4585635090e-01,9.4018604230e-03,5.6767245885e-06,7.0123540977e-02,4.4069371754e-06,5.6593414378e+02,3.0000000000e+00,2.1768110691e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0289298277e-01,2.5477299478e-02,7.4568118437e-01,2.6970382943e-03,6.9004741065e-04,5.4859885377e-13,1.4590527596e-01,9.4011339931e-03,5.6396326966e-06,7.0137990631e-02,4.3829855626e-06,5.6596829319e+02,3.0000000000e+00,2.1768183509e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0287834502e-01,2.5477569347e-02,7.4558348990e-01,2.7307950466e-03,6.9002071014e-04,5.4605292507e-13,1.4595520198e-01,9.4003792215e-03,5.6020036956e-06,7.0152575864e-02,4.3586929600e-06,5.6600395660e+02,3.0000000000e+00,2.1768258405e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0286182369e-01,2.5478000283e-02,7.4548303816e-01,2.7658064366e-03,6.8999785390e-04,5.4346646992e-13,1.4600631833e-01,9.3995923696e-03,5.5637080355e-06,7.0167341660e-02,4.3339755542e-06,5.6604132091e+02,3.0000000000e+00,2.1768335721e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0284338579e-01,2.5478589595e-02,7.4537937495e-01,2.8022623123e-03,6.8997864587e-04,5.4082908353e-13,1.4605884261e-01,9.3987699779e-03,5.5245999619e-06,7.0182341363e-02,4.3087363676e-06,5.6608054189e+02,3.0000000000e+00,2.1768415868e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0282297390e-01,2.5479336279e-02,7.4527198195e-01,2.8403825443e-03,6.8996292324e-04,5.3812926623e-13,1.4611302048e-01,9.3979079572e-03,5.4845173952e-06,7.0197633277e-02,4.2828676935e-06,5.6612180663e+02,3.0000000000e+00,2.1768499318e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0280033074e-01,2.5480236395e-02,7.4515852228e-01,2.8810554351e-03,6.8994985441e-04,5.3530991775e-13,1.4617001204e-01,9.3969884202e-03,5.4426351690e-06,7.0213529915e-02,4.2558298538e-06,5.6616593949e+02,3.0000000000e+00,2.1768588012e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0277498938e-01,2.5481340087e-02,7.4503908724e-01,2.9243061353e-03,6.8994091616e-04,5.3238043654e-13,1.4622971540e-01,9.3960087475e-03,5.3990647408e-06,7.0229967523e-02,4.2276997898e-06,5.6621313129e+02,3.0000000000e+00,2.1768681929e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0274666778e-01,2.5482677019e-02,7.4491370093e-01,2.9701915072e-03,6.8993700616e-04,5.2934721373e-13,1.4629206921e-01,9.3949669830e-03,5.3538891560e-06,7.0246897752e-02,4.1985320615e-06,5.6626351219e+02,3.0000000000e+00,2.1768781141e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0271504580e-01,2.5484268461e-02,7.4478145549e-01,3.0191231521e-03,6.8993850275e-04,5.2619334038e-13,1.4635747790e-01,9.3938544391e-03,5.3068592341e-06,7.0264399874e-02,4.1681628778e-06,5.6631751266e+02,3.0000000000e+00,2.1768886499e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0266815526e-01,2.5487359197e-02,7.4464060982e-01,3.0715494215e-03,6.8997889255e-04,5.2295971563e-13,1.4642625304e-01,9.3925847594e-03,5.2577082327e-06,7.0282263381e-02,4.1366324099e-06,5.6638096775e+02,3.0000000000e+00,2.1768997825e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0261375865e-01,2.5491117393e-02,7.4449050420e-01,3.1280440088e-03,6.9003542703e-04,5.1958326072e-13,1.4649899755e-01,9.3912005541e-03,5.2061356229e-06,7.0300784004e-02,4.1035853865e-06,5.6645066968e+02,3.0000000000e+00,2.1769117081e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0255388117e-01,2.5495312028e-02,7.4432998191e-01,3.1892550793e-03,6.9010161663e-04,5.1602897549e-13,1.4657629904e-01,9.3897054221e-03,5.1518215108e-06,7.0320117203e-02,4.0687612390e-06,5.6652610391e+02,3.0000000000e+00,2.1769245844e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0248795020e-01,2.5499983264e-02,7.4415759804e-01,3.2559145973e-03,6.9017831648e-04,5.1227400015e-13,1.4665875588e-01,9.3880847247e-03,5.0944362462e-06,7.0340351696e-02,4.0319390115e-06,5.6660799999e+02,3.0000000000e+00,2.1769385619e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0241543347e-01,2.5505165803e-02,7.4397184661e-01,3.3288276219e-03,6.9026626393e-04,5.0829596120e-13,1.4674697208e-01,9.3863233771e-03,5.0336673641e-06,7.0361564575e-02,3.9929053564e-06,5.6669709866e+02,3.0000000000e+00,2.1769538072e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0233025393e-01,2.5511479251e-02,7.4377094555e-01,3.4088130117e-03,6.9038209764e-04,5.0410387985e-13,1.4684142317e-01,9.3843699625e-03,4.9692685290e-06,7.0383659019e-02,3.9515864113e-06,5.6679668719e+02,3.0000000000e+00,2.1769704362e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0223468774e-01,2.5518668259e-02,7.4355400836e-01,3.4966106940e-03,6.9051893757e-04,4.9967637604e-13,1.4694246570e-01,9.3822304578e-03,4.9011579157e-06,7.0406681506e-02,3.9078631587e-06,5.6690610117e+02,3.0000000000e+00,2.1769886277e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0213164605e-01,2.5526370902e-02,7.4331739649e-01,3.5942158784e-03,6.9066634669e-04,4.9492861908e-13,1.4705176347e-01,9.3798945136e-03,4.8284198522e-06,7.0430995888e-02,3.8610464884e-06,5.6702526947e+02,3.0000000000e+00,2.1770088401e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0202269359e-01,2.5534421580e-02,7.4306146495e-01,3.7019950532e-03,6.9082038575e-04,4.8988044831e-13,1.4716894494e-01,9.3773716400e-03,4.7515056984e-06,7.0456411539e-02,3.8113814826e-06,5.6715349814e+02,3.0000000000e+00,2.1770311660e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0190989511e-01,2.5542685018e-02,7.4279260633e-01,3.8176570673e-03,6.9097940433e-04,4.8468042286e-13,1.4729081218e-01,9.3747184226e-03,4.6726593414e-06,7.0482101586e-02,3.7603134586e-06,5.6728797651e+02,3.0000000000e+00,2.1770551311e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0179604692e-01,2.5550934622e-02,7.4251616066e-01,3.9392030743e-03,6.9113879878e-04,4.7943969021e-13,1.4741479381e-01,9.3719892835e-03,4.5936192891e-06,7.0507470184e-02,3.7089520900e-06,5.6742586575e+02,3.0000000000e+00,2.1770803365e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0168378249e-01,2.5558977671e-02,7.4223854494e-01,4.0639355278e-03,6.9129492307e-04,4.7428363489e-13,1.4753792262e-01,9.3692466901e-03,4.5162694217e-06,7.0531895864e-02,3.6585241077e-06,5.6756401454e+02,3.0000000000e+00,2.1771062343e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0157515361e-01,2.5566679538e-02,7.4196575779e-01,4.1890960567e-03,6.9144537824e-04,4.6932152026e-13,1.4765753278e-01,9.3665477728e-03,4.4421982648e-06,7.0554881449e-02,3.6100825338e-06,5.6769960853e+02,3.0000000000e+00,2.1771322586e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0147160210e-01,2.5573952824e-02,7.4170240711e-01,4.3123589192e-03,6.9158855114e-04,4.6462870131e-13,1.4777168415e-01,9.3639367243e-03,4.3724668783e-06,7.0576127977e-02,3.5643451053e-06,5.6783050001e+02,3.0000000000e+00,2.1771579301e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0137398602e-01,2.5580737981e-02,7.4145060702e-01,4.4324521786e-03,6.9172295429e-04,4.6022862092e-13,1.4787960953e-01,9.3614361766e-03,4.3073840888e-06,7.0595598316e-02,3.5215338601e-06,5.6795557221e+02,3.0000000000e+00,2.1771829891e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0128183156e-01,2.5587057182e-02,7.4120827234e-01,4.5501089813e-03,6.9184848889e-04,4.5606979872e-13,1.4798236150e-01,9.3590289318e-03,4.2461731230e-06,7.0613588349e-02,3.4811506845e-06,5.6807565815e+02,3.0000000000e+00,2.1772075952e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0119452572e-01,2.5593038641e-02,7.4097954405e-01,4.6629590045e-03,6.9196912829e-04,4.5222232340e-13,1.4807825786e-01,9.3567443813e-03,4.1896821328e-06,7.0629846554e-02,3.4438080080e-06,5.6818960790e+02,3.0000000000e+00,2.1772312316e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0111152000e-01,2.5598732856e-02,7.4076367166e-01,4.7710514525e-03,6.9208579531e-04,4.4866085434e-13,1.4816778001e-01,9.3545751932e-03,4.1374879884e-06,7.0644549421e-02,3.4092471146e-06,5.6829783892e+02,3.0000000000e+00,2.1772539045e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0103221512e-01,2.5604189919e-02,7.4055952922e-01,4.8746708546e-03,6.9219938358e-04,4.4535552461e-13,1.4825154541e-01,9.3525105963e-03,4.0891140365e-06,7.0657881474e-02,3.3771691221e-06,5.6840092430e+02,3.0000000000e+00,2.1772756693e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0095602162e-01,2.5609456383e-02,7.4036584868e-01,4.9742241908e-03,6.9231071608e-04,4.4227606819e-13,1.4833020582e-01,9.3505385127e-03,4.0440881578e-06,7.0670017492e-02,3.3472740952e-06,5.6849949061e+02,3.0000000000e+00,2.1772966078e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0088239104e-01,2.5614573981e-02,7.4018135985e-01,5.0701667967e-03,6.9242053043e-04,4.3939403625e-13,1.4840438958e-01,9.3486468397e-03,4.0019727806e-06,7.0681114330e-02,3.3192817424e-06,5.6859415759e+02,3.0000000000e+00,2.1773168125e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0081082716e-01,2.5619579497e-02,7.4000486017e-01,5.1629605008e-03,6.9252948045e-04,4.3668370791e-13,1.4847467539e-01,9.3468240901e-03,3.9623761704e-06,7.0691308726e-02,3.2929396417e-06,5.6868550884e+02,3.0000000000e+00,2.1773363777e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0074089572e-01,2.5624504258e-02,7.3983524757e-01,5.2530501609e-03,6.9263812099e-04,4.3412231812e-13,1.4854158229e-01,9.3450597423e-03,3.9249546563e-06,7.0700718058e-02,3.2680252143e-06,5.6877407521e+02,3.0000000000e+00,2.1773553950e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0067220239e-01,2.5629376885e-02,7.3967154246e-01,5.3408447748e-03,6.9274697948e-04,4.3169027169e-13,1.4860556322e-01,9.3433443141e-03,3.8894130181e-06,7.0709440797e-02,3.2443468409e-06,5.6886033567e+02,3.0000000000e+00,2.1773739488e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0060456709e-01,2.5634203928e-02,7.3951284292e-01,5.4267433879e-03,6.9285601932e-04,4.2936922285e-13,1.4866703255e-01,9.3416700928e-03,3.8554880536e-06,7.0717567089e-02,3.2217303144e-06,5.6894465472e+02,3.0000000000e+00,2.1773921236e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0053790523e-01,2.5638967311e-02,7.3935733610e-01,5.5116855896e-03,6.9296443778e-04,4.2712617362e-13,1.4872675709e-01,9.3400225095e-03,3.8227350410e-06,7.0725237575e-02,3.1998719930e-06,5.6902767588e+02,3.0000000000e+00,2.1774101239e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0047163553e-01,2.5643701276e-02,7.3920317094e-01,5.5966526999e-03,6.9307287899e-04,4.2493162427e-13,1.4878547692e-01,9.3383834512e-03,3.7907324661e-06,7.0732565831e-02,3.1784895437e-06,5.6911028526e+02,3.0000000000e+00,2.1774281596e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0040540918e-01,2.5648467343e-02,7.3905187069e-01,5.6807317413e-03,6.9318317147e-04,4.2281087144e-13,1.4884259625e-01,9.3367632457e-03,3.7597829429e-06,7.0739463208e-02,3.1578019575e-06,5.6919209987e+02,3.0000000000e+00,2.1774460269e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0033900713e-01,2.5653280234e-02,7.3890283434e-01,5.7642168422e-03,6.9329559951e-04,4.2075344723e-13,1.4889836795e-01,9.3351559660e-03,3.7297331864e-06,7.0745974869e-02,3.1377080061e-06,5.6927341505e+02,3.0000000000e+00,2.1774637880e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0027222970e-01,2.5658153250e-02,7.3875551165e-01,5.8473854807e-03,6.9341042551e-04,4.1875006624e-13,1.4895301844e-01,9.3335561423e-03,3.7004478537e-06,7.0752139289e-02,3.1181180289e-06,5.6935450325e+02,3.0000000000e+00,2.1774815022e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0020489212e-01,2.5663098582e-02,7.3860939103e-01,5.9305037683e-03,6.9352789532e-04,4.1679238683e-13,1.4900675314e-01,9.3319586460e-03,3.6718059698e-06,7.0757989429e-02,3.0989516084e-06,5.6943561977e+02,3.0000000000e+00,2.1774992266e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0013682038e-01,2.5668127594e-02,7.3846398844e-01,6.0138315933e-03,6.9364824365e-04,4.1487280665e-13,1.4905976129e-01,9.3303585811e-03,3.6436978847e-06,7.0763553686e-02,3.0801355808e-06,5.6951700825e+02,3.0000000000e+00,2.1775170173e+22,0.0000000000e+00
S2_m5_IWp3_fixed,4.0006785007e-01,2.5673250887e-02,7.3831884277e-01,6.0976244729e-03,6.9377169432e-04,4.1298435737e-13,1.4911221812e-01,9.3287512438e-03,3.6160237086e-06,7.0768856457e-02,3.0616030223e-06,5.6959890260e+02,3.0000000000e+00,2.1775349299e+22,0.0000000000e+00
S2_m5_IWp3_fixed,3.9999782156e-01,2.5678478624e-02,7.3817350342e-01,6.1821401315e-03,6.9389846715e-04,4.1112050934e-13,1.4916428977e-01,9.3271319956e-03,3.5886904506e-06,7.0773918886e-02,3.0432913540e-06,5.6968153340e+02,3.0000000000e+00,2.1775530209e+22,0.0000000000e+00
