Phi_global	fO2_shift_IW_derived
1.0000000000e+00	-4.0571091322e+00
1.0000000000e+00	-4.0571091322e+00
1.0000000000e+00	-4.0571091322e+00
1.0000000000e+00	-4.0571091322e+00
1.0000000000e+00	-4.0562642180e+00
1.0000000000e+00	-4.0563499285e+00
1.0000000000e+00	-4.0564350345e+00
1.0000000000e+00	-4.0572810284e+00
1.0000000000e+00	-4.0586268678e+00
1.0000000000e+00	-4.0607600720e+00
1.0000000000e+00	-4.0640876704e+00
1.0000000000e+00	-4.0692291970e+00
1.0000000000e+00	-4.0780474278e+00
1.0000000000e+00	-4.0823454629e+00
1.0000000000e+00	-4.0857065510e+00
1.0000000000e+00	-4.0884999403e+00
9.9984211273e-01	-4.0901851761e+00
9.9978790565e-01	-4.0901764325e+00
9.9973429402e-01	-4.0901669683e+00
9.9968056443e-01	-4.0901563186e+00
9.9962681054e-01	-4.0901443976e+00
9.9957243690e-01	-4.0901312113e+00
9.9951799700e-01	-4.0901169669e+00
9.9946225289e-01	-4.0901016459e+00
9.9940564148e-01	-4.0900854198e+00
9.9934887464e-01	-4.0900684742e+00
9.9929145929e-01	-4.0900508262e+00
9.9923348626e-01	-4.0900325521e+00
9.9917532733e-01	-4.0900137524e+00
9.9911683674e-01	-4.0899944546e+00
9.9905658487e-01	-4.0899745185e+00
9.9899580218e-01	-4.0899541318e+00
9.9893480844e-01	-4.0899333641e+00
9.9887310455e-01	-4.0899121789e+00
9.9881027678e-01	-4.0898905477e+00
9.9874658992e-01	-4.0898685247e+00
9.9868119359e-01	-4.0898460226e+00
9.9861500915e-01	-4.0898231746e+00
9.9854859162e-01	-4.0898000668e+00
9.9848193976e-01	-4.0897767147e+00
9.9841505238e-01	-4.0897531329e+00
9.9834792822e-01	-4.0897293353e+00
9.9828056606e-01	-4.0897053352e+00
9.9821296465e-01	-4.0896811454e+00
9.9814512275e-01	-4.0896567781e+00
9.9807703906e-01	-4.0896322449e+00
9.9800871235e-01	-4.0896075565e+00
9.9794014132e-01	-4.0895827226e+00
9.9787132467e-01	-4.0895577514e+00
9.9780226060e-01	-4.0895326492e+00
9.9773294707e-01	-4.0895074194e+00
9.9766338251e-01	-4.0894820626e+00
9.9759356567e-01	-4.0894565748e+00
9.9752349574e-01	-4.0894309470e+00
9.9745317126e-01	-4.0894051636e+00
9.9738259108e-01	-4.0893792017e+00
9.9731175371e-01	-4.0893530300e+00
9.9724065781e-01	-4.0893266080e+00
9.9716930171e-01	-4.0892998855e+00
9.9709768447e-01	-4.0892728027e+00
9.9702580356e-01	-4.0892452901e+00
9.9695365848e-01	-4.0892172700e+00
9.9688124717e-01	-4.0891886570e+00
9.9680856789e-01	-4.0891593596e+00
9.9673561971e-01	-4.0891292824e+00
9.9666239994e-01	-4.0890983270e+00
9.9658890783e-01	-4.0890663947e+00
9.9651514159e-01	-4.0890333880e+00
9.9644109892e-01	-4.0889992129e+00
9.9636677937e-01	-4.0889637813e+00
9.9629217967e-01	-4.0889270131e+00
9.9621729975e-01	-4.0888888401e+00
9.9614213661e-01	-4.0888492076e+00
9.9606668978e-01	-4.0888080780e+00
9.9599095613e-01	-4.0887654323e+00
9.9591493506e-01	-4.0887212721e+00
9.9583862427e-01	-4.0886756196e+00
9.9576202136e-01	-4.0886285171e+00
9.9568512394e-01	-4.0885800250e+00
9.9560792963e-01	-4.0885302198e+00
9.9553043612e-01	-4.0884791909e+00
9.9545264605e-01	-4.0884270378e+00
9.9537455800e-01	-4.0883738656e+00
9.9529617037e-01	-4.0883197824e+00
9.9521748152e-01	-4.0882648965e+00
9.9513848982e-01	-4.0882093144e+00
9.9505919363e-01	-4.0881531382e+00
9.9497959127e-01	-4.0880964650e+00
9.9489968107e-01	-4.0880393860e+00
9.9481946134e-01	-4.0879819855e+00
9.9473893034e-01	-4.0879243412e+00
9.9465808629e-01	-4.0878665241e+00
9.9457692741e-01	-4.0878085988e+00
9.9449545195e-01	-4.0877506235e+00
9.9441365810e-01	-4.0876926465e+00
9.9433154408e-01	-4.0876341541e+00
9.9424910807e-01	-4.0875757513e+00
9.9416634810e-01	-4.0875174147e+00
9.9408326090e-01	-4.0874584986e+00
9.9399982912e-01	-4.0873917222e+00
9.9397550019e-01	-4.0872507179e+00
9.9397199170e-01	-4.0869893315e+00
9.9396875595e-01	-4.0868989134e+00
9.9396554423e-01	-4.0868354120e+00
9.9396235108e-01	-4.0867973954e+00
9.9395917104e-01	-4.0867755281e+00
9.9395600084e-01	-4.0867620420e+00
9.9395283473e-01	-4.0867527256e+00
9.9394967182e-01	-4.0867453502e+00
9.9394651257e-01	-4.0867391861e+00
9.9394336397e-01	-4.0867338115e+00
9.9394022330e-01	-4.0867299195e+00
9.9393709568e-01	-4.0867282102e+00
9.9393399060e-01	-4.0867300754e+00
9.9393093875e-01	-4.0867390283e+00
9.9392796897e-01	-4.0867608504e+00
9.9392514975e-01	-4.0868062519e+00
9.9392262754e-01	-4.0868977926e+00
9.9392073708e-01	-4.0870876472e+00
9.9392002271e-01	-4.0874636879e+00
9.9392088017e-01	-4.0880734027e+00
9.9390490790e-01	-4.0890708826e+00
9.9375224019e-01	-4.0894180683e+00
9.9369723749e-01	-4.0894084126e+00
9.9364241215e-01	-4.0893976296e+00
9.9358763554e-01	-4.0893854034e+00
9.9353222302e-01	-4.0893716787e+00
9.9347661520e-01	-4.0893566783e+00
9.9342001408e-01	-4.0893404820e+00
9.9336210791e-01	-4.0893232053e+00
9.9330404068e-01	-4.0893051176e+00
9.9324528968e-01	-4.0892862523e+00
9.9318594930e-01	-4.0892667011e+00
9.9312641577e-01	-4.0892465792e+00
9.9306634144e-01	-4.0892258964e+00
9.9300432089e-01	-4.0892045201e+00
9.9294201910e-01	-4.0891826998e+00
9.9287949910e-01	-4.0891604767e+00
9.9281581918e-01	-4.0891377609e+00
9.9275082170e-01	-4.0891145585e+00
9.9268483035e-01	-4.0890909335e+00
9.9261708633e-01	-4.0890668109e+00
9.9254910411e-01	-4.0890424019e+00
9.9248088247e-01	-4.0890177242e+00
9.9241242018e-01	-4.0889927944e+00
9.9234371598e-01	-4.0889676282e+00
9.9227476861e-01	-4.0889422402e+00
9.9220557683e-01	-4.0889166447e+00
9.9213613935e-01	-4.0888908552e+00
9.9206645492e-01	-4.0888648848e+00
9.9199652222e-01	-4.0888387458e+00
9.9192633997e-01	-4.0888124496e+00
9.9185590667e-01	-4.0887860071e+00
9.9178521824e-01	-4.0887594270e+00
9.9171427114e-01	-4.0887327166e+00
9.9164306347e-01	-4.0887058811e+00
9.9157159556e-01	-4.0886789226e+00
9.9149986741e-01	-4.0886518393e+00
9.9142787868e-01	-4.0886246242e+00
9.9135562642e-01	-4.0885972640e+00
9.9128311163e-01	-4.0885697383e+00
9.9121033023e-01	-4.0885420177e+00
9.9113728346e-01	-4.0885140641e+00
9.9106396718e-01	-4.0884858285e+00
9.9099038151e-01	-4.0884572524e+00
9.9091652467e-01	-4.0884282666e+00
9.9084239316e-01	-4.0883987924e+00
9.9076798792e-01	-4.0883687432e+00
9.9069330455e-01	-4.0883380249e+00
9.9061834260e-01	-4.0883065392e+00
9.9054310102e-01	-4.0882741845e+00
9.9046757489e-01	-4.0882408583e+00
9.9039176621e-01	-4.0882064606e+00
9.9031566969e-01	-4.0881708944e+00
9.9023928612e-01	-4.0881340705e+00
9.9016261175e-01	-4.0880959090e+00
9.9008564636e-01	-4.0880563429e+00
9.9000838598e-01	-4.0880153205e+00
9.8993083090e-01	-4.0879728087e+00
9.8985297728e-01	-4.0879287942e+00
9.8977482258e-01	-4.0878832851e+00
9.8969636427e-01	-4.0878363105e+00
9.8961759740e-01	-4.0877879197e+00
9.8953851981e-01	-4.0877381800e+00
9.8945913923e-01	-4.0876871754e+00
9.8937945555e-01	-4.0876350006e+00
9.8929946726e-01	-4.0875817581e+00
9.8921917280e-01	-4.0875275554e+00
9.8913857062e-01	-4.0874725013e+00
9.8905765912e-01	-4.0874167036e+00
9.8897643670e-01	-4.0873602666e+00
9.8889490176e-01	-4.0873032899e+00
9.8881305261e-01	-4.0872458668e+00
9.8873088755e-01	-4.0871880838e+00
9.8864840482e-01	-4.0871300204e+00
9.8856560255e-01	-4.0870717492e+00
9.8848247899e-01	-4.0870133356e+00
9.8839903236e-01	-4.0869548387e+00
9.8831526085e-01	-4.0868960445e+00
9.8823116264e-01	-4.0868369624e+00
9.8814673595e-01	-4.0867779425e+00
9.8806197890e-01	-4.0867190232e+00
9.8797688957e-01	-4.0866602294e+00
9.8789146561e-01	-4.0866014791e+00
9.8780569987e-01	-4.0865415731e+00
9.8771953542e-01	-4.0864674317e+00
9.8771535481e-01	-4.0862659916e+00
9.8771168941e-01	-4.0860945413e+00
