Phi_global	fO2_shift_IW_derived
1.0000000000e+00	3.0048163264e+00
1.0000000000e+00	3.0048163264e+00
1.0000000000e+00	3.0048163264e+00
1.0000000000e+00	3.0048163264e+00
1.0000000000e+00	2.9926428728e+00
1.0000000000e+00	2.9931960969e+00
1.0000000000e+00	2.9937494561e+00
1.0000000000e+00	2.9992415484e+00
1.0000000000e+00	3.0080469905e+00
1.0000000000e+00	3.0222102231e+00
1.0000000000e+00	3.0450643543e+00
1.0000000000e+00	3.0819078398e+00
1.0000000000e+00	3.1417468139e+00
1.0000000000e+00	3.2396365232e+00
1.0000000000e+00	3.2980409784e+00
1.0000000000e+00	3.3582992717e+00
1.0000000000e+00	3.3826411477e+00
1.0000000000e+00	3.4062894809e+00
1.0000000000e+00	3.4233028706e+00
1.0000000000e+00	3.4490701908e+00
1.0000000000e+00	3.4913319677e+00
1.0000000000e+00	3.5693316381e+00
9.9981975070e-01	3.6413182484e+00
9.9975466121e-01	3.6424847164e+00
9.9969732561e-01	3.6424414435e+00
9.9964289554e-01	3.6421840541e+00
9.9958587385e-01	3.6420651907e+00
9.9952838345e-01	3.6419167681e+00
9.9947084289e-01	3.6417417759e+00
9.9941263384e-01	3.6415432901e+00
9.9935405778e-01	3.6413242063e+00
9.9929533330e-01	3.6410870468e+00
9.9923589621e-01	3.6408339330e+00
9.9917496439e-01	3.6405666268e+00
9.9911372016e-01	3.6402865758e+00
9.9905204233e-01	3.6399950057e+00
9.9898949494e-01	3.6396929600e+00
9.9892673472e-01	3.6393813253e+00
9.9886375777e-01	3.6390608782e+00
9.9879998493e-01	3.6387323074e+00
9.9873454454e-01	3.6383962294e+00
9.9866887232e-01	3.6380531766e+00
9.9860296585e-01	3.6377036464e+00
9.9853594260e-01	3.6373481045e+00
9.9846762794e-01	3.6369869762e+00
9.9839845827e-01	3.6366206544e+00
9.9832745889e-01	3.6362495229e+00
9.9825620965e-01	3.6358739234e+00
9.9818470921e-01	3.6354941961e+00
9.9811295625e-01	3.6351106671e+00
9.9804094951e-01	3.6347236481e+00
9.9796868762e-01	3.6343334340e+00
9.9789616919e-01	3.6339402998e+00
9.9782339297e-01	3.6335444959e+00
9.9775035746e-01	3.6331462370e+00
9.9767706109e-01	3.6327456939e+00
9.9760350143e-01	3.6323429758e+00
9.9752967690e-01	3.6319381136e+00
9.9745558627e-01	3.6315310380e+00
9.9738122858e-01	3.6311215545e+00
9.9730660247e-01	3.6307093197e+00
9.9723170652e-01	3.6302938122e+00
9.9715653937e-01	3.6298743110e+00
9.9708109951e-01	3.6294498763e+00
9.9700538530e-01	3.6290193344e+00
9.9692939547e-01	3.6285812770e+00
9.9685312788e-01	3.6281340699e+00
9.9677658165e-01	3.6276758656e+00
9.9669975474e-01	3.6272046368e+00
9.9662264542e-01	3.6267182077e+00
9.9654525269e-01	3.6262142968e+00
9.9646757367e-01	3.6256905599e+00
9.9638960765e-01	3.6251446359e+00
9.9631135274e-01	3.6245741965e+00
9.9623280666e-01	3.6239769944e+00
9.9615396881e-01	3.6233509220e+00
9.9607483573e-01	3.6226940730e+00
9.9599540739e-01	3.6220048092e+00
9.9591568066e-01	3.6212818323e+00
9.9583565507e-01	3.6205242428e+00
9.9575532723e-01	3.6197315996e+00
9.9567469658e-01	3.6189039522e+00
9.9559376067e-01	3.6180418514e+00
9.9551251709e-01	3.6171463399e+00
9.9543096320e-01	3.6162189059e+00
9.9534909662e-01	3.6152614284e+00
9.9526691344e-01	3.6142760986e+00
9.9518441600e-01	3.6132653506e+00
9.9510160445e-01	3.6122317642e+00
9.9501847712e-01	3.6111779935e+00
9.9493503225e-01	3.6101066972e+00
9.9485126821e-01	3.6090204826e+00
9.9476718324e-01	3.6079218573e+00
9.9468277559e-01	3.6068131984e+00
9.9459804349e-01	3.6056967306e+00
9.9451298517e-01	3.6045745137e+00
9.9442759881e-01	3.6034484383e+00
9.9434188258e-01	3.6023202292e+00
9.9425583460e-01	3.6011914491e+00
9.9416945302e-01	3.6000635037e+00
9.9408273595e-01	3.5989376700e+00
9.9399568153e-01	3.5978015924e+00
9.9390828786e-01	3.5966697092e+00
9.9382055293e-01	3.5955419908e+00
9.9373247384e-01	3.5944082333e+00
9.9364403827e-01	3.5931505510e+00
9.9360446367e-01	3.5905466794e+00
9.9360072357e-01	3.5835912508e+00
9.9359733735e-01	3.5815048374e+00
9.9359397507e-01	3.5800354832e+00
9.9359063160e-01	3.5791510763e+00
9.9358730134e-01	3.5786388214e+00
9.9358398111e-01	3.5783192921e+00
9.9358066459e-01	3.5780982839e+00
9.9357735047e-01	3.5779222628e+00
9.9357403832e-01	3.5777714401e+00
9.9357073411e-01	3.5776284936e+00
9.9356743278e-01	3.5775019550e+00
9.9356413543e-01	3.5773932379e+00
9.9356084427e-01	3.5773084056e+00
9.9355757124e-01	3.5772588119e+00
9.9355431954e-01	3.5772821672e+00
9.9355110553e-01	3.5774361890e+00
9.9354796411e-01	3.5778350686e+00
9.9354498138e-01	3.5787567683e+00
9.9354228078e-01	3.5806566334e+00
9.9354035570e-01	3.5838080077e+00
9.9353930044e-01	3.5889708348e+00
9.9353937082e-01	3.5974201329e+00
9.9354049783e-01	3.6111858228e+00
9.9349833052e-01	3.6341436945e+00
9.9333198209e-01	3.6425289375e+00
9.9327360642e-01	3.6424736917e+00
9.9321544904e-01	3.6423864320e+00
9.9315741834e-01	3.6422611157e+00
9.9309872642e-01	3.6420992975e+00
9.9303989868e-01	3.6419056495e+00
9.9298054411e-01	3.6416849995e+00
9.9292061354e-01	3.6414414077e+00
9.9286052584e-01	3.6411781026e+00
9.9279970080e-01	3.6408976459e+00
9.9273723488e-01	3.6406020882e+00
9.9267447450e-01	3.6402930732e+00
9.9261108310e-01	3.6399719719e+00
9.9254694681e-01	3.6396399328e+00
9.9248258877e-01	3.6392979278e+00
9.9241799088e-01	3.6389468008e+00
9.9235169642e-01	3.6385873043e+00
9.9228451290e-01	3.6382200837e+00
9.9221708943e-01	3.6378457183e+00
9.9214890347e-01	3.6374647432e+00
9.9207933968e-01	3.6370776499e+00
9.9200884167e-01	3.6366848826e+00
9.9193625865e-01	3.6362868717e+00
9.9186323332e-01	3.6358839957e+00
9.9178995088e-01	3.6354766275e+00
9.9171641007e-01	3.6350651249e+00
9.9164260944e-01	3.6346498294e+00
9.9156854769e-01	3.6342310687e+00
9.9149422346e-01	3.6338091541e+00
9.9141963545e-01	3.6333843781e+00
9.9134478217e-01	3.6329570075e+00
9.9126965962e-01	3.6325272776e+00
9.9119426348e-01	3.6320953798e+00
9.9111859192e-01	3.6316614474e+00
9.9104264538e-01	3.6312255357e+00
9.9096642384e-01	3.6307876029e+00
9.9088992696e-01	3.6303474833e+00
9.9081315190e-01	3.6299048618e+00
9.9073609914e-01	3.6294592417e+00
9.9065876484e-01	3.6290099237e+00
9.9058115020e-01	3.6285559804e+00
9.9050325084e-01	3.6280962408e+00
9.9042506708e-01	3.6276292838e+00
9.9034659683e-01	3.6271534466e+00
9.9026783682e-01	3.6266668363e+00
9.9018878781e-01	3.6261673642e+00
9.9010944515e-01	3.6256527805e+00
9.9002980883e-01	3.6251207210e+00
9.8994987725e-01	3.6245687584e+00
9.8986964583e-01	3.6239944547e+00
9.8978911622e-01	3.6233954198e+00
9.8970828280e-01	3.6227693740e+00
9.8962714689e-01	3.6221142099e+00
9.8954570400e-01	3.6214280645e+00
9.8946395442e-01	3.6207093905e+00
9.8938189325e-01	3.6199570255e+00
9.8929952126e-01	3.6191702553e+00
9.8921683489e-01	3.6183488571e+00
9.8913383063e-01	3.6174931238e+00
9.8905050575e-01	3.6166038602e+00
9.8896685582e-01	3.6156823572e+00
9.8888287551e-01	3.6147303349e+00
9.8879857057e-01	3.6137498716e+00
9.8871394552e-01	3.6127433214e+00
9.8862899874e-01	3.6117132254e+00
9.8854372861e-01	3.6106622279e+00
9.8845813347e-01	3.6095929992e+00
9.8837221166e-01	3.6085081709e+00
9.8828596151e-01	3.6074102843e+00
9.8819938127e-01	3.6063017510e+00
9.8811246923e-01	3.6051848276e+00
9.8802522359e-01	3.6040616000e+00
9.8793764252e-01	3.6029339780e+00
9.8784972405e-01	3.6018036955e+00
9.8776146635e-01	3.6006723146e+00
9.8767286752e-01	3.5995412393e+00
9.8758392569e-01	3.5984046750e+00
9.8749463894e-01	3.5972642762e+00
9.8740500539e-01	3.5961276415e+00
9.8731502308e-01	3.5949956635e+00
9.8722469001e-01	3.5938689125e+00
9.8713400373e-01	3.5927454233e+00
9.8704295710e-01	3.5915967503e+00
9.8695149442e-01	3.5901133015e+00
9.8694751602e-01	3.5853831593e+00
9.8694369279e-01	3.5814587708e+00
9.8694010587e-01	3.5795063325e+00
9.8693656281e-01	3.5781517397e+00
9.8693305337e-01	3.5773392224e+00
9.8692956499e-01	3.5768623209e+00
9.8692608967e-01	3.5765568927e+00
9.8692262114e-01	3.5763392095e+00
9.8691915721e-01	3.5761626992e+00
9.8691569732e-01	3.5760097229e+00
9.8691224510e-01	3.5758640839e+00
9.8690879874e-01	3.5757349768e+00
9.8690536086e-01	3.5756241546e+00
9.8690193634e-01	3.5755383145e+00
9.8689854224e-01	3.5754900938e+00
9.8689519365e-01	3.5755202404e+00
9.8689192730e-01	3.5756908614e+00
9.8688882065e-01	3.5761293795e+00
9.8688605323e-01	3.5771346114e+00
9.8688390881e-01	3.5792063472e+00
9.8688298964e-01	3.5826388327e+00
9.8688365789e-01	3.5882617065e+00
9.8688653336e-01	3.5974710678e+00
9.8689160072e-01	3.6125011821e+00
9.8681607372e-01	3.6376571631e+00
9.8675222053e-01	3.6423772696e+00
9.8675481608e-01	3.6424139075e+00
9.8675741828e-01	3.6424505780e+00
9.8676004069e-01	3.6424865817e+00
9.8676265017e-01	3.6425235672e+00
9.8676524679e-01	3.6425615457e+00
9.8676787853e-01	3.6425980668e+00
9.8670935842e-01	3.6425801453e+00
9.8664999718e-01	3.6425071145e+00
9.8659058589e-01	3.6423951814e+00
9.8653114907e-01	3.6422399654e+00
9.8647108612e-01	3.6420453828e+00
9.8641093756e-01	3.6418176120e+00
9.8634975204e-01	3.6415622490e+00
9.8628840245e-01	3.6412837099e+00
9.8622659932e-01	3.6409854063e+00
9.8616313891e-01	3.6406699943e+00
9.8609899135e-01	3.6403395532e+00
9.8603435620e-01	3.6399957645e+00
9.8596877074e-01	3.6396400166e+00
9.8590295678e-01	3.6392734607e+00
9.8583689025e-01	3.6388970821e+00
9.8576899956e-01	3.6385117460e+00
9.8570023059e-01	3.6381181869e+00
9.8563121484e-01	3.6377170570e+00
9.8556120587e-01	3.6373089539e+00
9.8548966732e-01	3.6368944177e+00
9.8541693063e-01	3.6364739356e+00
9.8534232382e-01	3.6360479682e+00
9.8526745483e-01	3.6356169242e+00
9.8519232236e-01	3.6351812041e+00
9.8511692496e-01	3.6347411878e+00
9.8504126134e-01	3.6342972389e+00
9.8496533009e-01	3.6338497051e+00
9.8488912984e-01	3.6333989188e+00
9.8481265919e-01	3.6329451951e+00
9.8473591463e-01	3.6324888285e+00
9.8465888627e-01	3.6320300865e+00
9.8458157175e-01	3.6315691992e+00
9.8450397288e-01	3.6311063492e+00
9.8442609151e-01	3.6306416535e+00
9.8434792821e-01	3.6301751443e+00
9.8426947936e-01	3.6297067445e+00
9.8419074674e-01	3.6292362429e+00
9.8411172571e-01	3.6287632611e+00
9.8403241868e-01	3.6282872277e+00
9.8395281874e-01	3.6278073490e+00
9.8387292970e-01	3.6273225888e+00
9.8379274582e-01	3.6268316506e+00
9.8371226656e-01	3.6263329772e+00
9.8363149206e-01	3.6258247603e+00
9.8355041479e-01	3.6253049601e+00
9.8346903884e-01	3.6247713428e+00
9.8338735815e-01	3.6242215249e+00
9.8330537150e-01	3.6236530252e+00
9.8322307850e-01	3.6230633269e+00
9.8314047248e-01	3.6224499398e+00
9.8305755701e-01	3.6218104679e+00
9.8297432333e-01	3.6211426849e+00
9.8289077514e-01	3.6204446025e+00
9.8280690587e-01	3.6197145541e+00
9.8272271432e-01	3.6189512623e+00
9.8263819822e-01	3.6181539117e+00
9.8255335269e-01	3.6173221881e+00
9.8246817334e-01	3.6164563146e+00
9.8238265244e-01	3.6155570454e+00
9.8229678729e-01	3.6146256418e+00
9.8221059399e-01	3.6136638150e+00
9.8212407372e-01	3.6126736510e+00
9.8203722499e-01	3.6116575228e+00
9.8195004631e-01	3.6106179989e+00
9.8186253610e-01	3.6095577523e+00
9.8177469279e-01	3.6084794810e+00
9.8168651474e-01	3.6073858384e+00
9.8159800025e-01	3.6062793794e+00
9.8150914769e-01	3.6051625205e+00
9.8141995528e-01	3.6040375125e+00
9.8133042110e-01	3.6029064258e+00
9.8124054317e-01	3.6017711445e+00
9.8115031969e-01	3.6006333652e+00
9.8105974873e-01	3.5994946138e+00
9.8096882841e-01	3.5983477387e+00
9.8087755685e-01	3.5971972774e+00
9.8078593209e-01	3.5960495480e+00
9.8069395216e-01	3.5949055219e+00
9.8060161515e-01	3.5937660631e+00
9.8050891901e-01	3.5926319172e+00
9.8041586166e-01	3.5915034861e+00
9.8032244024e-01	3.5903782700e+00
9.8022864384e-01	3.5892232311e+00
9.8013684524e-01	3.5876815717e+00
