R_int	Phi_global	P_surf
9.6104854861e+06	1.0000000000e+00	9.9330273051e+03
9.6104854861e+06	1.0000000000e+00	9.9329419571e+03
9.6104854861e+06	1.0000000000e+00	9.9329419519e+03
9.6104854861e+06	1.0000000000e+00	9.9329419519e+03
9.6104854861e+06	1.0000000000e+00	1.0164290276e+04
9.6104854861e+06	1.0000000000e+00	1.0162508569e+04
9.6104854861e+06	1.0000000000e+00	1.0160746567e+04
9.6104854861e+06	1.0000000000e+00	1.0143138657e+04
9.6104854861e+06	1.0000000000e+00	1.0114788043e+04
9.6104854861e+06	1.0000000000e+00	1.0069564892e+04
9.6104854861e+06	1.0000000000e+00	9.9975451619e+03
9.6104854861e+06	1.0000000000e+00	9.8831692526e+03
9.6104854861e+06	1.0000000000e+00	9.7023500127e+03
9.6104854861e+06	1.0000000000e+00	9.4206221334e+03
9.6104854861e+06	1.0000000000e+00	8.9763320298e+03
9.6104854861e+06	1.0000000000e+00	8.2841647926e+03
9.6104854861e+06	1.0000000000e+00	7.2349682904e+03
9.6104854861e+06	1.0000000000e+00	5.8935570833e+03
9.6104854861e+06	1.0000000000e+00	5.0735845450e+03
9.5221421215e+06	1.0000000000e+00	4.5242184931e+03
9.5221421215e+06	1.0000000000e+00	4.1965668544e+03
9.5221421215e+06	1.0000000000e+00	4.0569401978e+03
9.5221421215e+06	1.0000000000e+00	3.9499392038e+03
9.5221421215e+06	1.0000000000e+00	3.7873916912e+03
9.5221421215e+06	1.0000000000e+00	3.5432108889e+03
9.5221421215e+06	1.0000000000e+00	3.1887514274e+03
9.4610057988e+06	1.0000000000e+00	2.9360236922e+03
9.4610057988e+06	1.0000000000e+00	2.7023419555e+03
9.4610057988e+06	9.9983272356e-01	2.5572793061e+03
9.4610057988e+06	9.9976558536e-01	2.5534168864e+03
9.4610057988e+06	9.9971164177e-01	2.5536807212e+03
9.4610057988e+06	9.9965730387e-01	2.5541066884e+03
9.4610057988e+06	9.9960228335e-01	2.5547177682e+03
9.4610057988e+06	9.9954705700e-01	2.5555036273e+03
9.4610057988e+06	9.9949169961e-01	2.5564410967e+03
9.4610057988e+06	9.9943551745e-01	2.5575075855e+03
9.4610057988e+06	9.9937909861e-01	2.5586839621e+03
9.4610057988e+06	9.9932248662e-01	2.5599553648e+03
9.4610057988e+06	9.9926541871e-01	2.5613102684e+03
9.4610057988e+06	9.9920761258e-01	2.5627395627e+03
9.4610057988e+06	9.9914958761e-01	2.5642355702e+03
9.4610057988e+06	9.9909133867e-01	2.5657921759e+03
9.4610057988e+06	9.9903268595e-01	2.5674043359e+03
9.4610057988e+06	9.9897316256e-01	2.5690679090e+03
9.4610057988e+06	9.9891236691e-01	2.5707793269e+03
9.4610057988e+06	9.9885125609e-01	2.5725349252e+03
9.4610057988e+06	9.9878989959e-01	2.5743317973e+03
9.4610057988e+06	9.9872755420e-01	2.5761676869e+03
9.4610057988e+06	9.9866484068e-01	2.5780400147e+03
9.4610057988e+06	9.9860187191e-01	2.5799466048e+03
9.4610057988e+06	9.9853864562e-01	2.5818854949e+03
9.4610057988e+06	9.9847464791e-01	2.5838550708e+03
9.4610057988e+06	9.9840947050e-01	2.5858537936e+03
9.4610057988e+06	9.9834344256e-01	2.5878798660e+03
9.4610057988e+06	9.9827714611e-01	2.5899314822e+03
9.4610057988e+06	9.9821003365e-01	2.5920073634e+03
9.4610057988e+06	9.9814224659e-01	2.5941059993e+03
9.4610057988e+06	9.9807339603e-01	2.5962261568e+03
9.4610057988e+06	9.9800316824e-01	2.5983666745e+03
9.4610057988e+06	9.9793250146e-01	2.6005259219e+03
9.4610057988e+06	9.9786155391e-01	2.6027027516e+03
9.4610057988e+06	9.9779032404e-01	2.6048962607e+03
9.4610057988e+06	9.9771881012e-01	2.6071058003e+03
9.4610057988e+06	9.9764701046e-01	2.6093310542e+03
9.4610057988e+06	9.9757492339e-01	2.6115721464e+03
9.4610057988e+06	9.9750254717e-01	2.6138297608e+03
9.4610057988e+06	9.9742988007e-01	2.6161052795e+03
9.4610057988e+06	9.9735692061e-01	2.6184009232e+03
9.4610057988e+06	9.9728366647e-01	2.6207199302e+03
9.4610057988e+06	9.9721011639e-01	2.6230666332e+03
9.4610057988e+06	9.9713626827e-01	2.6254466295e+03
9.4610057988e+06	9.9706211994e-01	2.6278668193e+03
9.4610057988e+06	9.9698766980e-01	2.6303354086e+03
9.4610057988e+06	9.9691291623e-01	2.6328618827e+03
9.4610057988e+06	9.9683785695e-01	2.6354569126e+03
9.4610057988e+06	9.9676248999e-01	2.6381321631e+03
9.4610057988e+06	9.9668681331e-01	2.6409000802e+03
9.4610057988e+06	9.9661082488e-01	2.6437736237e+03
9.4610057988e+06	9.9653452265e-01	2.6467659613e+03
9.4610057988e+06	9.9645790435e-01	2.6498901357e+03
9.4610057988e+06	9.9638096744e-01	2.6531587070e+03
9.4610057988e+06	9.9630371085e-01	2.6565833034e+03
9.4610057988e+06	9.9622613195e-01	2.6601742687e+03
9.4610057988e+06	9.9614822880e-01	2.6639401807e+03
9.4610057988e+06	9.9606999963e-01	2.6678874470e+03
9.4610057988e+06	9.9599144199e-01	2.6720199647e+03
9.4610057988e+06	9.9591255421e-01	2.6763388695e+03
9.4610057988e+06	9.9583333405e-01	2.6808424281e+03
9.4610057988e+06	9.9575377945e-01	2.6855260773e+03
9.4610057988e+06	9.9567388905e-01	2.6903826383e+03
9.4610057988e+06	9.9559366004e-01	2.6954027168e+03
9.4610057988e+06	9.9551309085e-01	2.7005750998e+03
9.4610057988e+06	9.9543217872e-01	2.7058872841e+03
9.4610057988e+06	9.9535092244e-01	2.7113259147e+03
9.4610057988e+06	9.9526931908e-01	2.7168773490e+03
9.4610057988e+06	9.9518736686e-01	2.7225280031e+03
9.4610057988e+06	9.9510506328e-01	2.7282647152e+03
9.4610057988e+06	9.9502240625e-01	2.7340749423e+03
9.4610057988e+06	9.9493939342e-01	2.7399470128e+03
9.4610057988e+06	9.9485602239e-01	2.7458701751e+03
9.4610057988e+06	9.9477229073e-01	2.7518346527e+03
9.4610057988e+06	9.9468819580e-01	2.7578316397e+03
9.4610057988e+06	9.9460373504e-01	2.7638532611e+03
9.4610057988e+06	9.9451890579e-01	2.7698925086e+03
9.4610057988e+06	9.9443370514e-01	2.7759431635e+03
9.4610057988e+06	9.9434812996e-01	2.7819997122e+03
9.4610057988e+06	9.9426217697e-01	2.7880572623e+03
9.4610057988e+06	9.9417584393e-01	2.7941114800e+03
9.4610057988e+06	9.9408913013e-01	2.8001587472e+03
9.4610057988e+06	9.9400203376e-01	2.8061985037e+03
9.4610057988e+06	9.9391455119e-01	2.8122598027e+03
9.4610057988e+06	9.9382667679e-01	2.8186897422e+03
9.4610057988e+06	9.9376440309e-01	2.8291952649e+03
9.4610057988e+06	9.9375970418e-01	2.8339919455e+03
9.4610057988e+06	9.9375498896e-01	2.8409179279e+03
9.4610057988e+06	9.9375026160e-01	2.8507101109e+03
9.4610057988e+06	9.9374553551e-01	2.8629306638e+03
9.4610057988e+06	9.9374083283e-01	2.8753225398e+03
9.4610057988e+06	9.9373615355e-01	2.8841172107e+03
9.4610057988e+06	9.9373149356e-01	2.8891637958e+03
9.4610057988e+06	9.9372684885e-01	2.8919549924e+03
9.4610057988e+06	9.9372221883e-01	2.8937229561e+03
9.4610057988e+06	9.9371759203e-01	2.8950169380e+03
9.4610057988e+06	9.9371296736e-01	2.8960929157e+03
9.4610057988e+06	9.9370835713e-01	2.8970915700e+03
9.4610057988e+06	9.9370375299e-01	2.8980108597e+03
9.4610057988e+06	9.9369915097e-01	2.8988489860e+03
9.4610057988e+06	9.9369455794e-01	2.8996186714e+03
9.4610057988e+06	9.9368997912e-01	2.9002729790e+03
9.4610057988e+06	9.9368541299e-01	2.9006679046e+03
9.4610057988e+06	9.9368087728e-01	2.9005564531e+03
9.4610057988e+06	9.9367640967e-01	2.8993052349e+03
9.4610057988e+06	9.9367229363e-01	2.8959236131e+03
9.4610057988e+06	9.9366907286e-01	2.8898945049e+03
9.4610057988e+06	9.9366656164e-01	2.8798065195e+03
9.4610057988e+06	9.9366451759e-01	2.8633329461e+03
9.4610057988e+06	9.9366283505e-01	2.8367687878e+03
9.4610057988e+06	9.9366178959e-01	2.7942990453e+03
9.4610057988e+06	9.9366195507e-01	2.7269660574e+03
9.4610057988e+06	9.9362926750e-01	2.6212575927e+03
